avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,experiment,variant,down_days,rvol,trail,hold,entry_mode,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr
397.9,-6.9,4.55,568.0,61.0,vol_follow,volr_1.2,4,2.0,0.02,7,close,vol_follow_volr_1.2_D4_R2.0_T0.02_H7,460.0,-8.6,4.62,1041,56.9
1297.1,-16.4,4.68,1122.0,53.7,gap_filter,gap_0.02,3,1.5,0.03,10,close,gap_filter_gap_0.02_D3_R1.5_T0.03_H10,1046.9,-17.2,4.61,1981,52.4
1522.2,-13.1,4.89,1095.0,54.3,vol_follow,volr_1.2,3,1.5,0.03,10,close,vol_follow_volr_1.2_D3_R1.5_T0.03_H10,905.1,-15.0,4.59,1885,50.8
1037.6,-13.6,4.65,921.0,54.1,vol_follow,volr_1.2,4,1.0,0.03,10,close,vol_follow_volr_1.2_D4_R1.0_T0.03_H10,943.2,-17.3,4.57,1605,50.5
882.9,-7.2,4.97,745.0,62.1,gap_filter,gap_0.03,5,1.0,0.02,10,close,gap_filter_gap_0.03_D5_R1.0_T0.02_H10,1028.9,-9.2,4.56,1343,57.6
857.8,-7.5,4.77,709.0,61.8,gap_filter,gap_0.02,5,1.0,0.02,10,close,gap_filter_gap_0.02_D5_R1.0_T0.02_H10,1001.6,-9.1,4.53,1294,58.7
814.4,-7.3,4.94,745.0,62.0,gap_filter,gap_0.03,5,1.0,0.02,7,close,gap_filter_gap_0.03_D5_R1.0_T0.02_H7,938.9,-9.2,4.52,1343,57.5
429.3,-6.9,4.51,568.0,61.0,vol_follow,volr_1.2,4,2.0,0.02,10,close,vol_follow_volr_1.2_D4_R2.0_T0.02_H10,511.8,-8.6,4.52,1041,56.9
1029.6,-13.3,4.75,934.0,53.7,vol_follow,volr_1.0,3,2.0,0.03,10,close,vol_follow_volr_1.0_D3_R2.0_T0.03_H10,882.9,-16.1,4.52,1651,51.4
1183.0,-12.8,4.66,978.0,54.8,vol_follow,volr_1.5,3,1.5,0.03,10,close,vol_follow_volr_1.5_D3_R1.5_T0.03_H10,827.3,-14.1,4.51,1709,51.6
1290.9,-13.8,4.73,1003.0,53.8,vol_follow,volr_1.0,4,1.0,0.03,10,close,vol_follow_volr_1.0_D4_R1.0_T0.03_H10,1204.5,-16.9,4.51,1754,50.6
931.7,-13.5,4.71,991.0,53.4,gap_filter,gap_0.05,3,2.0,0.03,7,close,gap_filter_gap_0.05_D3_R2.0_T0.03_H7,687.7,-17.2,4.51,1766,51.1
649.9,-12.6,4.35,744.0,53.7,gap_filter,gap_0.02,4,1.5,0.03,10,close,gap_filter_gap_0.02_D4_R1.5_T0.03_H10,622.1,-12.2,4.51,1350,53.2
849.6,-13.8,4.67,921.0,53.9,vol_follow,volr_1.2,4,1.0,0.03,7,close,vol_follow_volr_1.2_D4_R1.0_T0.03_H7,765.0,-19.0,4.5,1605,50.5
1772.8,-14.2,5.15,1174.0,53.9,vol_follow,volr_1.0,3,1.5,0.03,10,close,vol_follow_volr_1.0_D3_R1.5_T0.03_H10,1238.3,-16.5,4.5,2014,50.8
1207.1,-16.9,4.54,1193.0,50.0,t1_entry,next_open,4,1.0,0.03,7,next_open,t1_entry_next_open_D4_R1.0_T0.03_H7,775.7,-20.0,4.5,2024,48.0
791.7,-7.6,4.75,709.0,61.7,gap_filter,gap_0.02,5,1.0,0.02,7,close,gap_filter_gap_0.02_D5_R1.0_T0.02_H7,924.3,-9.1,4.5,1294,58.5
566.6,-6.5,4.6,606.0,61.4,vol_follow,volr_1.2,5,1.0,0.02,7,close,vol_follow_volr_1.2_D5_R1.0_T0.02_H7,602.4,-8.4,4.49,1063,56.3
1575.0,-18.0,4.65,1343.0,50.5,t1_entry,next_open,3,1.5,0.03,7,next_open,t1_entry_next_open_D3_R1.5_T0.03_H7,913.2,-22.7,4.47,2282,49.1
2207.3,-18.3,4.75,1343.0,50.5,t1_entry,next_open,3,1.5,0.03,10,next_open,t1_entry_next_open_D3_R1.5_T0.03_H10,1159.2,-24.1,4.46,2282,48.8
680.3,-15.0,4.42,880.0,53.1,gap_filter,gap_0.03,3,2.0,0.03,10,close,gap_filter_gap_0.03_D3_R2.0_T0.03_H10,620.7,-17.6,4.45,1601,51.9
1080.9,-9.1,4.7,812.0,56.6,t1_entry,next_open,5,1.0,0.02,10,next_open,t1_entry_next_open_D5_R1.0_T0.02_H10,1010.5,-11.6,4.45,1416,51.8
610.8,-6.6,4.59,606.0,61.6,vol_follow,volr_1.2,5,1.0,0.02,10,close,vol_follow_volr_1.2_D5_R1.0_T0.02_H10,673.4,-8.6,4.45,1063,56.5
1201.6,-12.8,4.82,1095.0,54.3,vol_follow,volr_1.2,3,1.5,0.03,7,close,vol_follow_volr_1.2_D3_R1.5_T0.03_H7,737.3,-14.4,4.44,1885,50.8
731.6,-10.4,4.32,696.0,56.1,baseline,none,4,2.0,0.03,10,close,baseline_none_D4_R2.0_T0.03_H10,624.1,-11.6,4.44,1254,53.4
873.4,-5.7,4.81,667.0,62.2,vol_follow,volr_1.0,5,1.0,0.02,7,close,vol_follow_volr_1.0_D5_R1.0_T0.02_H7,934.2,-6.0,4.43,1173,57.5
586.8,-10.4,4.33,696.0,55.9,baseline,none,4,2.0,0.03,7,close,baseline_none_D4_R2.0_T0.03_H7,526.9,-11.6,4.42,1254,53.3
941.2,-5.8,4.82,667.0,62.3,vol_follow,volr_1.0,5,1.0,0.02,10,close,vol_follow_volr_1.0_D5_R1.0_T0.02_H10,1021.5,-6.2,4.42,1173,57.7
973.1,-9.1,4.72,812.0,56.6,t1_entry,next_open,5,1.0,0.02,7,next_open,t1_entry_next_open_D5_R1.0_T0.02_H7,904.7,-11.6,4.41,1416,51.9
1068.7,-14.0,4.71,1003.0,53.6,vol_follow,volr_1.0,4,1.0,0.03,7,close,vol_follow_volr_1.0_D4_R1.0_T0.03_H7,1016.9,-18.5,4.39,1754,50.6
788.3,-13.3,4.63,934.0,53.5,vol_follow,volr_1.0,3,2.0,0.03,7,close,vol_follow_volr_1.0_D3_R2.0_T0.03_H7,704.5,-16.1,4.39,1651,51.4
539.5,-12.8,4.19,744.0,53.6,gap_filter,gap_0.02,4,1.5,0.03,7,close,gap_filter_gap_0.02_D4_R1.5_T0.03_H7,526.9,-12.2,4.38,1350,53.0
1408.0,-13.9,4.99,1174.0,54.0,vol_follow,volr_1.0,3,1.5,0.03,7,close,vol_follow_volr_1.0_D3_R1.5_T0.03_H7,1047.0,-16.4,4.37,2014,51.0
391.0,-9.0,4.25,616.0,59.0,bounce,bounce_0.2,4,1.0,0.02,10,close,bounce_bounce_0.2_D4_R1.0_T0.02_H10,419.1,-13.8,4.36,1093,54.6
977.2,-12.8,4.61,978.0,54.7,vol_follow,volr_1.5,3,1.5,0.03,7,close,vol_follow_volr_1.5_D3_R1.5_T0.03_H7,670.5,-13.9,4.36,1709,51.5
949.0,-13.5,4.54,884.0,54.3,vol_follow,volr_1.2,3,2.0,0.03,10,close,vol_follow_volr_1.2_D3_R2.0_T0.03_H10,767.7,-18.1,4.36,1568,51.5
826.8,-5.6,4.47,595.0,62.7,baseline,none,5,1.5,0.02,10,close,baseline_none_D5_R1.5_T0.02_H10,934.5,-5.8,4.35,1064,58.5
327.8,-6.0,4.23,450.0,62.3,baseline,none,5,2.0,0.02,7,close,baseline_none_D5_R2.0_T0.02_H7,361.2,-7.2,4.35,819,57.5
753.6,-5.6,4.44,595.0,62.7,baseline,none,5,1.5,0.02,7,close,baseline_none_D5_R1.5_T0.02_H7,832.0,-5.8,4.33,1064,58.5
1241.4,-15.3,4.52,812.0,55.4,baseline,none,5,1.0,0.03,10,close,baseline_none_D5_R1.0_T0.03_H10,1129.1,-18.6,4.31,1416,52.7
374.7,-9.0,4.24,616.0,59.0,bounce,bounce_0.2,4,1.0,0.02,7,close,bounce_bounce_0.2_D4_R1.0_T0.02_H7,399.5,-13.8,4.31,1093,54.6
326.6,-8.3,4.26,613.0,58.0,bounce,bounce_0.2,3,2.0,0.02,7,close,bounce_bounce_0.2_D3_R2.0_T0.02_H7,390.6,-7.7,4.31,1118,54.0
845.8,-12.5,4.32,801.0,55.3,vol_follow,volr_1.5,4,1.0,0.03,10,close,vol_follow_volr_1.5_D4_R1.0_T0.03_H10,778.5,-15.2,4.3,1419,51.4
354.7,-6.0,4.2,450.0,62.3,baseline,none,5,2.0,0.02,10,close,baseline_none_D5_R2.0_T0.02_H10,409.0,-7.2,4.3,819,57.5
1023.4,-16.3,4.53,1136.0,51.7,bounce,bounce_0.2,3,1.0,0.03,10,close,bounce_bounce_0.2_D3_R1.0_T0.03_H10,627.7,-20.5,4.3,1937,49.4
1146.5,-15.1,4.46,789.0,55.9,gap_filter,gap_0.05,5,1.0,0.03,10,close,gap_filter_gap_0.05_D5_R1.0_T0.03_H10,1108.5,-19.2,4.3,1384,53.3
335.3,-8.3,4.26,613.0,58.0,bounce,bounce_0.2,3,2.0,0.02,10,close,bounce_bounce_0.2_D3_R2.0_T0.02_H10,399.9,-7.7,4.3,1118,54.0
323.8,-7.3,4.23,510.0,60.9,vol_follow,volr_1.5,4,2.0,0.02,7,close,vol_follow_volr_1.5_D4_R2.0_T0.02_H7,369.0,-8.9,4.28,942,55.9
714.6,-12.2,4.33,801.0,55.1,vol_follow,volr_1.5,4,1.0,0.03,7,close,vol_follow_volr_1.5_D4_R1.0_T0.03_H7,655.9,-14.6,4.28,1419,51.4
1135.4,-15.7,4.32,1052.0,50.6,t1_entry,next_open,3,2.0,0.03,10,next_open,t1_entry_next_open_D3_R2.0_T0.03_H10,782.7,-18.6,4.28,1846,49.3
577.2,-10.2,4.1,647.0,55.8,gap_filter,gap_0.05,4,2.0,0.03,10,close,gap_filter_gap_0.05_D4_R2.0_T0.03_H10,527.9,-12.2,4.28,1167,53.6
690.5,-5.4,4.41,566.0,62.7,gap_filter,gap_0.05,5,1.5,0.02,10,close,gap_filter_gap_0.05_D5_R1.5_T0.02_H10,827.2,-5.6,4.28,1017,58.8
438.2,-9.0,4.05,567.0,55.8,gap_filter,gap_0.03,4,2.0,0.03,10,close,gap_filter_gap_0.03_D4_R2.0_T0.03_H10,472.8,-11.1,4.28,1055,55.0
505.8,-15.2,4.22,880.0,52.6,gap_filter,gap_0.03,3,2.0,0.03,7,close,gap_filter_gap_0.03_D3_R2.0_T0.03_H7,495.0,-16.7,4.27,1601,51.7
1001.1,-15.5,4.2,905.0,51.4,t1_entry,next_open,4,1.5,0.03,10,next_open,t1_entry_next_open_D4_R1.5_T0.03_H10,691.6,-15.5,4.23,1569,49.7
562.2,-14.3,4.18,801.0,53.2,gap_filter,gap_0.02,3,2.0,0.03,10,close,gap_filter_gap_0.02_D3_R2.0_T0.03_H10,480.9,-16.3,4.23,1476,53.2
644.1,-5.4,4.37,566.0,62.7,gap_filter,gap_0.05,5,1.5,0.02,7,close,gap_filter_gap_0.05_D5_R1.5_T0.02_H7,753.4,-5.6,4.23,1017,58.8
460.6,-10.2,4.07,647.0,55.6,gap_filter,gap_0.05,4,2.0,0.03,7,close,gap_filter_gap_0.05_D4_R2.0_T0.03_H7,453.7,-12.2,4.19,1167,53.5
834.0,-15.7,4.37,1136.0,51.9,bounce,bounce_0.2,3,1.0,0.03,7,close,bounce_bounce_0.2_D3_R1.0_T0.03_H7,557.1,-20.0,4.19,1937,49.7
353.7,-9.1,3.93,567.0,55.5,gap_filter,gap_0.03,4,2.0,0.03,7,close,gap_filter_gap_0.03_D4_R2.0_T0.03_H7,400.3,-11.2,4.19,1055,54.8
716.4,-13.4,4.49,884.0,54.1,vol_follow,volr_1.2,3,2.0,0.03,7,close,vol_follow_volr_1.2_D3_R2.0_T0.03_H7,593.8,-18.2,4.18,1568,51.5
337.4,-7.3,4.19,510.0,60.9,vol_follow,volr_1.5,4,2.0,0.02,10,close,vol_follow_volr_1.5_D4_R2.0_T0.02_H10,393.4,-8.9,4.18,942,55.9
666.4,-11.6,4.16,800.0,54.1,vol_follow,volr_1.5,3,2.0,0.03,10,close,vol_follow_volr_1.5_D3_R2.0_T0.03_H10,612.8,-11.1,4.15,1432,51.9
1010.9,-15.0,4.5,812.0,55.0,baseline,none,5,1.0,0.03,7,close,baseline_none_D5_R1.0_T0.03_H7,932.1,-17.8,4.14,1416,52.2
372.2,-5.7,3.95,461.0,61.8,vol_follow,volr_1.2,5,1.5,0.02,7,close,vol_follow_volr_1.2_D5_R1.5_T0.02_H7,405.7,-8.3,4.14,821,56.9
269.0,-5.3,4.14,417.0,62.1,gap_filter,gap_0.05,5,2.0,0.02,10,close,gap_filter_gap_0.05_D5_R2.0_T0.02_H10,319.2,-7.1,4.14,761,57.4
639.2,-13.2,4.11,725.0,54.3,vol_follow,volr_1.2,4,1.5,0.03,10,close,vol_follow_volr_1.2_D4_R1.5_T0.03_H10,558.7,-21.1,4.13,1284,51.2
412.5,-11.2,3.9,601.0,55.5,vol_follow,volr_1.0,4,2.0,0.03,7,close,vol_follow_volr_1.0_D4_R2.0_T0.03_H7,451.3,-13.1,4.13,1101,53.1
483.8,-11.9,3.82,601.0,55.5,vol_follow,volr_1.0,4,2.0,0.03,10,close,vol_follow_volr_1.0_D4_R2.0_T0.03_H10,519.1,-15.2,4.12,1101,53.1
2005.3,-29.6,4.2,1513.0,48.9,adaptive_trail,depth<0.15_trail0.04,3,1.0,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D3_R1.0_T0.04_H10,897.3,-27.0,4.12,2587,48.3
811.6,-14.7,4.47,745.0,56.1,gap_filter,gap_0.03,5,1.0,0.03,10,close,gap_filter_gap_0.03_D5_R1.0_T0.03_H10,889.6,-19.2,4.12,1343,53.6
254.1,-5.3,4.13,417.0,62.1,gap_filter,gap_0.05,5,2.0,0.02,7,close,gap_filter_gap_0.05_D5_R2.0_T0.02_H7,290.5,-7.1,4.12,761,57.4
271.4,-5.8,3.92,388.0,61.8,vol_follow,volr_1.0,5,2.0,0.02,7,close,vol_follow_volr_1.0_D5_R2.0_T0.02_H7,303.2,-7.3,4.11,700,58.1
800.2,-15.6,4.11,905.0,51.3,t1_entry,next_open,4,1.5,0.03,7,next_open,t1_entry_next_open_D4_R1.5_T0.03_H7,580.0,-15.8,4.11,1569,49.9
921.2,-14.8,4.4,789.0,55.5,gap_filter,gap_0.05,5,1.0,0.03,7,close,gap_filter_gap_0.05_D5_R1.0_T0.03_H7,902.8,-18.4,4.1,1384,52.7
689.6,-7.7,4.05,595.0,57.4,t1_entry,next_open,5,1.5,0.02,10,next_open,t1_entry_next_open_D5_R1.5_T0.02_H10,725.1,-10.3,4.1,1064,52.5
792.9,-15.3,4.17,1052.0,50.6,t1_entry,next_open,3,2.0,0.03,7,next_open,t1_entry_next_open_D3_R2.0_T0.03_H7,609.4,-18.1,4.09,1846,49.7
343.5,-10.2,4.37,716.0,56.4,bounce,bounce_0.3,3,1.0,0.02,10,close,bounce_bounce_0.3_D3_R1.0_T0.02_H10,378.3,-11.1,4.09,1210,52.5
400.1,-5.7,3.94,461.0,61.8,vol_follow,volr_1.2,5,1.5,0.02,10,close,vol_follow_volr_1.2_D5_R1.5_T0.02_H10,456.9,-8.3,4.08,821,56.9
547.5,-12.5,4.13,725.0,54.6,vol_follow,volr_1.2,4,1.5,0.03,7,close,vol_follow_volr_1.2_D4_R1.5_T0.03_H7,471.5,-19.8,4.07,1284,51.3
804.4,-14.0,4.18,778.0,54.6,vol_follow,volr_1.0,4,1.5,0.03,10,close,vol_follow_volr_1.0_D4_R1.5_T0.03_H10,759.0,-20.4,4.06,1377,51.8
765.7,-11.6,4.01,595.0,56.5,baseline,none,5,1.5,0.03,10,close,baseline_none_D5_R1.5_T0.03_H10,828.9,-15.2,4.06,1064,54.6
331.3,-10.2,4.34,716.0,56.2,bounce,bounce_0.3,3,1.0,0.02,7,close,bounce_bounce_0.3_D3_R1.0_T0.02_H7,365.2,-11.0,4.06,1210,52.3
507.1,-5.3,4.2,516.0,62.7,gap_filter,gap_0.03,5,1.5,0.02,10,close,gap_filter_gap_0.03_D5_R1.5_T0.02_H10,642.4,-5.6,4.06,960,59.3
625.0,-7.7,4.05,595.0,57.5,t1_entry,next_open,5,1.5,0.02,7,next_open,t1_entry_next_open_D5_R1.5_T0.02_H7,643.9,-10.3,4.06,1064,52.7
292.3,-5.8,3.89,388.0,61.8,vol_follow,volr_1.0,5,2.0,0.02,10,close,vol_follow_volr_1.0_D5_R2.0_T0.02_H10,339.5,-7.3,4.05,700,58.1
1016.8,-17.5,4.13,812.0,52.8,t1_entry,next_open,5,1.0,0.03,10,next_open,t1_entry_next_open_D5_R1.0_T0.03_H10,853.1,-23.0,4.05,1416,49.2
746.8,-15.3,4.27,709.0,55.6,gap_filter,gap_0.02,5,1.0,0.03,10,close,gap_filter_gap_0.02_D5_R1.0_T0.03_H10,825.5,-19.9,4.04,1294,54.1
690.8,-10.8,3.95,566.0,57.0,gap_filter,gap_0.05,5,1.5,0.03,10,close,gap_filter_gap_0.05_D5_R1.5_T0.03_H10,797.0,-14.4,4.03,1017,55.2
487.3,-6.6,4.03,478.0,62.3,gap_filter,gap_0.02,5,1.5,0.02,10,close,gap_filter_gap_0.02_D5_R1.5_T0.02_H10,629.1,-5.6,4.03,905,60.8
418.3,-14.9,3.94,801.0,52.7,gap_filter,gap_0.02,3,2.0,0.03,7,close,gap_filter_gap_0.02_D3_R2.0_T0.03_H7,381.9,-15.3,4.01,1476,52.8
622.1,-10.7,3.98,606.0,56.5,vol_follow,volr_1.2,5,1.0,0.03,10,close,vol_follow_volr_1.2_D5_R1.0_T0.03_H10,594.8,-13.9,4.01,1063,53.5
863.0,-10.9,4.15,667.0,56.8,vol_follow,volr_1.0,5,1.0,0.03,10,close,vol_follow_volr_1.0_D5_R1.0_T0.03_H10,842.7,-11.6,4.01,1173,53.9
469.6,-5.3,4.18,516.0,62.7,gap_filter,gap_0.03,5,1.5,0.02,7,close,gap_filter_gap_0.03_D5_R1.5_T0.02_H7,581.4,-5.6,4.01,960,59.3
451.4,-6.6,4.01,478.0,62.3,gap_filter,gap_0.02,5,1.5,0.02,7,close,gap_filter_gap_0.02_D5_R1.5_T0.02_H7,576.1,-5.6,3.99,905,60.8
573.3,-4.9,4.1,501.0,62.8,vol_follow,volr_1.0,5,1.5,0.02,10,close,vol_follow_volr_1.0_D5_R1.5_T0.02_H10,639.3,-6.0,3.98,889,58.2
696.6,-13.3,4.19,778.0,54.8,vol_follow,volr_1.0,4,1.5,0.03,7,close,vol_follow_volr_1.0_D4_R1.5_T0.03_H7,663.4,-18.9,3.98,1377,51.9
333.3,-9.5,4.34,684.0,56.6,combo_bg,bounce_0.3_gap_0.05,3,1.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.0_T0.02_H10,352.5,-11.1,3.97,1161,52.4
530.0,-4.9,4.08,501.0,62.8,vol_follow,volr_1.0,5,1.5,0.02,7,close,vol_follow_volr_1.0_D5_R1.5_T0.02_H7,573.5,-6.0,3.97,889,58.2
438.3,-6.6,4.09,506.0,61.0,vol_follow,volr_1.5,5,1.0,0.02,7,close,vol_follow_volr_1.5_D5_R1.0_T0.02_H7,404.2,-8.2,3.97,903,56.4
208.0,-4.6,3.85,367.0,63.1,gap_filter,gap_0.03,5,2.0,0.02,10,close,gap_filter_gap_0.03_D5_R2.0_T0.02_H10,262.2,-5.6,3.97,703,58.3
194.4,-6.5,3.73,333.0,62.8,gap_filter,gap_0.02,5,2.0,0.02,10,close,gap_filter_gap_0.02_D5_R2.0_T0.02_H10,253.1,-9.6,3.97,646,59.6
563.3,-10.3,3.8,696.0,52.2,t1_entry,next_open,4,2.0,0.03,10,next_open,t1_entry_next_open_D4_R2.0_T0.03_H10,499.2,-11.2,3.96,1254,51.0
359.1,-10.4,3.74,513.0,55.1,gap_filter,gap_0.02,4,2.0,0.03,10,close,gap_filter_gap_0.02_D4_R2.0_T0.03_H10,368.9,-11.1,3.96,970,55.2
195.5,-4.5,3.85,367.0,63.1,gap_filter,gap_0.03,5,2.0,0.02,7,close,gap_filter_gap_0.03_D5_R2.0_T0.02_H7,237.3,-5.5,3.95,703,58.3
183.8,-6.5,3.72,333.0,62.8,gap_filter,gap_0.02,5,2.0,0.02,7,close,gap_filter_gap_0.02_D5_R2.0_T0.02_H7,234.8,-9.6,3.95,646,59.6
528.9,-11.7,4.11,800.0,53.9,vol_follow,volr_1.5,3,2.0,0.03,7,close,vol_follow_volr_1.5_D3_R2.0_T0.03_H7,476.6,-12.0,3.95,1432,51.8
318.3,-9.5,4.29,684.0,56.5,combo_bg,bounce_0.3_gap_0.05,3,1.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.0_T0.02_H7,340.1,-11.2,3.94,1161,52.2
665.0,-14.4,4.32,745.0,55.8,gap_filter,gap_0.03,5,1.0,0.03,7,close,gap_filter_gap_0.03_D5_R1.0_T0.03_H7,720.6,-18.4,3.92,1343,53.2
640.8,-11.7,3.94,595.0,56.3,baseline,none,5,1.5,0.03,7,close,baseline_none_D5_R1.5_T0.03_H7,693.5,-15.3,3.92,1064,54.0
456.4,-6.5,4.09,506.0,61.1,vol_follow,volr_1.5,5,1.0,0.02,10,close,vol_follow_volr_1.5_D5_R1.0_T0.02_H10,437.0,-8.2,3.91,903,56.5
523.5,-11.8,4.0,606.0,56.1,vol_follow,volr_1.2,5,1.0,0.03,7,close,vol_follow_volr_1.2_D5_R1.0_T0.03_H7,493.4,-17.1,3.89,1063,52.8
444.2,-11.5,3.75,696.0,51.9,t1_entry,next_open,4,2.0,0.03,7,next_open,t1_entry_next_open_D4_R2.0_T0.03_H7,419.1,-13.8,3.89,1254,51.1
737.8,-11.3,4.16,667.0,56.3,vol_follow,volr_1.0,5,1.0,0.03,7,close,vol_follow_volr_1.0_D5_R1.0_T0.03_H7,723.2,-12.8,3.88,1173,53.3
292.7,-10.2,3.59,513.0,54.7,gap_filter,gap_0.02,4,2.0,0.03,7,close,gap_filter_gap_0.02_D4_R2.0_T0.03_H7,318.9,-10.7,3.87,970,54.9
317.6,-6.2,3.76,450.0,57.6,t1_entry,next_open,5,2.0,0.02,10,next_open,t1_entry_next_open_D5_R2.0_T0.02_H10,344.2,-7.3,3.87,819,52.5
665.0,-12.9,3.72,595.0,54.0,t1_entry,next_open,5,1.5,0.03,10,next_open,t1_entry_next_open_D5_R1.5_T0.03_H10,677.5,-18.8,3.87,1064,51.2
819.0,-17.2,4.09,812.0,52.6,t1_entry,next_open,5,1.0,0.03,7,next_open,t1_entry_next_open_D5_R1.0_T0.03_H7,704.3,-22.3,3.86,1416,48.9
201.7,-7.0,3.78,432.0,59.8,bounce,bounce_0.2,4,1.5,0.02,10,close,bounce_bounce_0.2_D4_R1.5_T0.02_H10,233.9,-8.4,3.86,799,56.2
571.2,-10.9,3.85,566.0,56.8,gap_filter,gap_0.05,5,1.5,0.03,7,close,gap_filter_gap_0.05_D5_R1.5_T0.03_H7,658.9,-14.5,3.85,1017,54.6
290.1,-6.2,3.82,450.0,57.8,t1_entry,next_open,5,2.0,0.02,7,next_open,t1_entry_next_open_D5_R2.0_T0.02_H7,302.8,-7.3,3.85,819,52.7
197.3,-7.0,3.78,432.0,59.8,bounce,bounce_0.2,4,1.5,0.02,7,close,bounce_bounce_0.2_D4_R1.5_T0.02_H7,224.7,-8.4,3.84,799,56.2
619.5,-15.0,4.12,709.0,55.3,gap_filter,gap_0.02,5,1.0,0.03,7,close,gap_filter_gap_0.02_D5_R1.0_T0.03_H7,674.5,-19.1,3.84,1294,53.7
373.2,-10.4,3.61,450.0,57.0,baseline,none,5,2.0,0.03,10,close,baseline_none_D5_R2.0_T0.03_H10,377.8,-12.5,3.84,819,54.5
420.0,-13.6,3.65,568.0,55.2,vol_follow,volr_1.2,4,2.0,0.03,10,close,vol_follow_volr_1.2_D4_R2.0_T0.03_H10,434.0,-20.4,3.82,1041,52.7
308.1,-10.3,3.64,450.0,56.9,baseline,none,5,2.0,0.03,7,close,baseline_none_D5_R2.0_T0.03_H7,318.2,-12.1,3.81,819,54.5
213.7,-5.9,3.71,361.0,60.6,vol_follow,volr_1.2,5,2.0,0.02,7,close,vol_follow_volr_1.2_D5_R2.0_T0.02_H7,251.2,-6.3,3.8,658,56.8
352.9,-12.9,3.72,568.0,55.2,vol_follow,volr_1.2,4,2.0,0.03,7,close,vol_follow_volr_1.2_D4_R2.0_T0.03_H7,367.3,-18.4,3.79,1041,52.7
480.5,-12.2,3.75,637.0,54.9,vol_follow,volr_1.5,4,1.5,0.03,10,close,vol_follow_volr_1.5_D4_R1.5_T0.03_H10,430.5,-16.3,3.78,1151,51.7
460.7,-14.8,3.93,813.0,52.0,bounce,bounce_0.2,3,1.5,0.03,7,close,bounce_bounce_0.2_D3_R1.5_T0.03_H7,347.2,-13.8,3.78,1415,49.9
1159.1,-26.3,3.88,1513.0,48.8,adaptive_trail,depth<0.15_trail0.04,3,1.0,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D3_R1.0_T0.04_H7,566.6,-25.6,3.78,2587,48.2
426.9,-11.3,3.8,637.0,55.1,vol_follow,volr_1.5,4,1.5,0.03,7,close,vol_follow_volr_1.5_D4_R1.5_T0.03_H7,377.9,-14.2,3.76,1151,51.7
230.0,-5.9,3.68,361.0,60.6,vol_follow,volr_1.2,5,2.0,0.02,10,close,vol_follow_volr_1.2_D5_R2.0_T0.02_H10,282.0,-6.3,3.75,658,56.8
475.3,-10.5,3.8,516.0,56.3,gap_filter,gap_0.03,5,1.5,0.03,10,close,gap_filter_gap_0.03_D5_R1.5_T0.03_H10,596.1,-13.8,3.75,960,55.4
383.1,-19.8,3.71,716.0,52.4,bounce,bounce_0.3,3,1.0,0.03,10,close,bounce_bounce_0.3_D3_R1.0_T0.03_H10,429.8,-20.6,3.75,1210,50.7
298.7,-10.3,4.15,642.0,56.6,combo_bg,bounce_0.3_gap_0.03,3,1.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.0_T0.02_H10,274.7,-12.2,3.73,1099,51.1
511.6,-14.9,3.97,813.0,51.7,bounce,bounce_0.2,3,1.5,0.03,10,close,bounce_bounce_0.2_D3_R1.5_T0.03_H10,343.4,-14.1,3.72,1415,49.3
549.9,-13.2,3.61,595.0,53.8,t1_entry,next_open,5,1.5,0.03,7,next_open,t1_entry_next_open_D5_R1.5_T0.03_H7,564.8,-18.9,3.71,1064,51.2
285.4,-10.9,4.11,642.0,56.4,combo_bg,bounce_0.3_gap_0.03,3,1.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.0_T0.02_H7,262.5,-14.1,3.69,1099,51.0
400.6,-17.2,3.59,616.0,52.6,bounce,bounce_0.2,4,1.0,0.03,10,close,bounce_bounce_0.2_D4_R1.0_T0.03_H10,392.6,-22.9,3.68,1093,50.7
290.8,-10.0,3.44,417.0,57.1,gap_filter,gap_0.05,5,2.0,0.03,10,close,gap_filter_gap_0.05_D5_R2.0_T0.03_H10,315.1,-13.9,3.68,761,54.8
196.2,-9.0,3.78,465.0,58.1,bounce,bounce_0.3,3,1.5,0.02,7,close,bounce_bounce_0.3_D3_R1.5_T0.02_H7,193.2,-7.3,3.68,786,54.2
1640.8,-44.2,3.73,1513.0,47.2,adaptive_trail,depth<0.15_trail0.05,3,1.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D3_R1.0_T0.05_H10,790.7,-35.2,3.67,2587,47.7
435.8,-12.8,3.63,478.0,56.0,gap_filter,gap_0.02,5,1.5,0.03,10,close,gap_filter_gap_0.02_D5_R1.5_T0.03_H10,554.6,-14.6,3.66,905,56.4
