avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,experiment,variant,down_days,rvol,trail,hold,entry_mode,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr
198.8,-9.1,3.79,465.0,58.4,bounce,bounce_0.3,3,1.5,0.02,10,close,bounce_bounce_0.3_D3_R1.5_T0.02_H10,191.5,-7.3,3.65,786,54.5
410.0,-11.0,3.47,461.0,56.5,vol_follow,volr_1.2,5,1.5,0.03,10,close,vol_follow_volr_1.2_D5_R1.5_T0.03_H10,419.2,-18.1,3.65,821,54.3
550.2,-11.5,3.63,501.0,57.1,vol_follow,volr_1.0,5,1.5,0.03,10,close,vol_follow_volr_1.0_D5_R1.5_T0.03_H10,565.2,-17.9,3.64,889,55.2
196.0,-8.2,3.74,427.0,58.7,combo_bg,bounce_0.3_gap_0.05,3,1.5,0.02,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.5_T0.02_H7,184.6,-6.4,3.62,728,54.8
370.3,-19.2,3.67,684.0,53.1,combo_bg,bounce_0.3_gap_0.05,3,1.0,0.03,10,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.0_T0.03_H10,394.7,-21.3,3.62,1161,51.2
238.7,-9.6,3.47,417.0,57.0,gap_filter,gap_0.05,5,2.0,0.03,7,close,gap_filter_gap_0.05_D5_R2.0_T0.03_H7,267.9,-12.7,3.6,761,54.8
199.4,-8.3,3.76,427.0,59.0,combo_bg,bounce_0.3_gap_0.05,3,1.5,0.02,10,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.5_T0.02_H10,183.3,-6.4,3.59,728,55.1
337.7,-16.9,3.48,616.0,52.5,bounce,bounce_0.2,4,1.0,0.03,7,close,bounce_bounce_0.2_D4_R1.0_T0.03_H7,339.2,-23.0,3.59,1093,50.8
315.1,-10.1,3.27,388.0,57.1,vol_follow,volr_1.0,5,2.0,0.03,10,close,vol_follow_volr_1.0_D5_R2.0_T0.03_H10,324.5,-11.7,3.58,700,55.1
318.6,-19.3,3.57,716.0,52.2,bounce,bounce_0.3,3,1.0,0.03,7,close,bounce_bounce_0.3_D3_R1.0_T0.03_H7,363.3,-19.2,3.57,1210,50.6
394.6,-10.0,3.65,516.0,56.1,gap_filter,gap_0.03,5,1.5,0.03,7,close,gap_filter_gap_0.03_D5_R1.5_T0.03_H7,489.0,-12.4,3.57,960,54.8
342.6,-11.7,3.39,450.0,54.5,t1_entry,next_open,5,2.0,0.03,10,next_open,t1_entry_next_open_D5_R2.0_T0.03_H10,336.7,-14.8,3.56,819,50.9
268.8,-9.9,3.33,388.0,57.1,vol_follow,volr_1.0,5,2.0,0.03,7,close,vol_follow_volr_1.0_D5_R2.0_T0.03_H7,278.9,-11.7,3.56,700,55.4
351.5,-10.9,3.47,461.0,56.3,vol_follow,volr_1.2,5,1.5,0.03,7,close,vol_follow_volr_1.2_D5_R1.5_T0.03_H7,350.6,-17.7,3.55,821,53.8
152.0,-6.8,3.31,323.0,62.4,bounce,bounce_0.2,4,2.0,0.02,7,close,bounce_bounce_0.2_D4_R2.0_T0.02_H7,197.4,-7.4,3.54,618,58.9
157.6,-6.8,3.3,323.0,62.4,bounce,bounce_0.2,4,2.0,0.02,10,close,bounce_bounce_0.2_D4_R2.0_T0.02_H10,208.1,-7.4,3.54,618,58.9
270.9,-6.8,3.57,394.0,60.8,vol_follow,volr_1.5,5,1.5,0.02,7,close,vol_follow_volr_1.5_D5_R1.5_T0.02_H7,263.8,-10.2,3.53,717,55.9
477.7,-11.4,3.61,501.0,57.0,vol_follow,volr_1.0,5,1.5,0.03,7,close,vol_follow_volr_1.0_D5_R1.5_T0.03_H7,484.5,-17.5,3.52,889,54.8
366.7,-12.4,3.48,478.0,55.8,gap_filter,gap_0.02,5,1.5,0.03,7,close,gap_filter_gap_0.02_D5_R1.5_T0.03_H7,459.2,-13.2,3.49,905,55.7
218.2,-9.5,3.29,367.0,56.7,gap_filter,gap_0.03,5,2.0,0.03,10,close,gap_filter_gap_0.03_D5_R2.0_T0.03_H10,256.4,-13.9,3.48,703,55.6
294.9,-13.4,3.25,510.0,55.1,vol_follow,volr_1.5,4,2.0,0.03,10,close,vol_follow_volr_1.5_D4_R2.0_T0.03_H10,322.7,-19.9,3.47,942,52.7
278.7,-11.5,3.37,450.0,54.4,t1_entry,next_open,5,2.0,0.03,7,next_open,t1_entry_next_open_D5_R2.0_T0.03_H7,282.5,-14.5,3.47,819,51.4
281.2,-6.8,3.55,394.0,60.7,vol_follow,volr_1.5,5,1.5,0.02,10,close,vol_follow_volr_1.5_D5_R1.5_T0.02_H10,286.9,-10.2,3.46,717,55.8
258.2,-12.8,3.34,510.0,55.1,vol_follow,volr_1.5,4,2.0,0.03,7,close,vol_follow_volr_1.5_D4_R2.0_T0.03_H7,282.4,-17.9,3.45,942,52.7
306.4,-18.6,3.53,684.0,52.9,combo_bg,bounce_0.3_gap_0.05,3,1.0,0.03,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.0_T0.03_H7,333.7,-19.5,3.43,1161,51.0
167.5,-5.6,3.35,314.0,59.5,vol_follow,volr_1.5,5,2.0,0.02,7,close,vol_follow_volr_1.5_D5_R2.0_T0.02_H7,192.5,-7.4,3.42,582,55.7
181.0,-9.1,3.24,367.0,56.5,gap_filter,gap_0.03,5,2.0,0.03,7,close,gap_filter_gap_0.03_D5_R2.0_T0.03_H7,215.6,-12.7,3.4,703,55.6
423.5,-12.9,3.47,506.0,56.5,vol_follow,volr_1.5,5,1.0,0.03,10,close,vol_follow_volr_1.5_D5_R1.0_T0.03_H10,368.6,-17.8,3.39,903,54.4
159.5,-9.9,3.55,383.0,58.8,combo_bg,bounce_0.3_gap_0.03,3,1.5,0.02,7,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.5_T0.02_H7,130.4,-7.1,3.38,656,53.4
329.5,-19.4,3.61,642.0,53.2,combo_bg,bounce_0.3_gap_0.03,3,1.0,0.03,10,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.0_T0.03_H10,322.2,-21.4,3.37,1099,49.9
163.5,-9.9,3.56,383.0,59.2,combo_bg,bounce_0.3_gap_0.03,3,1.5,0.02,10,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.5_T0.02_H10,130.3,-7.1,3.35,656,53.7
127.9,-11.0,3.13,291.0,59.0,bounce,bounce_0.3,4,1.0,0.02,7,close,bounce_bounce_0.3_D4_R1.0_T0.02_H7,182.0,-14.0,3.35,510,59.2
174.9,-5.6,3.31,314.0,59.5,vol_follow,volr_1.5,5,2.0,0.02,10,close,vol_follow_volr_1.5_D5_R2.0_T0.02_H10,207.5,-7.4,3.34,582,55.7
130.3,-11.4,3.12,291.0,59.0,bounce,bounce_0.3,4,1.0,0.02,10,close,bounce_bounce_0.3_D4_R1.0_T0.02_H10,188.0,-15.1,3.33,510,59.2
367.2,-12.8,3.47,506.0,56.0,vol_follow,volr_1.5,5,1.0,0.03,7,close,vol_follow_volr_1.5_D5_R1.0_T0.03_H7,321.1,-17.4,3.32,903,53.7
260.6,-10.1,3.04,361.0,56.4,vol_follow,volr_1.2,5,2.0,0.03,10,close,vol_follow_volr_1.2_D5_R2.0_T0.03_H10,278.4,-12.1,3.32,658,54.4
191.7,-10.8,3.11,333.0,56.7,gap_filter,gap_0.02,5,2.0,0.03,10,close,gap_filter_gap_0.02_D5_R2.0_T0.03_H10,225.1,-17.3,3.32,646,56.7
266.6,-13.9,3.25,613.0,50.9,bounce,bounce_0.2,3,2.0,0.03,7,close,bounce_bounce_0.2_D3_R2.0_T0.03_H7,252.0,-12.4,3.29,1118,50.3
220.7,-9.8,3.1,361.0,56.4,vol_follow,volr_1.2,5,2.0,0.03,7,close,vol_follow_volr_1.2_D5_R2.0_T0.03_H7,236.2,-11.3,3.28,658,54.7
304.5,-13.9,3.34,613.0,51.1,bounce,bounce_0.2,3,2.0,0.03,10,close,bounce_bounce_0.2_D3_R2.0_T0.03_H10,255.2,-12.4,3.27,1118,50.3
119.9,-12.4,3.01,273.0,57.7,combo_bg,bounce_0.3_gap_0.05,4,1.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.0_T0.02_H7,177.0,-17.9,3.27,474,58.9
122.6,-12.8,3.0,273.0,57.7,combo_bg,bounce_0.3_gap_0.05,4,1.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.0_T0.02_H10,183.5,-18.9,3.26,474,58.9
161.4,-10.4,3.04,333.0,56.6,gap_filter,gap_0.02,5,2.0,0.03,7,close,gap_filter_gap_0.02_D5_R2.0_T0.03_H7,194.4,-16.1,3.24,646,56.7
137.4,-8.9,3.26,334.0,58.6,bounce,bounce_0.3,3,2.0,0.02,7,close,bounce_bounce_0.3_D3_R2.0_T0.02_H7,149.8,-8.6,3.24,595,54.6
178.7,-16.8,2.69,406.0,53.1,adaptive_trail,depth<0.15_trail0.04,5,1.5,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D5_R1.5_T0.04_H10,261.3,-23.0,3.24,805,54.2
246.2,-27.5,3.03,607.0,52.3,adaptive_trail,depth<0.15_trail0.04,5,1.0,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D5_R1.0_T0.04_H10,306.0,-32.9,3.23,1143,52.1
499.6,-28.3,3.04,982.0,48.3,adaptive_trail,depth<0.15_trail0.04,4,1.0,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D4_R1.0_T0.04_H10,574.5,-26.8,3.22,1770,47.8
174.4,-5.9,3.45,326.0,61.7,bounce,bounce_0.2,5,1.0,0.02,10,close,bounce_bounce_0.2_D5_R1.0_T0.02_H10,187.5,-7.6,3.21,588,55.8
321.5,-28.4,2.91,982.0,48.2,adaptive_trail,depth<0.15_trail0.04,4,1.0,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D4_R1.0_T0.04_H7,345.1,-28.9,3.2,1770,48.0
139.8,-8.9,3.25,334.0,58.6,bounce,bounce_0.3,3,2.0,0.02,10,close,bounce_bounce_0.3_D3_R2.0_T0.02_H10,150.5,-8.6,3.18,595,54.6
166.0,-5.8,3.43,326.0,61.7,bounce,bounce_0.2,5,1.0,0.02,7,close,bounce_bounce_0.2_D5_R1.0_T0.02_H7,178.4,-7.6,3.18,588,55.8
185.1,-13.8,3.03,432.0,51.9,bounce,bounce_0.2,4,1.5,0.03,10,close,bounce_bounce_0.2_D4_R1.5_T0.03_H10,195.5,-15.2,3.18,799,51.7
271.8,-19.3,3.48,642.0,53.0,combo_bg,bounce_0.3_gap_0.03,3,1.0,0.03,7,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.0_T0.03_H7,264.8,-21.1,3.17,1099,49.7
169.5,-13.6,3.02,432.0,52.1,bounce,bounce_0.2,4,1.5,0.03,7,close,bounce_bounce_0.2_D4_R1.5_T0.03_H7,186.0,-14.6,3.16,799,52.2
1147.7,-30.8,3.65,1144.0,49.4,adaptive_trail,depth<0.15_trail0.04,3,1.5,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D3_R1.5_T0.04_H10,422.2,-25.9,3.15,2036,48.1
667.8,-38.8,3.15,1513.0,47.6,adaptive_trail,depth<0.15_trail0.05,3,1.0,0.05,7,close,adaptive_trail_depth<0.15_trail0.05_D3_R1.0_T0.05_H7,407.2,-32.3,3.14,2587,48.4
932.0,-37.0,3.42,1264.0,48.4,adaptive_trail,depth<0.1_trail0.04,3,1.0,0.04,10,close,adaptive_trail_depth<0.1_trail0.04_D3_R1.0_T0.04_H10,586.3,-34.7,3.14,2237,48.0
131.0,-9.0,3.13,292.0,59.4,combo_bg,bounce_0.3_gap_0.05,3,2.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R2.0_T0.02_H7,140.3,-8.6,3.13,530,55.3
454.5,-40.6,2.77,982.0,46.8,adaptive_trail,depth<0.15_trail0.05,4,1.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D4_R1.0_T0.05_H10,614.3,-41.8,3.13,1770,48.5
186.5,-22.7,2.4,406.0,51.8,adaptive_trail,depth<0.15_trail0.05,5,1.5,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D5_R1.5_T0.05_H10,289.9,-23.5,3.12,805,54.8
275.7,-12.6,3.03,394.0,56.2,vol_follow,volr_1.5,5,1.5,0.03,10,close,vol_follow_volr_1.5_D5_R1.5_T0.03_H10,266.1,-20.6,3.08,717,54.8
133.6,-9.0,3.13,292.0,59.4,combo_bg,bounce_0.3_gap_0.05,3,2.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.05_D3_R2.0_T0.02_H10,141.4,-8.6,3.08,530,55.3
81.6,-6.9,2.83,191.0,62.1,bounce,bounce_0.3,4,1.5,0.02,7,close,bounce_bounce_0.3_D4_R1.5_T0.02_H7,102.9,-7.9,3.08,333,63.1
135.6,-9.8,3.18,415.0,55.1,combo_bg,bounce_0.4_gap_0.05,3,1.0,0.02,7,close,combo_bg_bounce_0.4_gap_0.05_D3_R1.0_T0.02_H7,123.1,-9.3,3.07,708,49.7
140.0,-9.8,3.21,415.0,55.3,combo_bg,bounce_0.4_gap_0.05,3,1.0,0.02,10,close,combo_bg_bounce_0.4_gap_0.05_D3_R1.0_T0.02_H10,125.8,-9.3,3.07,708,49.7
105.2,-11.7,2.89,255.0,57.2,combo_bg,bounce_0.3_gap_0.03,4,1.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.03_D4_R1.0_T0.02_H7,142.9,-16.6,3.04,442,56.6
108.6,-12.0,2.9,255.0,57.2,combo_bg,bounce_0.3_gap_0.03,4,1.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.03_D4_R1.0_T0.02_H10,150.6,-17.5,3.04,442,56.6
250.7,-34.3,2.68,607.0,50.5,adaptive_trail,depth<0.15_trail0.05,5,1.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D5_R1.0_T0.05_H10,320.6,-37.0,3.03,1143,52.2
132.9,-16.7,2.45,406.0,52.4,adaptive_trail,depth<0.15_trail0.04,5,1.5,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D5_R1.5_T0.04_H7,197.7,-21.6,3.02,805,53.5
133.9,-10.3,3.11,436.0,53.5,bounce,bounce_0.4,3,1.0,0.02,10,close,bounce_bounce_0.4_D3_R1.0_T0.02_H10,120.2,-11.3,3.02,739,48.4
134.1,-10.0,2.67,323.0,53.9,bounce,bounce_0.2,4,2.0,0.03,7,close,bounce_bounce_0.2_D4_R2.0_T0.03_H7,165.4,-9.6,3.01,618,55.0
129.9,-10.3,3.08,436.0,53.4,bounce,bounce_0.4,3,1.0,0.02,7,close,bounce_bounce_0.4_D3_R1.0_T0.02_H7,117.2,-11.3,3.01,739,48.4
499.3,-35.9,3.2,1264.0,47.9,adaptive_trail,depth<0.1_trail0.04,3,1.0,0.04,7,close,adaptive_trail_depth<0.1_trail0.04_D3_R1.0_T0.04_H7,352.6,-37.7,3.01,2237,47.7
81.9,-6.9,2.78,191.0,62.1,bounce,bounce_0.3,4,1.5,0.02,10,close,bounce_bounce_0.3_D4_R1.5_T0.02_H10,103.6,-7.9,3.0,333,63.1
241.0,-12.1,3.03,394.0,56.0,vol_follow,volr_1.5,5,1.5,0.03,7,close,vol_follow_volr_1.5_D5_R1.5_T0.03_H7,228.7,-19.2,3.0,717,54.3
146.0,-9.9,2.68,323.0,54.0,bounce,bounce_0.2,4,2.0,0.03,10,close,bounce_bounce_0.2_D4_R2.0_T0.03_H10,173.2,-9.6,3.0,618,54.7
187.6,-18.6,3.1,465.0,54.4,bounce,bounce_0.3,3,1.5,0.03,7,close,bounce_bounce_0.3_D3_R1.5_T0.03_H7,177.4,-15.5,2.99,786,51.8
650.3,-29.9,3.34,846.0,49.5,adaptive_trail,depth<0.15_trail0.04,3,2.0,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D3_R2.0_T0.04_H10,287.6,-30.9,2.98,1578,48.5
99.2,-5.4,2.79,228.0,61.5,bounce,bounce_0.2,5,1.5,0.02,10,close,bounce_bounce_0.2_D5_R1.5_T0.02_H10,118.6,-5.8,2.98,421,57.5
660.9,-28.5,3.48,1144.0,49.3,adaptive_trail,depth<0.15_trail0.04,3,1.5,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D3_R1.5_T0.04_H7,286.3,-26.2,2.98,2036,48.0
174.8,-11.5,2.65,314.0,55.8,vol_follow,volr_1.5,5,2.0,0.03,10,close,vol_follow_volr_1.5_D5_R2.0_T0.03_H10,204.6,-16.1,2.97,582,54.6
75.9,-7.2,2.69,170.0,61.1,combo_bg,bounce_0.3_gap_0.05,4,1.5,0.02,7,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.5_T0.02_H7,98.6,-7.6,2.97,293,63.8
94.9,-5.4,2.79,228.0,61.5,bounce,bounce_0.2,5,1.5,0.02,7,close,bounce_bounce_0.2_D5_R1.5_T0.02_H7,111.3,-5.8,2.96,421,57.5
202.1,-18.7,3.13,465.0,54.8,bounce,bounce_0.3,3,1.5,0.03,10,close,bounce_bounce_0.3_D3_R1.5_T0.03_H10,180.5,-15.5,2.96,786,51.8
153.3,-10.9,2.71,314.0,55.8,vol_follow,volr_1.5,5,2.0,0.03,7,close,vol_follow_volr_1.5_D5_R2.0_T0.03_H7,179.6,-14.5,2.96,582,55.0
1058.5,-44.2,3.3,1144.0,48.2,adaptive_trail,depth<0.15_trail0.05,3,1.5,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D3_R1.5_T0.05_H10,431.4,-41.0,2.93,2036,47.9
124.1,-10.6,3.07,392.0,55.0,combo_bg,bounce_0.4_gap_0.03,3,1.0,0.02,10,close,combo_bg_bounce_0.4_gap_0.03_D3_R1.0_T0.02_H10,105.5,-10.7,2.93,674,49.4
223.5,-40.6,2.35,982.0,47.5,adaptive_trail,depth<0.15_trail0.05,4,1.0,0.05,7,close,adaptive_trail_depth<0.15_trail0.05_D4_R1.0_T0.05_H7,310.2,-43.1,2.92,1770,49.8
269.8,-27.9,2.75,691.0,49.1,adaptive_trail,depth<0.15_trail0.04,4,1.5,0.04,10,close,adaptive_trail_depth<0.15_trail0.04_D4_R1.5_T0.04_H10,261.7,-29.9,2.91,1289,49.3
184.9,-18.2,3.09,427.0,56.0,combo_bg,bounce_0.3_gap_0.05,3,1.5,0.03,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.5_T0.03_H7,160.3,-16.0,2.91,728,53.3
119.5,-10.6,3.03,392.0,54.8,combo_bg,bounce_0.4_gap_0.03,3,1.0,0.02,7,close,combo_bg_bounce_0.4_gap_0.03_D3_R1.0_T0.02_H7,102.1,-10.6,2.91,674,49.4
90.4,-5.2,2.65,179.0,64.1,bounce,bounce_0.2,5,2.0,0.02,10,close,bounce_bounce_0.2_D5_R2.0_T0.02_H10,121.4,-6.1,2.9,333,61.0
171.1,-9.6,3.02,326.0,55.6,bounce,bounce_0.2,5,1.0,0.03,10,close,bounce_bounce_0.2_D5_R1.0_T0.03_H10,179.4,-13.2,2.9,588,53.6
268.8,-34.4,2.46,691.0,48.4,adaptive_trail,depth<0.15_trail0.05,4,1.5,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D4_R1.5_T0.05_H10,341.4,-28.1,2.9,1289,49.7
76.4,-7.5,2.65,170.0,61.1,combo_bg,bounce_0.3_gap_0.05,4,1.5,0.02,10,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.5_T0.02_H10,99.8,-8.7,2.9,293,63.8
125.1,-19.1,2.61,291.0,53.5,bounce,bounce_0.3,4,1.0,0.03,10,close,bounce_bounce_0.3_D4_R1.0_T0.03_H10,185.9,-27.4,2.9,510,52.0
121.9,-22.6,2.1,406.0,52.2,adaptive_trail,depth<0.15_trail0.05,5,1.5,0.05,7,close,adaptive_trail_depth<0.15_trail0.05_D5_R1.5_T0.05_H7,198.7,-23.1,2.9,805,54.7
86.6,-5.2,2.65,179.0,64.1,bounce,bounce_0.2,5,2.0,0.02,7,close,bounce_bounce_0.2_D5_R2.0_T0.02_H7,115.0,-6.1,2.88,333,61.0
198.5,-18.6,3.11,427.0,56.4,combo_bg,bounce_0.3_gap_0.05,3,1.5,0.03,10,close,combo_bg_bounce_0.3_gap_0.05_D3_R1.5_T0.03_H10,163.4,-17.1,2.88,728,53.3
96.7,-9.7,2.9,251.0,59.8,combo_bg,bounce_0.3_gap_0.03,3,2.0,0.02,7,close,combo_bg_bounce_0.3_gap_0.03_D3_R2.0_T0.02_H7,88.7,-10.5,2.87,456,53.7
110.5,-19.8,2.56,291.0,53.0,bounce,bounce_0.3,4,1.0,0.03,7,close,bounce_bounce_0.3_D4_R1.0_T0.03_H7,164.3,-29.5,2.84,510,51.4
168.4,-26.1,2.67,607.0,51.8,adaptive_trail,depth<0.15_trail0.04,5,1.0,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D5_R1.0_T0.04_H7,197.9,-30.0,2.82,1143,51.6
714.1,-40.8,3.07,846.0,48.0,adaptive_trail,depth<0.15_trail0.05,3,2.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D3_R2.0_T0.05_H10,349.2,-45.7,2.81,1578,47.7
99.2,-9.7,2.89,251.0,59.8,combo_bg,bounce_0.3_gap_0.03,3,2.0,0.02,10,close,combo_bg_bounce_0.3_gap_0.03_D3_R2.0_T0.02_H10,90.1,-10.5,2.79,456,53.7
750.1,-48.7,2.95,1264.0,47.2,adaptive_trail,depth<0.1_trail0.05,3,1.0,0.05,10,close,adaptive_trail_depth<0.1_trail0.05_D3_R1.0_T0.05_H10,477.1,-53.9,2.77,2237,47.1
143.9,-9.9,2.87,326.0,55.0,bounce,bounce_0.2,5,1.0,0.03,7,close,bounce_bounce_0.2_D5_R1.0_T0.03_H7,153.5,-14.0,2.75,588,53.2
63.6,-7.1,2.54,153.0,60.8,combo_bg,bounce_0.3_gap_0.03,4,1.5,0.02,7,close,combo_bg_bounce_0.3_gap_0.03_D4_R1.5_T0.02_H7,73.7,-7.1,2.71,263,60.8
157.6,-20.9,2.73,415.0,52.0,combo_bg,bounce_0.4_gap_0.05,3,1.0,0.03,10,close,combo_bg_bounce_0.4_gap_0.05_D3_R1.0_T0.03_H10,150.1,-21.9,2.71,708,48.3
415.0,-29.5,3.06,846.0,49.2,adaptive_trail,depth<0.15_trail0.04,3,2.0,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D3_R2.0_T0.04_H7,214.2,-31.8,2.7,1578,48.4
115.3,-20.6,2.46,273.0,54.0,combo_bg,bounce_0.3_gap_0.05,4,1.0,0.03,10,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.0_T0.03_H10,176.6,-30.7,2.68,474,52.1
186.0,-27.0,2.57,691.0,49.2,adaptive_trail,depth<0.15_trail0.04,4,1.5,0.04,7,close,adaptive_trail_depth<0.15_trail0.04_D4_R1.5_T0.04_H7,194.4,-28.4,2.67,1289,49.3
97.1,-9.2,2.37,228.0,53.7,bounce,bounce_0.2,5,1.5,0.03,10,close,bounce_bounce_0.2_D5_R1.5_T0.03_H10,110.8,-10.6,2.66,421,55.3
58.9,-6.4,2.46,141.0,63.9,bounce,bounce_0.3,4,2.0,0.02,7,close,bounce_bounce_0.3_D4_R2.0_T0.02_H7,75.6,-8.1,2.66,261,62.8
126.4,-18.1,2.6,334.0,53.5,bounce,bounce_0.3,3,2.0,0.03,7,close,bounce_bounce_0.3_D3_R2.0_T0.03_H7,135.0,-16.6,2.65,595,51.9
64.8,-7.2,2.51,153.0,60.8,combo_bg,bounce_0.3_gap_0.03,4,1.5,0.02,10,close,combo_bg_bounce_0.3_gap_0.03_D4_R1.5_T0.02_H10,76.2,-7.2,2.64,263,60.8
144.9,-23.4,2.58,436.0,50.0,bounce,bounce_0.4,3,1.0,0.03,10,close,bounce_bounce_0.4_D3_R1.0_T0.03_H10,141.5,-25.7,2.64,739,47.0
100.2,-21.3,2.42,273.0,53.4,combo_bg,bounce_0.3_gap_0.05,4,1.0,0.03,7,close,combo_bg_bounce_0.3_gap_0.05_D4_R1.0_T0.03_H7,153.3,-32.8,2.64,474,51.5
137.6,-18.2,2.66,334.0,53.9,bounce,bounce_0.3,3,2.0,0.03,10,close,bounce_bounce_0.3_D3_R2.0_T0.03_H10,138.7,-16.6,2.63,595,52.3
235.7,-33.7,2.42,488.0,50.6,adaptive_trail,depth<0.15_trail0.05,4,2.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D4_R2.0_T0.05_H10,249.4,-34.1,2.61,960,50.2
84.1,-9.2,2.31,228.0,53.3,bounce,bounce_0.2,5,1.5,0.03,7,close,bounce_bounce_0.2_D5_R1.5_T0.03_H7,100.1,-10.6,2.6,421,55.3
144.7,-20.5,2.62,392.0,51.4,combo_bg,bounce_0.4_gap_0.03,3,1.0,0.03,10,close,combo_bg_bounce_0.4_gap_0.03_D3_R1.0_T0.03_H10,131.0,-22.8,2.6,674,47.3
146.5,-30.8,2.24,607.0,51.0,adaptive_trail,depth<0.15_trail0.05,5,1.0,0.05,7,close,adaptive_trail_depth<0.15_trail0.05_D5_R1.0_T0.05_H7,190.5,-32.8,2.6,1143,52.5
59.5,-6.4,2.43,141.0,63.9,bounce,bounce_0.3,4,2.0,0.02,10,close,bounce_bounce_0.3_D4_R2.0_T0.02_H10,76.6,-8.1,2.58,261,62.8
148.5,-18.7,2.96,383.0,56.1,combo_bg,bounce_0.3_gap_0.03,3,1.5,0.03,7,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.5_T0.03_H7,118.9,-17.6,2.58,656,51.5
132.8,-21.6,2.63,415.0,51.5,combo_bg,bounce_0.4_gap_0.05,3,1.0,0.03,7,close,combo_bg_bounce_0.4_gap_0.05_D3_R1.0_T0.03_H7,129.5,-23.6,2.57,708,48.0
138.7,-25.8,2.22,284.0,53.6,adaptive_trail,depth<0.15_trail0.05,5,2.0,0.05,10,close,adaptive_trail_depth<0.15_trail0.05_D5_R2.0_T0.05_H10,173.1,-31.0,2.56,579,54.7
80.3,-6.9,2.24,179.0,55.7,bounce,bounce_0.2,5,2.0,0.03,10,close,bounce_bounce_0.2_D5_R2.0_T0.03_H10,103.7,-8.1,2.54,333,58.0
161.8,-19.1,2.98,383.0,56.4,combo_bg,bounce_0.3_gap_0.03,3,1.5,0.03,10,close,combo_bg_bounce_0.3_gap_0.03_D3_R1.5_T0.03_H10,124.6,-18.6,2.54,656,51.5
72.7,-6.8,2.19,179.0,55.7,bounce,bounce_0.2,5,2.0,0.03,7,close,bounce_bounce_0.2_D5_R2.0_T0.03_H7,98.2,-7.8,2.53,333,58.6
143.5,-35.1,2.1,691.0,49.1,adaptive_trail,depth<0.15_trail0.05,4,1.5,0.05,7,close,adaptive_trail_depth<0.15_trail0.05_D4_R1.5_T0.05_H7,196.1,-32.9,2.53,1289,50.7
68.8,-12.2,2.28,191.0,56.1,bounce,bounce_0.3,4,1.5,0.03,7,close,bounce_bounce_0.3_D4_R1.5_T0.03_H7,90.0,-13.6,2.51,333,55.0
122.2,-23.7,2.47,436.0,49.5,bounce,bounce_0.4,3,1.0,0.03,7,close,bounce_bounce_0.4_D3_R1.0_T0.03_H7,123.1,-26.2,2.51,739,46.7
119.6,-18.3,2.55,292.0,55.3,combo_bg,bounce_0.3_gap_0.05,3,2.0,0.03,7,close,combo_bg_bounce_0.3_gap_0.05_D3_R2.0_T0.03_H7,116.6,-18.9,2.5,530,53.4
344.5,-44.2,2.57,1264.0,47.6,adaptive_trail,depth<0.1_trail0.05,3,1.0,0.05,7,close,adaptive_trail_depth<0.1_trail0.05_D3_R1.0_T0.05_H7,259.4,-50.8,2.5,2237,47.6
