avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,depth,breadth_mode,breadth_factor,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr,holdout_avg_size,xirr_pct_of_base,dd_improvement,wr_improvement
3949.1,-6.2,7.16,1621.0,57.8,-0.3,reduce_30-55_0.6,0.6,3,1.0,0.02,10,d30_reduce_30-55_0.6_D3_R1.0_T0.02_H10,1895.2,-6.9,6.88,2704,54.0,0.903,99.72112601946857,-3.6999999999999993,-1.0
3895.8,-6.1,7.13,1621.0,57.8,-0.3,reduce_30-55_0.5,0.5,3,1.0,0.02,10,d30_reduce_30-55_0.5_D3_R1.0_T0.02_H10,1779.5,-6.5,6.83,2704,54.0,0.879,93.63325440673506,-4.1,-1.0
3846.6,-6.0,7.09,1621.0,57.8,-0.3,reduce_30-55_0.4,0.4,3,1.0,0.02,10,d30_reduce_30-55_0.4_D3_R1.0_T0.02_H10,1669.4,-6.3,6.75,2704,54.0,0.855,87.84004209418575,-4.3,-1.0
4024.9,-6.4,7.21,1621.0,57.8,-0.3,reduce_25-55_0.8,0.8,3,1.0,0.02,10,d30_reduce_25-55_0.8_D3_R1.0_T0.02_H10,2054.3,-7.6,6.98,2704,54.0,0.944,108.09260720862932,-3.0,-1.0
3876.1,-6.1,7.18,1621.0,57.8,-0.3,reduce_25-55_0.6,0.6,3,1.0,0.02,10,d30_reduce_25-55_0.6_D3_R1.0_T0.02_H10,1735.7,-6.7,6.96,2704,54.0,0.888,91.32859773743752,-3.8999999999999995,-1.0
3813.2,-6.0,7.15,1621.0,57.8,-0.3,reduce_25-55_0.5,0.5,3,1.0,0.02,10,d30_reduce_25-55_0.5_D3_R1.0_T0.02_H10,1592.6,-6.3,6.9,2704,54.0,0.86,83.79900026308866,-4.3,-1.0
3927.2,-6.3,7.18,1621.0,57.8,-0.3,reduce_25-50_0.6,0.6,3,1.0,0.02,10,d30_reduce_25-50_0.6_D3_R1.0_T0.02_H10,1848.1,-7.3,6.93,2704,54.0,0.91,97.24283083399105,-3.3,-1.0
3870.7,-6.2,7.15,1621.0,57.8,-0.3,reduce_25-50_0.5,0.5,3,1.0,0.02,10,d30_reduce_25-50_0.5_D3_R1.0_T0.02_H10,1723.8,-7.0,6.88,2704,54.0,0.887,90.70244672454618,-3.5999999999999996,-1.0
3778.4,-6.7,6.93,1621.0,53.4,-0.3,skip_30-50,0.0,3,1.0,0.02,10,d30_skip_30-50_D3_R1.0_T0.02_H10,1511.0,-8.4,6.39,2704,45.0,0.812,79.50539331754801,-2.1999999999999993,-10.0
3685.8,-6.0,6.85,1621.0,52.3,-0.3,skip_30-55,0.0,3,1.0,0.02,10,d30_skip_30-55_D3_R1.0_T0.02_H10,1282.0,-6.3,6.25,2704,42.8,0.759,67.45593264930282,-4.3,-12.200000000000003
4747.9,-7.2,7.4,1649.0,58.2,,none,1.0,3,1.0,0.02,7,dNone_none_D3_R1.0_T0.02_H7,2503.6,-10.7,6.98,2724,54.3,1.0,131.73375427519073,0.09999999999999964,-0.7000000000000028
4747.9,-7.2,7.4,1649.0,58.2,,reduce_30-50_1.0,1.0,3,1.0,0.02,7,dNone_reduce_30-50_1.0_D3_R1.0_T0.02_H7,2503.6,-10.7,6.98,2724,54.3,1.0,131.73375427519073,0.09999999999999964,-0.7000000000000028
4632.7,-7.0,7.39,1649.0,58.2,,reduce_30-50_0.8,0.8,3,1.0,0.02,7,dNone_reduce_30-50_0.8_D3_R1.0_T0.02_H7,2285.2,-10.2,6.98,2724,54.3,0.963,120.24204156800842,-0.40000000000000036,-0.7000000000000028
4529.9,-6.8,7.36,1649.0,58.2,,reduce_30-50_0.6,0.6,3,1.0,0.02,7,dNone_reduce_30-50_0.6_D3_R1.0_T0.02_H7,2081.8,-9.7,6.93,2724,54.3,0.925,109.53959484346225,-0.9000000000000004,-0.7000000000000028
4482.9,-6.8,7.33,1649.0,58.2,,reduce_30-50_0.5,0.5,3,1.0,0.02,7,dNone_reduce_30-50_0.5_D3_R1.0_T0.02_H7,1985.4,-9.5,6.89,2724,54.3,0.907,104.46724546172061,-1.0999999999999996,-0.7000000000000028
4438.5,-6.7,7.3,1649.0,58.2,,reduce_30-50_0.4,0.4,3,1.0,0.02,7,dNone_reduce_30-50_0.4_D3_R1.0_T0.02_H7,1892.5,-9.4,6.83,2724,54.3,0.888,99.57905814259405,-1.1999999999999993,-0.7000000000000028
4601.5,-6.7,7.4,1649.0,58.2,,reduce_30-55_0.8,0.8,3,1.0,0.02,7,dNone_reduce_30-55_0.8_D3_R1.0_T0.02_H7,2224.5,-9.4,7.0,2724,54.3,0.952,117.0481452249408,-1.1999999999999993,-0.7000000000000028
4475.9,-6.3,7.36,1649.0,58.2,,reduce_30-55_0.6,0.6,3,1.0,0.02,7,dNone_reduce_30-55_0.6_D3_R1.0_T0.02_H7,1970.9,-8.2,6.96,2724,54.3,0.904,103.70428834517233,-2.4000000000000004,-0.7000000000000028
4420.0,-6.1,7.33,1649.0,58.2,,reduce_30-55_0.5,0.5,3,1.0,0.02,7,dNone_reduce_30-55_0.5_D3_R1.0_T0.02_H7,1853.1,-7.6,6.91,2724,54.3,0.88,97.50591949486976,-3.0,-0.7000000000000028
4368.4,-5.9,7.29,1649.0,58.2,,reduce_30-55_0.4,0.4,3,1.0,0.02,7,dNone_reduce_30-55_0.4_D3_R1.0_T0.02_H7,1741.0,-7.0,6.83,2724,54.3,0.856,91.60747171796896,-3.5999999999999996,-0.7000000000000028
4556.1,-6.7,7.41,1649.0,58.2,,reduce_25-55_0.8,0.8,3,1.0,0.02,7,dNone_reduce_25-55_0.8_D3_R1.0_T0.02_H7,2134.5,-9.3,7.05,2724,54.3,0.944,112.31254932912391,-1.299999999999999,-0.7000000000000028
4400.9,-6.3,7.38,1649.0,58.2,,reduce_25-55_0.6,0.6,3,1.0,0.02,7,dNone_reduce_25-55_0.6_D3_R1.0_T0.02_H7,1812.0,-8.0,7.04,2724,54.3,0.889,95.34333070244672,-2.5999999999999996,-0.7000000000000028
4335.0,-6.0,7.35,1649.0,58.2,,reduce_25-55_0.5,0.5,3,1.0,0.02,7,dNone_reduce_25-55_0.5_D3_R1.0_T0.02_H7,1666.7,-7.3,6.99,2724,54.3,0.861,87.69797421731124,-3.3,-0.7000000000000028
4448.9,-6.7,7.38,1649.0,58.2,,reduce_25-50_0.6,0.6,3,1.0,0.02,7,dNone_reduce_25-50_0.6_D3_R1.0_T0.02_H7,1914.4,-9.4,7.0,2724,54.3,0.91,100.73138647724285,-1.1999999999999993,-0.7000000000000028
4389.1,-6.6,7.35,1649.0,58.2,,reduce_25-50_0.5,0.5,3,1.0,0.02,7,dNone_reduce_25-50_0.5_D3_R1.0_T0.02_H7,1786.3,-9.1,6.95,2724,54.3,0.888,93.99105498553013,-1.5,-0.7000000000000028
4285.6,-7.1,7.12,1649.0,53.8,,skip_30-50,0.0,3,1.0,0.02,7,dNone_skip_30-50_D3_R1.0_T0.02_H7,1553.8,-10.5,6.45,2724,45.2,0.814,81.75743225466982,-0.09999999999999964,-9.799999999999997
4198.8,-5.6,7.06,1649.0,52.7,,skip_30-55,0.0,3,1.0,0.02,7,dNone_skip_30-55_D3_R1.0_T0.02_H7,1345.1,-6.1,6.34,2724,43.0,0.76,70.77611154959222,-4.5,-12.0
3812.1,-6.8,7.21,1621.0,57.7,-0.3,none,1.0,3,1.0,0.02,7,d30_none_D3_R1.0_T0.02_H7,2176.6,-8.6,6.85,2704,54.0,1.0,114.5277558537227,-2.0,-1.0
3812.1,-6.8,7.21,1621.0,57.7,-0.3,reduce_30-50_1.0,1.0,3,1.0,0.02,7,d30_reduce_30-50_1.0_D3_R1.0_T0.02_H7,2176.6,-8.6,6.85,2704,54.0,1.0,114.5277558537227,-2.0,-1.0
3712.7,-6.6,7.2,1621.0,57.7,-0.3,reduce_30-50_0.8,0.8,3,1.0,0.02,7,d30_reduce_30-50_0.8_D3_R1.0_T0.02_H7,1988.3,-8.1,6.86,2704,54.0,0.962,104.61983688503025,-2.5,-1.0
3623.9,-6.4,7.17,1621.0,57.7,-0.3,reduce_30-50_0.6,0.6,3,1.0,0.02,7,d30_reduce_30-50_0.6_D3_R1.0_T0.02_H7,1812.7,-7.6,6.81,2704,54.0,0.925,95.38016311496975,-3.0,-1.0
3583.2,-6.3,7.14,1621.0,57.7,-0.3,reduce_30-50_0.5,0.5,3,1.0,0.02,7,d30_reduce_30-50_0.5_D3_R1.0_T0.02_H7,1729.5,-7.3,6.77,2704,54.0,0.906,91.00236779794791,-3.3,-1.0
3544.8,-6.3,7.11,1621.0,57.7,-0.3,reduce_30-50_0.4,0.4,3,1.0,0.02,7,d30_reduce_30-50_0.4_D3_R1.0_T0.02_H7,1649.1,-7.3,6.71,2704,54.0,0.887,86.77190213101815,-3.3,-1.0
3683.8,-6.5,7.2,1621.0,57.7,-0.3,reduce_30-55_0.8,0.8,3,1.0,0.02,7,d30_reduce_30-55_0.8_D3_R1.0_T0.02_H7,1932.0,-7.7,6.87,2704,54.0,0.952,101.65745856353593,-2.8999999999999995,-1.0
3573.7,-6.2,7.17,1621.0,57.7,-0.3,reduce_30-55_0.6,0.6,3,1.0,0.02,7,d30_reduce_30-55_0.6_D3_R1.0_T0.02_H7,1709.9,-6.9,6.83,2704,54.0,0.903,89.97106024730334,-3.6999999999999993,-1.0
3524.8,-6.1,7.14,1621.0,57.7,-0.3,reduce_30-55_0.5,0.5,3,1.0,0.02,7,d30_reduce_30-55_0.5_D3_R1.0_T0.02_H7,1606.7,-6.5,6.78,2704,54.0,0.879,84.54091028676665,-4.1,-1.0
3479.7,-5.9,7.1,1621.0,57.7,-0.3,reduce_30-55_0.4,0.4,3,1.0,0.02,7,d30_reduce_30-55_0.4_D3_R1.0_T0.02_H7,1508.6,-6.1,6.71,2704,54.0,0.855,79.37911076032623,-4.5,-1.0
3644.1,-6.4,7.22,1621.0,57.7,-0.3,reduce_25-55_0.8,0.8,3,1.0,0.02,7,d30_reduce_25-55_0.8_D3_R1.0_T0.02_H7,1853.3,-7.6,6.93,2704,54.0,0.944,97.51644304130491,-3.0,-1.0
3508.3,-6.1,7.19,1621.0,57.7,-0.3,reduce_25-55_0.6,0.6,3,1.0,0.02,7,d30_reduce_25-55_0.6_D3_R1.0_T0.02_H7,1571.0,-6.7,6.92,2704,54.0,0.888,82.66245724809261,-3.8999999999999995,-1.0
3450.6,-6.0,7.16,1621.0,57.7,-0.3,reduce_25-55_0.5,0.5,3,1.0,0.02,7,d30_reduce_25-55_0.5_D3_R1.0_T0.02_H7,1443.8,-6.2,6.87,2704,54.0,0.86,75.96948171533808,-4.3999999999999995,-1.0
3552.8,-6.3,7.19,1621.0,57.7,-0.3,reduce_25-50_0.6,0.6,3,1.0,0.02,7,d30_reduce_25-50_0.6_D3_R1.0_T0.02_H7,1666.0,-7.3,6.89,2704,54.0,0.91,87.66114180478822,-3.3,-1.0
3500.8,-6.2,7.16,1621.0,57.7,-0.3,reduce_25-50_0.5,0.5,3,1.0,0.02,7,d30_reduce_25-50_0.5_D3_R1.0_T0.02_H7,1554.8,-7.0,6.85,2704,54.0,0.887,81.81004998684557,-3.5999999999999996,-1.0
3411.9,-6.7,6.94,1621.0,53.3,-0.3,skip_30-50,0.0,3,1.0,0.02,7,d30_skip_30-50_D3_R1.0_T0.02_H7,1355.5,-8.4,6.33,2704,45.0,0.812,71.32333596421995,-2.1999999999999993,-10.0
3331.3,-5.9,6.86,1621.0,52.2,-0.3,skip_30-55,0.0,3,1.0,0.02,7,d30_skip_30-55_D3_R1.0_T0.02_H7,1162.0,-6.1,6.2,2704,42.7,0.759,61.141804788213626,-4.5,-12.299999999999997
2569.5,-16.7,5.38,1297.0,54.0,,none,1.0,3,1.5,0.03,10,dNone_none_D3_R1.5_T0.03_H10,1428.2,-22.8,4.92,2222,50.9,1.0,75.14864509339648,12.200000000000001,-4.100000000000001
2569.5,-16.7,5.38,1297.0,54.0,,reduce_30-50_1.0,1.0,3,1.5,0.03,10,dNone_reduce_30-50_1.0_D3_R1.5_T0.03_H10,1428.2,-22.8,4.92,2222,50.9,1.0,75.14864509339648,12.200000000000001,-4.100000000000001
2502.3,-16.5,5.43,1297.0,54.0,,reduce_30-50_0.8,0.8,3,1.5,0.03,10,dNone_reduce_30-50_0.8_D3_R1.5_T0.03_H10,1287.3,-22.0,5.08,2222,50.9,0.961,67.73480662983425,11.4,-4.100000000000001
2442.0,-16.2,5.47,1297.0,54.0,,reduce_30-50_0.6,0.6,3,1.5,0.03,10,dNone_reduce_30-50_0.6_D3_R1.5_T0.03_H10,1154.8,-21.2,5.19,2222,50.9,0.921,60.76295711654828,10.6,-4.100000000000001
2414.4,-16.1,5.48,1297.0,54.0,,reduce_30-50_0.5,0.5,3,1.5,0.03,10,dNone_reduce_30-50_0.5_D3_R1.5_T0.03_H10,1091.6,-20.8,5.21,2222,50.9,0.902,57.437516443041304,10.200000000000001,-4.100000000000001
2388.3,-16.0,5.48,1297.0,54.0,,reduce_30-50_0.4,0.4,3,1.5,0.03,10,dNone_reduce_30-50_0.4_D3_R1.5_T0.03_H10,1030.4,-20.5,5.21,2222,50.9,0.882,54.21731123388582,9.9,-4.100000000000001
2498.4,-16.1,5.44,1297.0,54.0,,reduce_30-55_0.8,0.8,3,1.5,0.03,10,dNone_reduce_30-55_0.8_D3_R1.5_T0.03_H10,1278.9,-20.9,5.09,2222,50.9,0.949,67.29281767955801,10.299999999999999,-4.100000000000001
2435.1,-15.5,5.48,1297.0,54.0,,reduce_30-55_0.6,0.6,3,1.5,0.03,10,dNone_reduce_30-55_0.6_D3_R1.5_T0.03_H10,1139.1,-19.1,5.21,2222,50.9,0.898,59.93685872138911,8.500000000000002,-4.100000000000001
2406.3,-15.2,5.49,1297.0,54.0,,reduce_30-55_0.5,0.5,3,1.5,0.03,10,dNone_reduce_30-55_0.5_D3_R1.5_T0.03_H10,1072.8,-18.2,5.24,2222,50.9,0.873,56.44830307813733,7.6,-4.100000000000001
2379.2,-14.9,5.49,1297.0,54.0,,reduce_30-55_0.4,0.4,3,1.5,0.03,10,dNone_reduce_30-55_0.4_D3_R1.5_T0.03_H10,1008.6,-17.3,5.25,2222,50.9,0.848,53.07024467245461,6.700000000000001,-4.100000000000001
2477.6,-16.1,5.42,1297.0,54.0,,reduce_25-55_0.8,0.8,3,1.5,0.03,10,dNone_reduce_25-55_0.8_D3_R1.5_T0.03_H10,1233.8,-20.9,5.06,2222,50.9,0.941,64.91975795843199,10.299999999999999,-4.100000000000001
2400.3,-15.5,5.45,1297.0,54.0,,reduce_25-55_0.6,0.6,3,1.5,0.03,10,dNone_reduce_25-55_0.6_D3_R1.5_T0.03_H10,1058.8,-19.1,5.15,2222,50.9,0.882,55.711654827676924,8.500000000000002,-4.100000000000001
2366.6,-15.2,5.45,1297.0,54.0,,reduce_25-55_0.5,0.5,3,1.5,0.03,10,dNone_reduce_25-55_0.5_D3_R1.5_T0.03_H10,978.1,-18.2,5.16,2222,50.9,0.852,51.46540384109445,7.6,-4.100000000000001
2406.6,-16.2,5.44,1297.0,54.0,,reduce_25-50_0.6,0.6,3,1.5,0.03,10,dNone_reduce_25-50_0.6_D3_R1.5_T0.03_H10,1073.4,-21.2,5.13,2222,50.9,0.905,56.479873717442786,10.6,-4.100000000000001
2373.7,-16.1,5.44,1297.0,54.0,,reduce_25-50_0.5,0.5,3,1.5,0.03,10,dNone_reduce_25-50_0.5_D3_R1.5_T0.03_H10,995.4,-20.8,5.13,2222,50.9,0.881,52.3756906077348,10.200000000000001,-4.100000000000001
2298.2,-15.5,5.32,1297.0,49.4,,skip_30-50,0.0,3,1.5,0.03,10,dNone_skip_30-50_D3_R1.5_T0.03_H10,804.6,-19.1,4.92,2222,41.3,0.803,42.336227308603,8.500000000000002,-13.700000000000003
2286.9,-13.7,5.33,1297.0,48.4,,skip_30-55,0.0,3,1.5,0.03,10,dNone_skip_30-55_D3_R1.5_T0.03_H10,774.2,-17.2,4.94,2222,39.3,0.746,40.736648250460405,6.6,-15.700000000000003
1746.0,-20.2,5.17,1267.0,53.2,-0.3,none,1.0,3,1.5,0.03,10,d30_none_D3_R1.5_T0.03_H10,1336.8,-20.1,4.85,2202,50.5,1.0,70.33938437253354,9.500000000000002,-4.5
1746.0,-20.2,5.17,1267.0,53.2,-0.3,reduce_30-50_1.0,1.0,3,1.5,0.03,10,d30_reduce_30-50_1.0_D3_R1.5_T0.03_H10,1336.8,-20.1,4.85,2202,50.5,1.0,70.33938437253354,9.500000000000002,-4.5
1681.8,-19.9,5.23,1267.0,53.2,-0.3,reduce_30-50_0.8,0.8,3,1.5,0.03,10,d30_reduce_30-50_0.8_D3_R1.5_T0.03_H10,1206.3,-19.3,5.01,2202,50.5,0.96,63.47277032359905,8.700000000000001,-4.5
1624.2,-19.6,5.27,1267.0,53.2,-0.3,reduce_30-50_0.6,0.6,3,1.5,0.03,10,d30_reduce_30-50_0.6_D3_R1.5_T0.03_H10,1083.3,-18.5,5.12,2202,50.5,0.921,57.00078926598263,7.9,-4.5
1597.6,-19.5,5.28,1267.0,53.2,-0.3,reduce_30-50_0.5,0.5,3,1.5,0.03,10,d30_reduce_30-50_0.5_D3_R1.5_T0.03_H10,1024.5,-18.1,5.15,2202,50.5,0.901,53.90686661404893,7.500000000000002,-4.5
1572.6,-19.4,5.28,1267.0,53.2,-0.3,reduce_30-50_0.4,0.4,3,1.5,0.03,10,d30_reduce_30-50_0.4_D3_R1.5_T0.03_H10,967.5,-17.8,5.16,2202,50.5,0.881,50.90765588003157,7.200000000000001,-4.5
1676.6,-19.7,5.23,1267.0,53.2,-0.3,reduce_30-55_0.8,0.8,3,1.5,0.03,10,d30_reduce_30-55_0.8_D3_R1.5_T0.03_H10,1195.4,-18.8,5.02,2202,50.5,0.949,62.89923704288346,8.200000000000001,-4.5
1615.0,-19.3,5.27,1267.0,53.2,-0.3,reduce_30-55_0.6,0.6,3,1.5,0.03,10,d30_reduce_30-55_0.6_D3_R1.5_T0.03_H10,1063.2,-17.5,5.14,2202,50.5,0.898,55.9431728492502,6.9,-4.5
1587.0,-19.1,5.28,1267.0,53.2,-0.3,reduce_30-55_0.5,0.5,3,1.5,0.03,10,d30_reduce_30-55_0.5_D3_R1.5_T0.03_H10,1000.5,-17.2,5.17,2202,50.5,0.873,52.6440410418311,6.6,-4.5
1560.7,-18.9,5.28,1267.0,53.2,-0.3,reduce_30-55_0.4,0.4,3,1.5,0.03,10,d30_reduce_30-55_0.4_D3_R1.5_T0.03_H10,939.9,-17.2,5.18,2202,50.5,0.847,49.45540647198106,6.6,-4.5
1656.5,-19.7,5.21,1267.0,53.2,-0.3,reduce_25-55_0.8,0.8,3,1.5,0.03,10,d30_reduce_25-55_0.8_D3_R1.5_T0.03_H10,1153.1,-18.8,4.99,2202,50.5,0.941,60.67350697184951,8.200000000000001,-4.5
1581.4,-19.3,5.24,1267.0,53.2,-0.3,reduce_25-55_0.6,0.6,3,1.5,0.03,10,d30_reduce_25-55_0.6_D3_R1.5_T0.03_H10,987.8,-17.5,5.08,2202,50.5,0.882,51.97579584319916,6.9,-4.5
1548.7,-19.1,5.24,1267.0,53.2,-0.3,reduce_25-55_0.5,0.5,3,1.5,0.03,10,d30_reduce_25-55_0.5_D3_R1.5_T0.03_H10,911.7,-17.2,5.09,2202,50.5,0.852,47.9715864246251,6.6,-4.5
1589.7,-19.6,5.24,1267.0,53.2,-0.3,reduce_25-50_0.6,0.6,3,1.5,0.03,10,d30_reduce_25-50_0.6_D3_R1.5_T0.03_H10,1006.5,-18.5,5.07,2202,50.5,0.904,52.95974743488555,7.9,-4.5
1558.0,-19.5,5.23,1267.0,53.2,-0.3,reduce_25-50_0.5,0.5,3,1.5,0.03,10,d30_reduce_25-50_0.5_D3_R1.5_T0.03_H10,933.7,-18.1,5.07,2202,50.5,0.88,49.129176532491456,7.500000000000002,-4.5
1485.8,-18.9,5.13,1267.0,48.6,-0.3,skip_30-50,0.0,3,1.5,0.03,10,d30_skip_30-50_D3_R1.5_T0.03_H10,756.8,-17.2,4.87,2202,41.0,0.802,39.82109971060247,6.6,-14.0
1471.1,-18.0,5.12,1267.0,47.6,-0.3,skip_30-55,0.0,3,1.5,0.03,10,d30_skip_30-55_D3_R1.5_T0.03_H10,718.7,-17.2,4.86,2202,39.0,0.746,37.81636411470666,6.6,-16.0
5907.3,-15.2,6.02,1649.0,53.2,,none,1.0,3,1.0,0.03,10,dNone_none_D3_R1.0_T0.03_H10,2369.2,-19.4,5.48,2724,50.7,1.0,124.66193107077083,8.799999999999999,-4.299999999999997
5907.3,-15.2,6.02,1649.0,53.2,,reduce_30-50_1.0,1.0,3,1.0,0.03,10,dNone_reduce_30-50_1.0_D3_R1.0_T0.03_H10,2369.2,-19.4,5.48,2724,50.7,1.0,124.66193107077083,8.799999999999999,-4.299999999999997
5767.4,-15.0,6.07,1649.0,53.2,,reduce_30-50_0.8,0.8,3,1.0,0.03,10,dNone_reduce_30-50_0.8_D3_R1.0_T0.03_H10,2118.2,-19.4,5.65,2724,50.7,0.963,111.45488029465929,8.799999999999999,-4.299999999999997
5644.2,-14.8,6.11,1649.0,53.2,,reduce_30-50_0.6,0.6,3,1.0,0.03,10,dNone_reduce_30-50_0.6_D3_R1.0_T0.03_H10,1884.6,-19.4,5.77,2724,50.7,0.925,99.16337805840568,8.799999999999999,-4.299999999999997
5588.3,-14.7,6.12,1649.0,53.2,,reduce_30-50_0.5,0.5,3,1.0,0.03,10,dNone_reduce_30-50_0.5_D3_R1.0_T0.03_H10,1774.2,-19.4,5.8,2724,50.7,0.907,93.35438042620363,8.799999999999999,-4.299999999999997
5536.1,-14.6,6.11,1649.0,53.2,,reduce_30-50_0.4,0.4,3,1.0,0.03,10,dNone_reduce_30-50_0.4_D3_R1.0_T0.03_H10,1668.0,-19.4,5.8,2724,50.7,0.888,87.7663772691397,8.799999999999999,-4.299999999999997
5736.7,-14.6,6.08,1649.0,53.2,,reduce_30-55_0.8,0.8,3,1.0,0.03,10,dNone_reduce_30-55_0.8_D3_R1.0_T0.03_H10,2061.1,-19.4,5.67,2724,50.7,0.952,108.45040778742437,8.799999999999999,-4.299999999999997
5592.4,-14.0,6.11,1649.0,53.2,,reduce_30-55_0.6,0.6,3,1.0,0.03,10,dNone_reduce_30-55_0.6_D3_R1.0_T0.03_H10,1782.4,-19.4,5.79,2724,50.7,0.904,93.78584583004474,8.799999999999999,-4.299999999999997
5529.1,-13.7,6.12,1649.0,53.2,,reduce_30-55_0.5,0.5,3,1.0,0.03,10,dNone_reduce_30-55_0.5_D3_R1.0_T0.03_H10,1653.4,-19.4,5.82,2724,50.7,0.88,86.99815837937386,8.799999999999999,-4.299999999999997
5471.1,-13.5,6.11,1649.0,53.2,,reduce_30-55_0.4,0.4,3,1.0,0.03,10,dNone_reduce_30-55_0.4_D3_R1.0_T0.03_H10,1531.1,-19.4,5.81,2724,50.7,0.856,80.56300973428044,8.799999999999999,-4.299999999999997
5689.3,-14.6,6.07,1649.0,53.2,,reduce_25-55_0.8,0.8,3,1.0,0.03,10,dNone_reduce_25-55_0.8_D3_R1.0_T0.03_H10,1971.7,-19.4,5.67,2724,50.7,0.944,103.74638253091292,8.799999999999999,-4.299999999999997
5516.9,-14.0,6.1,1649.0,53.2,,reduce_25-55_0.6,0.6,3,1.0,0.03,10,dNone_reduce_25-55_0.6_D3_R1.0_T0.03_H10,1628.1,-19.4,5.78,2724,50.7,0.889,85.66692975532753,8.799999999999999,-4.299999999999997
5445.1,-13.8,6.1,1649.0,53.2,,reduce_25-55_0.5,0.5,3,1.0,0.03,10,dNone_reduce_25-55_0.5_D3_R1.0_T0.03_H10,1474.8,-19.4,5.8,2724,50.7,0.861,77.6006314127861,8.799999999999999,-4.299999999999997
5562.5,-14.8,6.1,1649.0,53.2,,reduce_25-50_0.6,0.6,3,1.0,0.03,10,dNone_reduce_25-50_0.6_D3_R1.0_T0.03_H10,1722.0,-19.4,5.76,2724,50.7,0.91,90.60773480662984,8.799999999999999,-4.299999999999997
5495.6,-14.7,6.1,1649.0,53.2,,reduce_25-50_0.5,0.5,3,1.0,0.03,10,dNone_reduce_25-50_0.5_D3_R1.0_T0.03_H10,1583.3,-19.4,5.77,2724,50.7,0.888,83.30965535385425,8.799999999999999,-4.299999999999997
5359.8,-14.2,5.95,1649.0,48.9,,skip_30-50,0.0,3,1.0,0.03,10,dNone_skip_30-50_D3_R1.0_T0.03_H10,1282.2,-19.4,5.48,2724,41.9,0.814,67.46645619573796,8.799999999999999,-13.100000000000001
5285.7,-12.4,5.9,1649.0,47.8,,skip_30-55,0.0,3,1.0,0.03,10,dNone_skip_30-55_D3_R1.0_T0.03_H10,1103.4,-19.4,5.4,2724,39.7,0.76,58.058405682715076,8.799999999999999,-15.299999999999997
4289.7,-17.5,5.78,1621.0,52.4,-0.3,none,1.0,3,1.0,0.03,10,d30_none_D3_R1.0_T0.03_H10,2121.3,-19.4,5.37,2704,50.4,1.0,111.61799526440413,8.799999999999999,-4.600000000000001
4289.7,-17.5,5.78,1621.0,52.4,-0.3,reduce_30-50_1.0,1.0,3,1.0,0.03,10,d30_reduce_30-50_1.0_D3_R1.0_T0.03_H10,2121.3,-19.4,5.37,2704,50.4,1.0,111.61799526440413,8.799999999999999,-4.600000000000001
4165.4,-17.3,5.84,1621.0,52.4,-0.3,reduce_30-50_0.8,0.8,3,1.0,0.03,10,d30_reduce_30-50_0.8_D3_R1.0_T0.03_H10,1898.1,-19.4,5.54,2704,50.4,0.962,99.87371744277822,8.799999999999999,-4.600000000000001
4055.6,-17.1,5.88,1621.0,52.4,-0.3,reduce_30-50_0.6,0.6,3,1.0,0.03,10,d30_reduce_30-50_0.6_D3_R1.0_T0.03_H10,1690.1,-19.4,5.66,2704,50.4,0.925,88.92922915022362,8.799999999999999,-4.600000000000001
4005.7,-17.0,5.88,1621.0,52.4,-0.3,reduce_30-50_0.5,0.5,3,1.0,0.03,10,d30_reduce_30-50_0.5_D3_R1.0_T0.03_H10,1591.6,-19.4,5.69,2704,50.4,0.906,83.74638253091291,8.799999999999999,-4.600000000000001
3959.1,-16.9,5.88,1621.0,52.4,-0.3,reduce_30-50_0.4,0.4,3,1.0,0.03,10,d30_reduce_30-50_0.4_D3_R1.0_T0.03_H10,1496.7,-19.4,5.69,2704,50.4,0.887,78.75295974743489,8.799999999999999,-4.600000000000001
4135.3,-17.1,5.84,1621.0,52.4,-0.3,reduce_30-55_0.8,0.8,3,1.0,0.03,10,d30_reduce_30-55_0.8_D3_R1.0_T0.03_H10,1842.3,-19.4,5.55,2704,50.4,0.952,96.93764798737175,8.799999999999999,-4.600000000000001
4005.0,-16.7,5.87,1621.0,52.4,-0.3,reduce_30-55_0.6,0.6,3,1.0,0.03,10,d30_reduce_30-55_0.6_D3_R1.0_T0.03_H10,1590.2,-19.4,5.67,2704,50.4,0.903,83.67271770586689,8.799999999999999,-4.600000000000001
3947.9,-16.5,5.88,1621.0,52.4,-0.3,reduce_30-55_0.5,0.5,3,1.0,0.03,10,d30_reduce_30-55_0.5_D3_R1.0_T0.03_H10,1473.6,-19.4,5.69,2704,50.4,0.879,77.53749013417521,8.799999999999999,-4.600000000000001
3895.7,-16.3,5.87,1621.0,52.4,-0.3,reduce_30-55_0.4,0.4,3,1.0,0.03,10,d30_reduce_30-55_0.4_D3_R1.0_T0.03_H10,1363.2,-19.4,5.69,2704,50.4,0.855,71.72849250197316,8.799999999999999,-4.600000000000001
