avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,depth,gap,breadth_mode,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr,xirr_pct_of_base,dd_improvement,wr_improvement,sweet_score
725.9,-7.9,5.6,865.0,60.4,-0.25,-0.03,skip_25-55,4,1.0,0.02,7,d25_g3_skip_25-55_D4_R1.0_T0.02_H7,513.3,-10.2,5.6,1299,58.9,23.446921249771606,-0.20000000000000107,4.199999999999996,-999.0
592.4,-7.7,4.89,715.0,59.1,-0.25,-0.03,only_bear<30,4,1.0,0.02,7,d25_g3_only_bear<30_D4_R1.0_T0.02_H7,219.6,-10.2,4.26,848,56.4,10.031061575004568,-0.20000000000000107,1.6999999999999957,-999.0
573.5,-7.7,4.89,686.0,59.7,-0.25,-0.03,only_bear<25,4,1.0,0.02,7,d25_g3_only_bear<25_D4_R1.0_T0.02_H7,161.9,-10.2,4.26,763,57.0,7.395395578293441,-0.20000000000000107,2.299999999999997,-999.0
686.8,-9.1,5.26,814.0,59.2,-0.25,-0.03,only_broad>50,4,1.0,0.02,7,d25_g3_only_broad>50_D4_R1.0_T0.02_H7,398.1,-10.2,4.94,1146,57.0,18.18472501370364,-0.20000000000000107,2.299999999999997,-999.0
1455.5,-9.3,5.97,1113.0,58.8,-0.25,-0.05,none,4,1.0,0.02,7,d25_g5_none_D4_R1.0_T0.02_H7,1284.5,-11.1,6.15,1939,55.5,58.6744016078933,0.6999999999999993,0.7999999999999972,-999.0
855.2,-9.1,5.72,930.0,59.2,-0.25,-0.03,skip_30-50,4,1.0,0.02,10,d25_g3_skip_30-50_D4_R1.0_T0.02_H10,768.9,-10.2,5.74,1495,56.8,35.122419148547415,-0.20000000000000107,2.0999999999999943,-999.0
818.4,-7.7,5.68,893.0,60.1,-0.25,-0.03,skip_30-55,4,1.0,0.02,10,d25_g3_skip_30-55_D4_R1.0_T0.02_H10,678.2,-10.2,5.68,1384,58.4,30.97935318837932,-0.20000000000000107,3.6999999999999957,-999.0
867.1,-16.9,4.28,816.0,52.8,,-0.02,only_broad>50,4,1.0,0.03,10,dNone_g2_only_broad>50_D4_R1.0_T0.03_H10,288.3,-19.4,3.72,1138,51.7,13.169194226201352,8.999999999999998,-3.0,-999.0
542.5,-14.7,3.99,715.0,53.4,-0.25,-0.03,only_bear<30,4,1.0,0.03,7,d25_g3_only_bear<30_D4_R1.0_T0.03_H7,178.6,-19.7,3.42,848,52.4,8.158231317376211,9.299999999999999,-2.3000000000000043,-999.0
556.6,-14.8,4.29,833.0,53.5,-0.25,-0.02,skip_25-55,4,1.0,0.03,7,d25_g2_skip_25-55_D4_R1.0_T0.03_H7,341.6,-18.6,4.24,1268,53.9,15.60387356111822,8.200000000000001,-0.8000000000000043,-999.0
465.4,-14.1,3.76,684.0,52.7,-0.25,-0.02,only_bear<30,4,1.0,0.03,7,d25_g2_only_bear<30_D4_R1.0_T0.03_H7,147.2,-18.6,3.24,823,52.5,6.723917412753518,8.200000000000001,-2.200000000000003,-999.0
452.7,-14.1,3.69,657.0,53.5,-0.25,-0.02,only_bear<25,4,1.0,0.03,7,d25_g2_only_bear<25_D4_R1.0_T0.03_H7,113.3,-18.6,3.1,742,53.4,5.175406541202266,8.200000000000001,-1.3000000000000043,-999.0
528.5,-17.6,4.02,784.0,52.2,-0.25,-0.02,only_broad>50,4,1.0,0.03,7,d25_g2_only_broad>50_D4_R1.0_T0.03_H7,265.9,-18.6,3.73,1123,52.0,12.145989402521469,8.200000000000001,-2.700000000000003,-999.0
818.2,-17.4,4.77,1061.0,52.8,-0.25,-0.03,none,4,1.0,0.03,7,d25_g3_none_D4_R1.0_T0.03_H7,776.4,-19.7,4.87,1887,51.0,35.46501004933309,9.299999999999999,-3.700000000000003,-999.0
692.9,-17.1,4.56,930.0,53.0,-0.25,-0.03,skip_30-50,4,1.0,0.03,7,d25_g3_skip_30-50_D4_R1.0_T0.03_H7,512.1,-19.7,4.46,1495,51.7,23.3921067056459,9.299999999999999,-3.0,-999.0
647.0,-17.1,4.44,902.0,53.1,-0.25,-0.03,skip_25-50,4,1.0,0.03,7,d25_g3_skip_25-50_D4_R1.0_T0.03_H7,400.4,-19.7,4.25,1410,52.0,18.28978622327791,9.299999999999999,-2.700000000000003,-999.0
673.1,-15.3,4.55,893.0,53.7,-0.25,-0.03,skip_30-55,4,1.0,0.03,7,d25_g3_skip_30-55_D4_R1.0_T0.03_H7,465.2,-19.7,4.47,1384,53.0,21.249771606066144,9.299999999999999,-1.7000000000000028,-999.0
632.4,-15.3,4.44,865.0,53.9,-0.25,-0.03,skip_25-55,4,1.0,0.03,7,d25_g3_skip_25-55_D4_R1.0_T0.03_H7,362.0,-19.7,4.28,1299,53.4,16.535720811255256,9.299999999999999,-1.3000000000000043,-999.0
523.7,-14.7,3.86,686.0,54.0,-0.25,-0.03,only_bear<25,4,1.0,0.03,7,d25_g3_only_bear<25_D4_R1.0_T0.03_H7,127.7,-19.7,3.18,763,52.9,5.833181070710762,9.299999999999999,-1.8000000000000043,-999.0
572.5,-16.6,4.29,870.0,52.7,-0.25,-0.02,skip_25-50,4,1.0,0.03,7,d25_g2_skip_25-50_D4_R1.0_T0.03_H7,381.8,-18.6,4.23,1379,52.4,17.440160789329436,8.200000000000001,-2.3000000000000043,-999.0
599.7,-18.0,4.14,814.0,52.6,-0.25,-0.03,only_broad>50,4,1.0,0.03,7,d25_g3_only_broad>50_D4_R1.0_T0.03_H7,269.9,-19.7,3.72,1146,51.5,12.328704549607163,9.299999999999999,-3.200000000000003,-999.0
1122.4,-15.8,4.82,1113.0,52.4,-0.25,-0.05,none,4,1.0,0.03,7,d25_g5_none_D4_R1.0_T0.03_H7,864.5,-19.5,4.79,1939,50.4,39.48931116389549,9.1,-4.300000000000004,-999.0
961.2,-16.4,4.63,980.0,52.5,-0.25,-0.05,skip_30-50,4,1.0,0.03,7,d25_g5_skip_30-50_D4_R1.0_T0.03_H7,537.7,-19.5,4.47,1541,51.1,24.56148364699434,9.1,-3.6000000000000014,-999.0
912.2,-16.7,4.52,952.0,52.6,-0.25,-0.05,skip_25-50,4,1.0,0.03,7,d25_g5_skip_25-50_D4_R1.0_T0.03_H7,421.3,-19.5,4.26,1456,51.4,19.24447286680066,9.1,-3.3000000000000043,-999.0
937.5,-14.6,4.62,942.0,53.0,-0.25,-0.05,skip_30-55,4,1.0,0.03,7,d25_g5_skip_30-55_D4_R1.0_T0.03_H7,483.0,-19.5,4.45,1425,52.1,22.06285401059748,9.1,-2.6000000000000014,-999.0
894.8,-15.3,4.5,913.0,53.1,-0.25,-0.05,skip_25-55,4,1.0,0.03,7,d25_g5_skip_25-55_D4_R1.0_T0.03_H7,376.5,-19.5,4.25,1340,52.5,17.198063219440893,9.1,-2.200000000000003,-999.0
798.1,-14.4,4.05,756.0,53.1,-0.25,-0.05,only_bear<30,4,1.0,0.03,7,d25_g5_only_bear<30_D4_R1.0_T0.03_H7,178.4,-19.5,3.39,869,52.6,8.149095560021927,9.1,-2.1000000000000014,-999.0
779.5,-14.4,3.91,728.0,53.6,-0.25,-0.05,only_bear<25,4,1.0,0.03,7,d25_g5_only_bear<25_D4_R1.0_T0.03_H7,127.6,-19.5,3.15,784,53.2,5.82861319203362,9.1,-1.5,-999.0
862.9,-16.7,4.25,862.0,52.0,-0.25,-0.05,only_broad>50,4,1.0,0.03,7,d25_g5_only_broad>50_D4_R1.0_T0.03_H7,288.9,-19.5,3.77,1187,51.1,13.196601498264208,9.1,-3.6000000000000014,-999.0
584.9,-14.8,4.36,860.0,53.2,-0.25,-0.02,skip_30-55,4,1.0,0.03,7,d25_g2_skip_30-55_D4_R1.0_T0.03_H7,412.0,-18.6,4.36,1349,53.3,18.819660149826422,8.200000000000001,-1.4000000000000057,-999.0
604.9,-16.6,4.37,897.0,52.5,-0.25,-0.02,skip_30-50,4,1.0,0.03,7,d25_g2_skip_30-50_D4_R1.0_T0.03_H7,458.6,-18.6,4.37,1460,52.0,20.94829161337475,8.200000000000001,-2.700000000000003,-999.0
524.2,-17.7,4.16,865.0,52.3,-0.2,-0.03,skip_25-50,4,1.0,0.03,7,d20_g3_skip_25-50_D4_R1.0_T0.03_H7,387.6,-17.7,4.15,1377,51.7,17.70509775260369,7.299999999999999,-3.0,-999.0
674.2,-15.0,3.77,718.0,51.9,-0.2,-0.05,only_bear<30,4,1.0,0.03,7,d20_g5_only_bear<30_D4_R1.0_T0.03_H7,181.7,-17.4,3.25,842,51.8,8.299835556367622,6.999999999999998,-2.9000000000000057,-999.0
516.2,-16.0,4.2,829.0,53.2,-0.2,-0.03,skip_25-55,4,1.0,0.03,7,d20_g3_skip_25-55_D4_R1.0_T0.03_H7,368.0,-17.7,4.25,1269,53.3,16.809793531883795,7.299999999999999,-1.4000000000000057,-999.0
431.3,-15.8,3.72,681.0,52.5,-0.2,-0.03,only_bear<30,4,1.0,0.03,7,d20_g3_only_bear<30_D4_R1.0_T0.03_H7,183.5,-17.7,3.31,825,51.9,8.382057372556186,7.299999999999999,-2.8000000000000043,-999.0
409.4,-15.8,3.6,654.0,53.2,-0.2,-0.03,only_bear<25,4,1.0,0.03,7,d20_g3_only_bear<25_D4_R1.0_T0.03_H7,128.5,-17.7,3.1,742,52.6,5.869724100127901,7.299999999999999,-2.1000000000000014,-999.0
469.0,-18.6,3.83,781.0,51.7,-0.2,-0.03,only_broad>50,4,1.0,0.03,7,d20_g3_only_broad>50_D4_R1.0_T0.03_H7,242.6,-17.7,3.55,1124,51.2,11.081673670747305,7.299999999999999,-3.5,-999.0
928.1,-17.8,4.49,1065.0,51.5,-0.2,-0.05,none,4,1.0,0.03,7,d20_g5_none_D4_R1.0_T0.03_H7,722.5,-18.1,4.6,1884,49.8,33.00292344235337,7.700000000000001,-4.900000000000006,-999.0
834.3,-16.8,4.35,938.0,51.7,-0.2,-0.05,skip_30-50,4,1.0,0.03,7,d20_g5_skip_30-50_D4_R1.0_T0.03_H7,535.1,-17.4,4.34,1502,50.7,24.442718801388637,6.999999999999998,-4.0,-999.0
779.6,-16.9,4.24,910.0,51.8,-0.2,-0.05,skip_25-50,4,1.0,0.03,7,d20_g5_skip_25-50_D4_R1.0_T0.03_H7,411.8,-17.4,4.14,1419,51.0,18.81052439247214,6.999999999999998,-3.700000000000003,-999.0
816.6,-15.8,4.36,901.0,52.2,-0.2,-0.05,skip_30-55,4,1.0,0.03,7,d20_g5_skip_30-55_D4_R1.0_T0.03_H7,496.6,-17.4,4.37,1391,51.8,22.68408551068884,6.999999999999998,-2.9000000000000057,-999.0
766.8,-15.5,4.25,873.0,52.4,-0.2,-0.05,skip_25-55,4,1.0,0.03,7,d20_g5_skip_25-55_D4_R1.0_T0.03_H7,380.8,-17.4,4.19,1308,52.1,17.394482002558014,6.999999999999998,-2.6000000000000014,-999.0
653.0,-15.0,3.63,690.0,52.4,-0.2,-0.05,only_bear<25,4,1.0,0.03,7,d20_g5_only_bear<25_D4_R1.0_T0.03_H7,127.1,-17.4,3.02,759,52.4,5.805773798647908,6.999999999999998,-2.3000000000000043,-999.0
717.4,-16.7,4.61,1025.0,52.5,-0.25,-0.02,none,4,1.0,0.03,7,d25_g2_none_D4_R1.0_T0.03_H7,693.1,-18.6,4.83,1844,51.7,31.65996711127353,8.200000000000001,-3.0,-999.0
723.6,-16.9,3.96,825.0,51.5,-0.2,-0.05,only_broad>50,4,1.0,0.03,7,d20_g5_only_broad>50_D4_R1.0_T0.03_H7,267.8,-17.4,3.63,1163,51.0,12.232779097387175,6.999999999999998,-3.700000000000003,-999.0
1128.2,-15.6,4.9,1137.0,52.6,-0.25,,none,4,1.0,0.03,7,d25_gNone_none_D4_R1.0_T0.03_H7,844.4,-18.6,4.87,1980,50.8,38.571167549789884,8.200000000000001,-3.9000000000000057,-999.0
979.0,-15.7,4.74,1003.0,52.7,-0.25,,skip_30-50,4,1.0,0.03,7,d25_gNone_skip_30-50_D4_R1.0_T0.03_H7,535.6,-18.6,4.59,1578,51.3,24.46555819477435,8.200000000000001,-3.4000000000000057,-999.0
932.3,-16.0,4.62,975.0,52.7,-0.25,,skip_25-50,4,1.0,0.03,7,d25_gNone_skip_25-50_D4_R1.0_T0.03_H7,422.9,-18.6,4.37,1493,51.5,19.317558925634938,8.200000000000001,-3.200000000000003,-999.0
952.6,-14.2,4.71,965.0,53.2,-0.25,,skip_30-55,4,1.0,0.03,7,d25_gNone_skip_30-55_D4_R1.0_T0.03_H7,473.4,-18.6,4.55,1462,52.4,21.624337657591816,8.200000000000001,-2.3000000000000043,-999.0
912.6,-14.6,4.59,936.0,53.3,-0.25,,skip_25-55,4,1.0,0.03,7,d25_gNone_skip_25-55_D4_R1.0_T0.03_H7,371.7,-18.6,4.33,1377,52.7,16.97880504293806,8.200000000000001,-2.0,-999.0
812.0,-14.2,4.16,773.0,53.1,-0.25,,only_bear<30,4,1.0,0.03,7,d25_gNone_only_bear<30_D4_R1.0_T0.03_H7,181.0,-18.6,3.5,886,52.4,8.267860405627628,8.200000000000001,-2.3000000000000043,-999.0
794.0,-14.2,4.01,744.0,53.4,-0.25,,only_bear<25,4,1.0,0.03,7,d25_gNone_only_bear<25_D4_R1.0_T0.03_H7,131.2,-18.6,3.23,801,52.8,5.993056824410744,8.200000000000001,-1.9000000000000057,-999.0
882.6,-16.0,4.34,885.0,52.4,-0.25,,only_broad>50,4,1.0,0.03,7,d25_gNone_only_broad>50_D4_R1.0_T0.03_H7,287.6,-18.6,3.86,1224,51.4,13.137219075461356,8.200000000000001,-3.3000000000000043,-999.0
1220.0,-15.8,4.93,1156.0,52.5,-0.3,,none,4,1.0,0.03,7,d30_gNone_none_D4_R1.0_T0.03_H7,985.3,-19.0,4.92,1993,50.7,45.00730860588343,8.6,-4.0,-999.0
1038.7,-16.1,4.78,1022.0,52.7,-0.3,,skip_30-50,4,1.0,0.03,7,d30_gNone_skip_30-50_D4_R1.0_T0.03_H7,640.2,-19.0,4.65,1591,51.3,29.243559291065235,8.6,-3.4000000000000057,-999.0
979.4,-16.5,4.66,994.0,52.7,-0.3,,skip_25-50,4,1.0,0.03,7,d30_gNone_skip_25-50_D4_R1.0_T0.03_H7,509.0,-19.0,4.43,1506,51.5,23.25050246665449,8.6,-3.200000000000003,-999.0
1946.9,-14.6,4.89,989.0,54.0,,,skip_25-55,4,1.0,0.03,10,dNone_gNone_skip_25-55_D4_R1.0_T0.03_H10,573.2,-19.1,4.44,1414,52.1,26.18308057737987,8.700000000000001,-2.6000000000000014,-999.0
969.7,-16.1,4.63,956.0,53.0,-0.3,-0.05,skip_30-55,4,1.0,0.03,7,d30_g5_skip_30-55_D4_R1.0_T0.03_H7,561.3,-19.8,4.53,1435,52.3,25.639503014799924,9.4,-2.4000000000000057,-999.0
917.3,-16.9,4.52,928.0,53.2,-0.3,-0.05,skip_25-55,4,1.0,0.03,7,d30_g5_skip_25-55_D4_R1.0_T0.03_H7,440.6,-19.8,4.32,1350,52.6,20.12607345148913,9.4,-2.1000000000000014,-999.0
811.1,-15.9,4.08,770.0,53.2,-0.3,-0.05,only_bear<30,4,1.0,0.03,7,d30_g5_only_bear<30_D4_R1.0_T0.03_H7,215.8,-19.8,3.48,876,52.7,9.85748218527316,9.4,-2.0,-999.0
788.6,-15.9,3.93,741.0,53.8,-0.3,-0.05,only_bear<25,4,1.0,0.03,7,d30_g5_only_bear<25_D4_R1.0_T0.03_H7,158.2,-19.8,3.22,791,53.4,7.226384067239174,9.4,-1.3000000000000043,-999.0
858.8,-18.2,4.21,875.0,52.0,-0.3,-0.05,only_broad>50,4,1.0,0.03,7,d30_g5_only_broad>50_D4_R1.0_T0.03_H7,287.4,-19.8,3.75,1192,51.0,13.12808331810707,9.4,-3.700000000000003,-999.0
2354.0,-16.0,5.26,1192.0,53.5,,,none,4,1.0,0.03,10,dNone_gNone_none_D4_R1.0_T0.03_H10,1361.3,-19.1,5.14,2024,50.7,62.18253243193861,8.700000000000001,-4.0,-999.0
2062.1,-15.5,5.05,1057.0,53.5,,,skip_30-50,4,1.0,0.03,10,dNone_gNone_skip_30-50_D4_R1.0_T0.03_H10,829.3,-19.1,4.75,1617,51.1,37.88141786954139,8.700000000000001,-3.6000000000000014,-999.0
1983.3,-15.9,4.93,1028.0,53.6,,,skip_25-50,4,1.0,0.03,10,dNone_gNone_skip_25-50_D4_R1.0_T0.03_H10,658.7,-19.1,4.52,1532,51.2,30.088616846336564,8.700000000000001,-3.5,-999.0
2012.7,-13.9,5.01,1017.0,53.9,,,skip_30-55,4,1.0,0.03,10,dNone_gNone_skip_30-55_D4_R1.0_T0.03_H10,724.5,-19.1,4.68,1499,51.9,33.09428101589622,8.700000000000001,-2.8000000000000043,-999.0
1786.1,-13.9,4.5,821.0,54.2,,,only_bear<30,4,1.0,0.03,10,dNone_gNone_only_bear<30_D4_R1.0_T0.03_H10,270.9,-19.1,3.7,911,52.5,12.374383336378585,8.700000000000001,-2.200000000000003,-999.0
1005.2,-14.6,4.75,983.0,53.2,-0.3,,skip_30-55,4,1.0,0.03,7,d30_gNone_skip_30-55_D4_R1.0_T0.03_H7,567.7,-19.0,4.6,1475,52.3,25.93184725013704,8.6,-2.4000000000000057,-999.0
1760.1,-13.9,4.34,793.0,54.5,,,only_bear<25,4,1.0,0.03,10,dNone_gNone_only_bear<25_D4_R1.0_T0.03_H10,202.8,-19.1,3.42,826,52.9,9.263657957244657,8.700000000000001,-1.8000000000000043,-999.0
453.2,-13.1,3.98,649.0,53.7,,-0.02,skip_30-50,4,1.5,0.03,7,dNone_g2_skip_30-50_D4_R1.5_T0.03_H7,360.8,-13.1,3.97,1067,53.4,16.480906267129548,2.6999999999999993,-1.3000000000000043,-999.0
1207.1,-16.0,4.98,1060.0,53.3,,-0.02,none,4,1.0,0.03,10,dNone_g2_none_D4_R1.0_T0.03_H10,1011.8,-19.4,5.02,1871,51.8,46.21779645532615,8.999999999999998,-2.9000000000000057,-999.0
1020.2,-15.6,4.74,931.0,53.3,,-0.02,skip_30-50,4,1.0,0.03,10,dNone_g2_skip_30-50_D4_R1.0_T0.03_H10,658.6,-19.4,4.54,1485,52.1,30.08404896765942,8.999999999999998,-2.6000000000000014,-999.0
969.2,-15.6,4.65,904.0,53.5,,-0.02,skip_25-50,4,1.0,0.03,10,dNone_g2_skip_25-50_D4_R1.0_T0.03_H10,547.6,-19.4,4.39,1404,52.5,25.01370363603143,8.999999999999998,-2.200000000000003,-999.0
985.6,-14.2,4.7,894.0,53.8,,-0.02,skip_30-55,4,1.0,0.03,10,dNone_g2_skip_30-55_D4_R1.0_T0.03_H10,584.3,-19.4,4.49,1374,53.1,26.69011511054266,8.999999999999998,-1.6000000000000014,-999.0
941.9,-13.9,4.62,867.0,54.1,,-0.02,skip_25-55,4,1.0,0.03,10,dNone_g2_skip_25-55_D4_R1.0_T0.03_H10,484.2,-19.4,4.33,1293,53.6,22.11766855472319,8.999999999999998,-1.1000000000000014,-999.0
819.0,-13.2,4.18,716.0,54.0,,-0.02,only_bear<30,4,1.0,0.03,10,dNone_g2_only_bear<30_D4_R1.0_T0.03_H10,231.3,-19.4,3.48,839,53.2,10.565503380230222,8.999999999999998,-1.5,-999.0
799.5,-13.2,4.07,689.0,54.9,,-0.02,only_bear<25,4,1.0,0.03,10,dNone_g2_only_bear<25_D4_R1.0_T0.03_H10,182.8,-19.4,3.29,758,54.1,8.350082221816189,8.999999999999998,-0.6000000000000014,-999.0
938.7,-18.2,4.54,966.0,52.6,-0.3,-0.05,skip_25-50,4,1.0,0.03,7,d30_g5_skip_25-50_D4_R1.0_T0.03_H7,491.3,-19.8,4.34,1466,51.5,22.441987940800296,9.4,-3.200000000000003,-999.0
998.7,-17.9,4.65,995.0,52.5,-0.3,-0.05,skip_30-50,4,1.0,0.03,7,d30_g5_skip_30-50_D4_R1.0_T0.03_H7,623.4,-19.8,4.55,1551,51.3,28.47615567330532,9.4,-3.4000000000000057,-999.0
1195.9,-17.6,4.83,1127.0,52.4,-0.3,-0.05,none,4,1.0,0.03,7,d30_g5_none_D4_R1.0_T0.03_H7,993.3,-19.8,4.87,1949,50.5,45.37273890005481,9.4,-4.200000000000003,-999.0
619.4,-17.8,4.14,824.0,52.6,-0.3,-0.03,only_broad>50,4,1.0,0.03,7,d30_g3_only_broad>50_D4_R1.0_T0.03_H7,268.7,-20.1,3.71,1151,51.5,12.273890005481455,9.700000000000001,-3.200000000000003,-999.0
954.4,-15.1,4.62,955.0,53.3,-0.3,,skip_25-55,4,1.0,0.03,7,d30_gNone_skip_25-55_D4_R1.0_T0.03_H7,449.4,-19.0,4.38,1390,52.6,20.528046775077655,8.6,-2.1000000000000014,-999.0
836.9,-14.6,4.19,790.0,53.1,-0.3,,only_bear<30,4,1.0,0.03,7,d30_gNone_only_bear<30_D4_R1.0_T0.03_H7,214.4,-19.0,3.54,895,52.3,9.793531883793168,8.6,-2.4000000000000057,-999.0
815.5,-14.6,4.03,762.0,53.4,-0.3,,only_bear<25,4,1.0,0.03,7,d30_gNone_only_bear<25_D4_R1.0_T0.03_H7,158.7,-19.0,3.27,810,52.7,7.2492234606248855,8.6,-2.0,-999.0
898.8,-16.5,4.35,902.0,52.3,-0.3,,only_broad>50,4,1.0,0.03,7,d30_gNone_only_broad>50_D4_R1.0_T0.03_H7,302.9,-19.0,3.87,1230,51.3,13.836104513064132,8.6,-3.4000000000000057,-999.0
796.3,-17.7,4.68,1037.0,52.7,-0.3,-0.02,none,4,1.0,0.03,7,d30_g2_none_D4_R1.0_T0.03_H7,781.7,-20.5,4.87,1856,51.8,35.70710761922164,10.1,-2.9000000000000057,-999.0
661.5,-17.5,4.45,909.0,52.8,-0.3,-0.02,skip_30-50,4,1.0,0.03,7,d30_g2_skip_30-50_D4_R1.0_T0.03_H7,521.4,-20.5,4.42,1472,52.1,23.816919422620135,10.1,-2.6000000000000014,-999.0
622.7,-17.5,4.37,882.0,53.0,-0.3,-0.02,skip_25-50,4,1.0,0.03,7,d30_g2_skip_25-50_D4_R1.0_T0.03_H7,436.1,-20.5,4.29,1391,52.6,19.920518911017727,10.1,-2.1000000000000014,-999.0
637.6,-15.7,4.43,872.0,53.4,-0.3,-0.02,skip_30-55,4,1.0,0.03,7,d30_g2_skip_30-55_D4_R1.0_T0.03_H7,469.6,-20.5,4.41,1361,53.4,21.450758267860408,10.1,-1.3000000000000043,-999.0
603.5,-15.7,4.36,845.0,53.8,-0.3,-0.02,skip_25-55,4,1.0,0.03,7,d30_g2_skip_25-55_D4_R1.0_T0.03_H7,391.3,-20.5,4.28,1280,54.0,17.87410926365796,10.1,-0.7000000000000028,-999.0
501.3,-15.0,3.86,696.0,53.1,-0.3,-0.02,only_bear<30,4,1.0,0.03,7,d30_g2_only_bear<30_D4_R1.0_T0.03_H7,175.8,-20.5,3.3,832,52.6,8.030330714416227,10.1,-2.1000000000000014,-999.0
486.2,-15.0,3.76,669.0,53.9,-0.3,-0.02,only_bear<25,4,1.0,0.03,7,d30_g2_only_bear<25_D4_R1.0_T0.03_H7,137.9,-20.5,3.14,751,53.5,6.299104695779281,10.1,-1.2000000000000028,-999.0
552.8,-18.5,4.05,795.0,52.4,-0.3,-0.02,only_broad>50,4,1.0,0.03,7,d30_g2_only_broad>50_D4_R1.0_T0.03_H7,261.3,-20.5,3.69,1128,52.0,11.935866983372922,10.1,-2.700000000000003,-999.0
905.2,-17.4,4.83,1073.0,52.9,-0.3,-0.03,none,4,1.0,0.03,7,d30_g3_none_D4_R1.0_T0.03_H7,894.7,-20.1,4.97,1897,51.2,40.86881052439248,9.700000000000001,-3.5,-999.0
751.8,-17.0,4.62,942.0,53.1,-0.3,-0.03,skip_30-50,4,1.0,0.03,7,d30_g3_skip_30-50_D4_R1.0_T0.03_H7,595.3,-20.1,4.56,1505,52.0,27.192581765028322,9.700000000000001,-2.700000000000003,-999.0
695.5,-17.0,4.51,914.0,53.2,-0.3,-0.03,skip_25-50,4,1.0,0.03,7,d30_g3_skip_25-50_D4_R1.0_T0.03_H7,468.3,-20.1,4.35,1420,52.3,21.39137584505756,9.700000000000001,-2.4000000000000057,-999.0
727.5,-15.4,4.62,905.0,53.8,-0.3,-0.03,skip_30-55,4,1.0,0.03,7,d30_g3_skip_30-55_D4_R1.0_T0.03_H7,542.0,-20.1,4.57,1394,53.3,24.757902430111457,9.700000000000001,-1.4000000000000057,-999.0
677.5,-15.2,4.5,877.0,54.1,-0.3,-0.03,skip_25-55,4,1.0,0.03,7,d30_g3_skip_25-55_D4_R1.0_T0.03_H7,424.8,-20.1,4.37,1309,53.7,19.40434862050064,9.700000000000001,-1.0,-999.0
578.3,-14.5,4.08,725.0,53.7,-0.3,-0.03,only_bear<30,4,1.0,0.03,7,d30_g3_only_bear<30_D4_R1.0_T0.03_H7,216.4,-20.1,3.53,855,52.7,9.884889457336014,9.700000000000001,-2.0,-999.0
555.5,-14.5,3.94,697.0,54.4,-0.3,-0.03,only_bear<25,4,1.0,0.03,7,d30_g3_only_bear<25_D4_R1.0_T0.03_H7,158.6,-20.1,3.29,770,53.4,7.244655581947744,9.700000000000001,-1.3000000000000043,-999.0
564.4,-15.9,4.3,857.0,52.9,-0.2,-0.03,skip_30-55,4,1.0,0.03,7,d20_g3_skip_30-55_D4_R1.0_T0.03_H7,480.7,-17.7,4.42,1352,52.9,21.957792801023206,7.299999999999999,-1.8000000000000043,-999.0
575.5,-17.7,4.26,893.0,52.1,-0.2,-0.03,skip_30-50,4,1.0,0.03,7,d20_g3_skip_30-50_D4_R1.0_T0.03_H7,505.0,-17.7,4.34,1460,51.4,23.067787319568794,7.299999999999999,-3.3000000000000043,-999.0
762.5,-7.9,5.62,865.0,60.4,-0.25,-0.03,skip_25-55,4,1.0,0.02,10,d25_g3_skip_25-55_D4_R1.0_T0.02_H10,528.9,-10.2,5.61,1299,58.9,24.15951032340581,-0.20000000000000107,4.199999999999996,-999.0
640.9,-7.0,4.9,697.0,60.4,-0.3,-0.03,only_bear<25,4,1.0,0.02,10,d30_g3_only_bear<25_D4_R1.0_T0.02_H10,211.5,-10.2,4.23,770,58.1,9.661063402156039,-0.20000000000000107,3.3999999999999986,-999.0
565.3,-6.5,4.78,696.0,59.1,-0.3,-0.02,only_bear<30,4,1.0,0.02,10,d30_g2_only_bear<30_D4_R1.0_T0.02_H10,243.5,-9.4,4.22,832,57.2,11.122784578841587,-1.0,2.5,-999.0
544.4,-6.5,4.69,669.0,59.8,-0.3,-0.02,only_bear<25,4,1.0,0.02,10,d30_g2_only_bear<25_D4_R1.0_T0.02_H10,187.5,-9.4,4.12,751,57.9,8.56477251964188,-1.0,3.1999999999999957,-999.0
639.3,-8.1,5.12,795.0,58.9,-0.3,-0.02,only_broad>50,4,1.0,0.02,10,d30_g2_only_broad>50_D4_R1.0_T0.02_H10,384.1,-9.4,4.89,1128,57.4,17.545221998903713,-1.0,2.6999999999999957,-999.0
1213.9,-8.2,6.08,1073.0,59.0,-0.3,-0.03,none,4,1.0,0.02,10,d30_g3_none_D4_R1.0_T0.02_H10,1462.3,-10.2,6.38,1897,56.2,66.79608989585238,-0.20000000000000107,1.5,-999.0
941.6,-8.1,5.8,942.0,59.4,-0.3,-0.03,skip_30-50,4,1.0,0.02,10,d30_g3_skip_30-50_D4_R1.0_T0.02_H10,922.2,-10.2,5.81,1505,57.3,42.12497716060662,-0.20000000000000107,2.5999999999999943,-999.0
857.8,-8.1,5.72,914.0,59.6,-0.3,-0.03,skip_25-50,4,1.0,0.02,10,d30_g3_skip_25-50_D4_R1.0_T0.02_H10,726.1,-10.2,5.7,1420,57.7,33.1673670747305,-0.20000000000000107,3.0,-999.0
