avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,depth,gap,breadth_mode,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr,xirr_pct_of_base,dd_improvement,wr_improvement,sweet_score
225.5,-5.4,3.68,364.0,65.4,-0.3,,only_bear<25,5,1.5,0.02,7,d30_gNone_only_bear<25_D5_R1.5_T0.02_H7,121.1,-5.6,3.44,433,62.4,5.531701078019368,-4.800000000000001,7.699999999999996,-999.0
261.8,-6.8,3.86,414.0,62.0,-0.3,,only_broad>50,5,1.5,0.02,7,d30_gNone_only_broad>50_D5_R1.5_T0.02_H7,190.5,-9.4,3.74,583,57.5,8.701808879956149,-1.0,2.799999999999997,-999.0
410.4,-6.8,3.87,463.0,61.8,-0.3,-0.02,none,5,1.5,0.02,7,d30_g2_none_D5_R1.5_T0.02_H7,556.9,-6.5,3.98,892,60.8,25.438516353005664,-3.9000000000000004,6.099999999999994,-999.0
268.8,-6.6,3.86,401.0,61.9,-0.3,-0.02,skip_30-50,5,1.5,0.02,7,d30_g2_skip_30-50_D5_R1.5_T0.02_H7,345.0,-5.9,4.07,706,60.6,15.759181436141056,-4.5,5.899999999999999,-999.0
228.6,-6.9,3.9,387.0,62.1,-0.3,-0.02,skip_25-50,5,1.5,0.02,7,d30_g2_skip_25-50_D5_R1.5_T0.02_H7,275.2,-6.8,4.22,664,61.0,12.570802119495706,-3.6000000000000005,6.299999999999997,-999.0
188.8,-7.2,3.43,364.0,61.1,-0.2,,only_broad>50,5,1.5,0.02,7,d20_gNone_only_broad>50_D5_R1.5_T0.02_H7,160.4,-9.4,3.52,544,57.2,7.326877398136307,-1.0,2.5,-999.0
148.9,-5.8,3.22,311.0,62.1,-0.2,,only_bear<25,5,1.5,0.02,7,d20_gNone_only_bear<25_D5_R1.5_T0.02_H7,80.2,-6.5,3.13,384,58.9,3.6634386990681533,-3.9000000000000004,4.199999999999996,-999.0
167.9,-5.8,3.13,326.0,61.8,-0.2,,only_bear<30,5,1.5,0.02,7,d20_gNone_only_bear<30_D5_R1.5_T0.02_H7,122.4,-6.5,2.86,430,58.4,5.591083500822219,-3.9000000000000004,3.6999999999999957,-999.0
404.0,-15.7,3.96,612.0,54.1,-0.3,-0.02,skip_25-50,4,1.5,0.03,10,d30_g2_skip_25-50_D4_R1.5_T0.03_H10,339.9,-13.9,3.94,1002,54.3,15.526219623606796,3.5,-0.4000000000000057,-999.0
685.7,-14.3,4.54,767.0,54.4,-0.3,,skip_30-50,4,1.5,0.03,10,d30_gNone_skip_30-50_D4_R1.5_T0.03_H10,546.9,-12.9,4.41,1233,52.6,24.981728485291434,2.5,-2.1000000000000014,-999.0
639.6,-14.3,4.42,746.0,54.5,-0.3,,skip_25-50,4,1.5,0.03,10,d30_gNone_skip_25-50_D4_R1.5_T0.03_H10,447.8,-12.9,4.19,1171,52.9,20.454960716243377,2.5,-1.8000000000000043,-999.0
673.0,-13.2,4.54,737.0,54.9,-0.3,,skip_30-55,4,1.5,0.03,10,d30_gNone_skip_30-55_D4_R1.5_T0.03_H10,520.5,-12.7,4.42,1143,53.7,23.775808514525856,2.299999999999999,-1.0,-999.0
629.7,-13.2,4.43,716.0,55.1,-0.3,,skip_25-55,4,1.5,0.03,10,d30_gNone_skip_25-55_D4_R1.5_T0.03_H10,425.4,-12.7,4.21,1081,54.1,19.431755892563494,2.299999999999999,-0.6000000000000014,-999.0
535.7,-13.2,4.05,596.0,54.7,-0.3,,only_bear<30,4,1.5,0.03,10,d30_gNone_only_bear<30_D4_R1.5_T0.03_H10,223.7,-12.7,3.49,721,53.7,10.218344600767404,2.299999999999999,-1.0,-999.0
517.2,-13.2,3.9,575.0,55.2,-0.3,,only_bear<25,4,1.5,0.03,10,d30_gNone_only_bear<25_D4_R1.5_T0.03_H10,174.0,-12.7,3.23,659,54.3,7.948108898227664,2.299999999999999,-0.4000000000000057,-999.0
561.2,-14.2,4.1,664.0,54.1,-0.3,,only_broad>50,4,1.5,0.03,10,d30_gNone_only_broad>50_D4_R1.5_T0.03_H10,253.7,-12.7,3.61,924,52.6,11.588708203910105,2.299999999999999,-2.1000000000000014,-999.0
543.0,-15.0,4.27,725.0,53.8,-0.3,-0.02,none,4,1.5,0.03,10,d30_g2_none_D4_R1.5_T0.03_H10,616.2,-12.2,4.55,1341,53.4,28.147268408551074,1.799999999999999,-1.3000000000000043,-999.0
430.3,-15.5,4.04,631.0,53.8,-0.3,-0.02,skip_30-50,4,1.5,0.03,10,d30_g2_skip_30-50_D4_R1.5_T0.03_H10,397.8,-13.1,4.08,1060,53.6,18.17102137767221,2.6999999999999993,-1.1000000000000014,-999.0
427.7,-14.0,4.07,604.0,54.6,-0.3,-0.02,skip_30-55,4,1.5,0.03,10,d30_g2_skip_30-55_D4_R1.5_T0.03_H10,392.4,-12.2,4.16,979,55.1,17.92435592910652,1.799999999999999,0.3999999999999986,-999.0
374.2,-12.4,3.72,508.0,55.5,-0.3,-0.03,only_bear<25,4,1.5,0.03,10,d30_g3_only_bear<25_D4_R1.5_T0.03_H10,179.5,-13.3,3.26,613,55.1,8.199342225470492,2.9000000000000004,0.3999999999999986,-999.0
401.9,-14.9,4.0,585.0,55.1,-0.3,-0.02,skip_25-55,4,1.5,0.03,10,d30_g2_skip_25-55_D4_R1.5_T0.03_H10,335.1,-12.2,4.02,921,55.9,15.306961447103967,1.799999999999999,1.1999999999999957,-999.0
330.7,-13.5,3.6,493.0,54.1,-0.3,-0.02,only_bear<30,4,1.5,0.03,10,d30_g2_only_bear<30_D4_R1.5_T0.03_H10,181.3,-12.2,3.25,644,54.2,8.281564041659054,1.799999999999999,-0.5,-999.0
317.7,-13.5,3.5,473.0,55.1,-0.3,-0.02,only_bear<25,4,1.5,0.03,10,d30_g2_only_bear<25_D4_R1.5_T0.03_H10,148.6,-12.2,3.08,586,55.5,6.78786771423351,1.799999999999999,0.7999999999999972,-999.0
343.9,-16.1,3.62,536.0,53.4,-0.3,-0.02,only_broad>50,4,1.5,0.03,10,d30_g2_only_broad>50_D4_R1.5_T0.03_H10,189.8,-15.0,3.33,774,53.4,8.669833729216153,4.6,-1.3000000000000043,-999.0
643.8,-13.8,4.51,774.0,53.9,-0.3,-0.03,none,4,1.5,0.03,10,d30_g3_none_D4_R1.5_T0.03_H10,743.3,-13.3,4.75,1412,52.6,33.95304220719898,2.9000000000000004,-2.1000000000000014,-999.0
509.7,-14.6,4.3,676.0,54.2,-0.3,-0.03,skip_30-50,4,1.5,0.03,10,d30_g3_skip_30-50_D4_R1.5_T0.03_H10,482.3,-14.1,4.34,1116,53.4,22.030878859857484,3.6999999999999993,-1.3000000000000043,-999.0
468.6,-14.6,4.19,655.0,54.4,-0.3,-0.03,skip_25-50,4,1.5,0.03,10,d30_g3_skip_25-50_D4_R1.5_T0.03_H10,390.0,-14.1,4.14,1054,53.9,17.81472684085511,3.6999999999999993,-0.8000000000000043,-999.0
508.1,-12.9,4.34,648.0,54.9,-0.3,-0.03,skip_30-55,4,1.5,0.03,10,d30_g3_skip_30-55_D4_R1.5_T0.03_H10,478.8,-13.3,4.43,1033,54.8,21.871003106157502,2.9000000000000004,0.09999999999999432,-999.0
467.3,-13.7,4.24,627.0,55.3,-0.3,-0.03,skip_25-55,4,1.5,0.03,10,d30_g3_skip_25-55_D4_R1.5_T0.03_H10,387.1,-13.3,4.24,971,55.4,17.682258359217983,2.9000000000000004,0.6999999999999957,-999.0
820.1,-13.9,4.69,870.0,54.3,-0.3,,none,4,1.5,0.03,10,d30_gNone_none_D4_R1.5_T0.03_H10,801.1,-12.7,4.72,1544,52.1,36.59327608258725,2.299999999999999,-2.6000000000000014,-999.0
520.0,-14.7,4.01,619.0,53.2,-0.25,-0.05,only_broad>50,4,1.5,0.03,10,d25_g5_only_broad>50_D4_R1.5_T0.03_H10,225.0,-13.8,3.55,867,52.2,10.277727023570254,3.4000000000000004,-2.5,-999.0
474.9,-13.2,3.75,539.0,54.9,-0.25,-0.05,only_bear<25,4,1.5,0.03,10,d25_g5_only_bear<25_D4_R1.5_T0.03_H10,138.0,-13.6,3.07,629,54.7,6.3036725744564235,3.1999999999999993,0.0,-999.0
490.5,-13.2,3.9,560.0,54.2,-0.25,-0.05,only_bear<30,4,1.5,0.03,10,d25_g5_only_bear<30_D4_R1.5_T0.03_H10,182.9,-13.6,3.32,691,53.8,8.35465010049333,3.1999999999999993,-0.9000000000000057,-999.0
358.6,-14.1,3.84,599.0,53.5,-0.25,-0.02,skip_25-50,4,1.5,0.03,10,d25_g2_skip_25-50_D4_R1.5_T0.03_H10,285.3,-13.9,3.85,988,54.0,13.032157865887084,3.5,-0.7000000000000028,-999.0
377.9,-11.9,3.96,592.0,54.0,-0.25,-0.02,skip_30-55,4,1.5,0.03,10,d25_g2_skip_30-55_D4_R1.5_T0.03_H10,331.3,-12.2,4.08,965,54.8,15.133382057372557,1.799999999999999,0.09999999999999432,-999.0
356.9,-13.2,3.89,572.0,54.5,-0.25,-0.02,skip_25-55,4,1.5,0.03,10,d25_g2_skip_25-55_D4_R1.5_T0.03_H10,281.1,-12.2,3.95,907,55.7,12.840306961447107,1.799999999999999,1.0,-999.0
294.7,-11.9,3.46,481.0,53.4,-0.25,-0.02,only_bear<30,4,1.5,0.03,10,d25_g2_only_bear<30_D4_R1.5_T0.03_H10,145.6,-12.2,3.14,634,53.9,6.65083135391924,1.799999999999999,-0.8000000000000043,-999.0
284.2,-11.9,3.37,462.0,54.5,-0.25,-0.02,only_bear<25,4,1.5,0.03,10,d25_g2_only_bear<25_D4_R1.5_T0.03_H10,117.0,-12.2,2.97,576,55.2,5.3444180522565325,1.799999999999999,0.5,-999.0
322.5,-14.4,3.56,527.0,52.8,-0.25,-0.02,only_broad>50,4,1.5,0.03,10,d25_g2_only_broad>50_D4_R1.5_T0.03_H10,190.8,-15.0,3.34,770,53.2,8.715512515987577,4.6,-1.5,-999.0
556.2,-13.8,4.39,761.0,53.4,-0.25,-0.03,none,4,1.5,0.03,10,d25_g3_none_D4_R1.5_T0.03_H10,609.8,-13.3,4.59,1395,52.2,27.85492417321396,2.9000000000000004,-2.5,-999.0
453.5,-14.6,4.18,663.0,53.7,-0.25,-0.03,skip_30-50,4,1.5,0.03,10,d25_g3_skip_30-50_D4_R1.5_T0.03_H10,392.2,-14.1,4.17,1101,52.9,17.91522017175224,3.6999999999999993,-1.8000000000000043,-999.0
421.5,-14.6,4.06,642.0,53.9,-0.25,-0.03,skip_25-50,4,1.5,0.03,10,d25_g3_skip_25-50_D4_R1.5_T0.03_H10,314.2,-14.1,3.97,1039,53.3,14.352274803581217,3.6999999999999993,-1.4000000000000057,-999.0
452.3,-12.7,4.22,635.0,54.4,-0.25,-0.03,skip_30-55,4,1.5,0.03,10,d25_g3_skip_30-55_D4_R1.5_T0.03_H10,389.3,-13.3,4.27,1018,54.2,17.782751690115113,2.9000000000000004,-0.5,-999.0
420.5,-13.7,4.12,615.0,54.7,-0.25,-0.03,skip_25-55,4,1.5,0.03,10,d25_g3_skip_25-55_D4_R1.5_T0.03_H10,311.7,-13.3,4.08,956,54.8,14.23807783665266,2.9000000000000004,0.09999999999999432,-999.0
358.7,-12.4,3.73,518.0,54.1,-0.25,-0.03,only_bear<30,4,1.5,0.03,10,d25_g3_only_bear<30_D4_R1.5_T0.03_H10,184.4,-13.3,3.33,666,53.6,8.423168280650467,2.9000000000000004,-1.1000000000000014,-999.0
342.2,-12.4,3.58,497.0,54.9,-0.25,-0.03,only_bear<25,4,1.5,0.03,10,d25_g3_only_bear<25_D4_R1.5_T0.03_H10,139.3,-13.3,3.08,604,54.5,6.363054997259273,2.9000000000000004,-0.20000000000000284,-999.0
379.1,-15.0,3.76,565.0,53.2,-0.25,-0.03,only_broad>50,4,1.5,0.03,10,d25_g3_only_broad>50_D4_R1.5_T0.03_H10,197.8,-15.2,3.44,808,52.5,9.03526402338754,4.799999999999999,-2.200000000000003,-999.0
704.8,-14.3,4.57,820.0,53.5,-0.25,-0.05,none,4,1.5,0.03,10,d25_g5_none_D4_R1.5_T0.03_H10,650.4,-13.6,4.56,1472,51.6,29.70948291613375,3.1999999999999993,-3.1000000000000014,-999.0
595.2,-14.4,4.38,719.0,53.7,-0.25,-0.05,skip_30-50,4,1.5,0.03,10,d25_g5_skip_30-50_D4_R1.5_T0.03_H10,419.3,-13.6,4.21,1167,52.4,19.153115293257812,3.1999999999999993,-2.3000000000000043,-999.0
561.2,-14.7,4.27,698.0,53.8,-0.25,-0.05,skip_25-50,4,1.5,0.03,10,d25_g5_skip_25-50_D4_R1.5_T0.03_H10,337.0,-13.8,4.01,1105,52.8,15.39375114196967,3.4000000000000004,-1.9000000000000057,-999.0
590.4,-13.2,4.42,689.0,54.2,-0.25,-0.05,skip_30-55,4,1.5,0.03,10,d25_g5_skip_30-55_D4_R1.5_T0.03_H10,408.2,-13.6,4.29,1077,53.4,18.646080760095014,3.1999999999999993,-1.3000000000000043,-999.0
557.6,-13.9,4.31,668.0,54.4,-0.25,-0.05,skip_25-55,4,1.5,0.03,10,d25_g5_skip_25-55_D4_R1.5_T0.03_H10,327.7,-13.6,4.09,1015,53.9,14.968938424995432,3.1999999999999993,-0.8000000000000043,-999.0
394.7,-12.4,3.86,529.0,54.7,-0.3,-0.03,only_bear<30,4,1.5,0.03,10,d30_g3_only_bear<30_D4_R1.5_T0.03_H10,232.1,-13.3,3.5,675,54.2,10.602046409647361,2.9000000000000004,-0.5,-999.0
397.1,-15.0,3.82,575.0,53.6,-0.3,-0.03,only_broad>50,4,1.5,0.03,10,d30_g3_only_broad>50_D4_R1.5_T0.03_H10,203.6,-15.2,3.49,815,52.9,9.300200986661796,4.799999999999999,-1.8000000000000043,-999.0
231.2,-5.8,3.78,398.0,62.8,-0.2,,skip_25-55,5,1.5,0.02,7,d20_gNone_skip_25-55_D5_R1.5_T0.02_H7,243.9,-6.5,4.23,645,60.2,11.141056093550157,-3.9000000000000004,5.5,-999.0
455.4,-6.0,4.36,494.0,63.0,,-0.05,skip_30-50,5,1.5,0.02,7,dNone_g5_skip_30-50_D5_R1.5_T0.02_H7,484.6,-7.5,4.34,802,59.5,22.135940069431758,-2.9000000000000004,4.799999999999997,-999.0
469.6,-5.3,4.18,516.0,62.7,,-0.03,none,5,1.5,0.02,7,dNone_g3_none_D5_R1.5_T0.02_H7,581.4,-5.6,4.01,960,59.3,26.55764662890554,-4.800000000000001,4.599999999999994,-999.0
333.5,-5.6,4.19,449.0,62.8,,-0.03,skip_30-50,5,1.5,0.02,7,dNone_g3_skip_30-50_D5_R1.5_T0.02_H7,373.0,-6.2,4.16,759,59.6,17.03818746574091,-4.2,4.899999999999999,-999.0
284.0,-5.8,4.21,433.0,63.0,,-0.03,skip_25-50,5,1.5,0.02,7,dNone_g3_skip_25-50_D5_R1.5_T0.02_H7,285.3,-6.8,4.28,713,59.9,13.032157865887084,-3.6000000000000005,5.199999999999996,-999.0
332.3,-5.3,4.19,431.0,63.9,,-0.03,skip_30-55,5,1.5,0.02,7,dNone_g3_skip_30-55_D5_R1.5_T0.02_H7,371.0,-5.6,4.18,706,61.6,16.946829892198064,-4.800000000000001,6.899999999999999,-999.0
283.1,-5.3,4.23,416.0,64.2,,-0.03,skip_25-55,5,1.5,0.02,7,dNone_g3_skip_25-55_D5_R1.5_T0.02_H7,283.6,-5.6,4.33,660,62.1,12.954503928375665,-4.800000000000001,7.399999999999999,-999.0
219.8,-5.3,3.67,350.0,63.4,,-0.03,only_bear<30,5,1.5,0.02,7,dNone_g3_only_bear<30_D5_R1.5_T0.02_H7,161.3,-5.6,3.14,464,60.8,7.367988306230587,-4.800000000000001,6.099999999999994,-999.0
197.9,-5.3,3.7,335.0,64.0,,-0.03,only_bear<25,5,1.5,0.02,7,dNone_g3_only_bear<25_D5_R1.5_T0.02_H7,112.8,-5.6,3.32,418,61.5,5.152567147816554,-4.800000000000001,6.799999999999997,-999.0
224.0,-6.1,3.84,371.0,62.3,,-0.03,only_broad>50,5,1.5,0.02,7,dNone_g3_only_broad>50_D5_R1.5_T0.02_H7,162.8,-7.8,3.57,525,58.9,7.436506486387723,-2.6000000000000005,4.199999999999996,-999.0
644.1,-5.4,4.37,566.0,62.7,,-0.05,none,5,1.5,0.02,7,dNone_g5_none_D5_R1.5_T0.02_H7,753.4,-5.6,4.23,1017,58.8,34.41439795359035,-4.800000000000001,4.099999999999994,-999.0
389.9,-6.0,4.36,479.0,63.1,,-0.05,skip_25-50,5,1.5,0.02,7,dNone_g5_skip_25-50_D5_R1.5_T0.02_H7,376.2,-7.5,4.4,756,59.8,17.184359583409464,-2.9000000000000004,5.099999999999994,-999.0
781.7,-15.3,4.63,836.0,53.9,-0.3,-0.05,none,4,1.5,0.03,10,d30_g5_none_D4_R1.5_T0.03_H10,793.7,-13.6,4.73,1487,52.0,36.25525306047872,3.1999999999999993,-2.700000000000003,-999.0
451.7,-5.0,4.36,474.0,64.0,,-0.05,skip_30-55,5,1.5,0.02,7,dNone_g5_skip_30-55_D5_R1.5_T0.02_H7,478.9,-5.6,4.35,742,61.5,21.875570984834646,-4.800000000000001,6.799999999999997,-999.0
387.2,-5.2,4.37,459.0,64.2,,-0.05,skip_25-55,5,1.5,0.02,7,dNone_g5_skip_25-55_D5_R1.5_T0.02_H7,371.4,-5.6,4.43,696,61.9,16.965101406906633,-4.800000000000001,7.199999999999996,-999.0
296.6,-5.0,3.82,387.0,64.1,,-0.05,only_bear<30,5,1.5,0.02,7,dNone_g5_only_bear<30_D5_R1.5_T0.02_H7,201.5,-5.6,3.25,480,61.5,9.204275534441805,-4.800000000000001,6.799999999999997,-999.0
270.2,-5.0,3.78,372.0,64.7,,-0.05,only_bear<25,5,1.5,0.02,7,dNone_g5_only_bear<25_D5_R1.5_T0.02_H7,145.6,-5.6,3.3,434,62.2,6.65083135391924,-4.800000000000001,7.5,-999.0
293.2,-6.6,4.01,413.0,62.0,,-0.05,only_broad>50,5,1.5,0.02,7,dNone_g5_only_broad>50_D5_R1.5_T0.02_H7,187.0,-9.1,3.77,557,58.2,8.541933126256167,-1.3000000000000007,3.5,-999.0
352.1,-6.5,3.92,498.0,61.3,-0.2,,none,5,1.5,0.02,7,d20_gNone_none_D5_R1.5_T0.02_H7,440.9,-7.4,4.47,946,57.1,20.139777087520557,-3.0,2.3999999999999986,-999.0
274.9,-6.6,3.71,433.0,61.4,-0.2,,skip_30-50,5,1.5,0.02,7,d20_gNone_skip_30-50_D5_R1.5_T0.02_H7,320.5,-7.8,4.01,751,57.4,14.640051160241185,-2.6000000000000005,2.6999999999999957,-999.0
229.5,-6.6,3.75,418.0,61.4,-0.2,,skip_25-50,5,1.5,0.02,7,d20_gNone_skip_25-50_D5_R1.5_T0.02_H7,240.7,-7.8,4.16,705,57.6,10.994883975881601,-2.6000000000000005,2.8999999999999986,-999.0
277.3,-5.8,3.73,413.0,62.6,-0.2,,skip_30-55,5,1.5,0.02,7,d20_gNone_skip_30-55_D5_R1.5_T0.02_H7,324.4,-6.5,4.06,691,59.8,14.818198428649735,-3.9000000000000004,5.099999999999994,-999.0
198.0,-7.0,3.66,341.0,61.9,,-0.02,only_broad>50,5,1.5,0.02,7,dNone_g2_only_broad>50_D5_R1.5_T0.02_H7,157.1,-6.8,3.49,494,59.9,7.1761374017906085,-3.6000000000000005,5.199999999999996,-999.0
175.3,-6.5,3.51,309.0,63.0,,-0.02,only_bear<25,5,1.5,0.02,7,dNone_g2_only_bear<25_D5_R1.5_T0.02_H7,113.2,-5.5,3.22,398,61.6,5.170838662525124,-4.9,6.899999999999999,-999.0
193.7,-6.5,3.48,323.0,62.4,,-0.02,only_bear<30,5,1.5,0.02,7,dNone_g2_only_bear<30_D5_R1.5_T0.02_H7,152.9,-5.5,3.05,440,60.9,6.984286497350631,-4.9,6.199999999999996,-999.0
263.1,-6.5,4.04,383.0,63.7,,-0.02,skip_25-55,5,1.5,0.02,7,dNone_g2_skip_25-55_D5_R1.5_T0.02_H7,285.9,-5.5,4.24,620,63.2,13.059565137949935,-4.9,8.5,-999.0
638.0,-15.3,4.44,734.0,54.2,-0.3,-0.05,skip_30-50,4,1.5,0.03,10,d30_g5_skip_30-50_D4_R1.5_T0.03_H10,515.8,-13.6,4.37,1180,52.8,23.561118216700162,3.1999999999999993,-1.9000000000000057,-999.0
594.1,-15.7,4.34,713.0,54.3,-0.3,-0.05,skip_25-50,4,1.5,0.03,10,d30_g5_skip_25-50_D4_R1.5_T0.03_H10,418.2,-13.8,4.17,1118,53.2,19.102868627809247,3.4000000000000004,-1.5,-999.0
631.8,-14.2,4.47,704.0,54.7,-0.3,-0.05,skip_30-55,4,1.5,0.03,10,d30_g5_skip_30-55_D4_R1.5_T0.03_H10,502.6,-13.6,4.43,1090,53.9,22.95815823131738,3.1999999999999993,-0.8000000000000043,-999.0
589.4,-14.8,4.37,683.0,55.0,-0.3,-0.05,skip_25-55,4,1.5,0.03,10,d30_g5_skip_25-55_D4_R1.5_T0.03_H10,407.1,-13.6,4.24,1028,54.4,18.59583409464645,3.1999999999999993,-0.30000000000000426,-999.0
510.1,-14.2,3.97,573.0,54.8,-0.3,-0.05,only_bear<30,4,1.5,0.03,10,d30_g5_only_bear<30_D4_R1.5_T0.03_H10,231.1,-13.6,3.48,698,54.3,10.556367622875937,3.1999999999999993,-0.4000000000000057,-999.0
490.5,-14.2,3.83,552.0,55.5,-0.3,-0.05,only_bear<25,4,1.5,0.03,10,d30_g5_only_bear<25_D4_R1.5_T0.03_H10,178.6,-13.6,3.24,636,55.2,8.158231317376211,3.1999999999999993,0.5,-999.0
521.5,-15.7,4.01,632.0,53.6,-0.3,-0.05,only_broad>50,4,1.5,0.03,10,d30_g5_only_broad>50_D4_R1.5_T0.03_H10,231.1,-13.8,3.59,874,52.5,10.556367622875937,3.4000000000000004,-2.200000000000003,-999.0
753.6,-5.6,4.44,595.0,62.7,,,none,5,1.5,0.02,7,dNone_gNone_none_D5_R1.5_T0.02_H7,832.0,-5.8,4.33,1064,58.5,38.004750593824234,-4.6000000000000005,3.799999999999997,-999.0
529.6,-6.3,4.42,522.0,63.1,,,skip_30-50,5,1.5,0.02,7,dNone_gNone_skip_30-50_D5_R1.5_T0.02_H7,526.0,-7.8,4.41,843,59.3,24.027041841768686,-2.6000000000000005,4.599999999999994,-999.0
455.0,-6.3,4.41,506.0,63.2,,,skip_25-50,5,1.5,0.02,7,dNone_gNone_skip_25-50_D5_R1.5_T0.02_H7,406.6,-7.8,4.45,797,59.6,18.572994701260736,-2.6000000000000005,4.899999999999999,-999.0
530.1,-5.2,4.43,502.0,64.2,,,skip_30-55,5,1.5,0.02,7,dNone_gNone_skip_30-55_D5_R1.5_T0.02_H7,526.7,-5.6,4.44,783,61.6,24.059016992508685,-4.800000000000001,6.899999999999999,-999.0
455.4,-5.2,4.43,486.0,64.5,,,skip_25-55,5,1.5,0.02,7,dNone_gNone_skip_25-55_D5_R1.5_T0.02_H7,407.2,-5.6,4.49,737,62.0,18.600401973323592,-4.800000000000001,7.299999999999997,-999.0
347.6,-5.2,3.88,405.0,64.6,,,only_bear<30,5,1.5,0.02,7,dNone_gNone_only_bear<30_D5_R1.5_T0.02_H7,211.9,-5.6,3.31,493,61.7,9.67933491686461,-4.800000000000001,7.0,-999.0
319.1,-5.2,3.83,390.0,65.2,,,only_bear<25,5,1.5,0.02,7,dNone_gNone_only_bear<25_D5_R1.5_T0.02_H7,152.4,-5.6,3.34,447,62.4,6.96144710396492,-4.800000000000001,7.699999999999996,-999.0
344.8,-6.8,4.04,438.0,61.9,,,only_broad>50,5,1.5,0.02,7,dNone_gNone_only_broad>50_D5_R1.5_T0.02_H7,196.7,-9.4,3.77,593,57.5,8.985017357938974,-1.0,2.799999999999997,-999.0
451.4,-6.6,4.01,478.0,62.3,,-0.02,none,5,1.5,0.02,7,dNone_g2_none_D5_R1.5_T0.02_H7,576.1,-5.6,3.99,905,60.8,26.315549059016995,-4.800000000000001,6.099999999999994,-999.0
305.5,-6.7,3.99,415.0,62.1,,-0.02,skip_30-50,5,1.5,0.02,7,dNone_g2_skip_30-50_D5_R1.5_T0.02_H7,358.8,-5.9,4.07,715,60.4,16.3895486935867,-4.5,5.699999999999996,-999.0
263.7,-7.0,4.02,401.0,62.3,,-0.02,skip_25-50,5,1.5,0.02,7,dNone_g2_skip_25-50_D5_R1.5_T0.02_H7,286.9,-6.8,4.19,673,60.8,13.10524392472136,-3.6000000000000005,6.099999999999994,-999.0
304.7,-6.5,4.0,397.0,63.4,,-0.02,skip_30-55,5,1.5,0.02,7,dNone_g2_skip_30-55_D5_R1.5_T0.02_H7,357.6,-5.5,4.09,662,62.7,16.334734149460992,-4.9,8.0,-999.0
793.6,-7.1,5.13,746.0,60.2,,-0.03,only_bear<30,4,1.0,0.02,7,dNone_g3_only_bear<30_D4_R1.0_T0.02_H7,301.6,-10.2,4.4,866,57.9,13.776722090261284,-0.20000000000000107,3.1999999999999957,-999.0
1190.1,-8.0,5.99,1060.0,59.1,,-0.02,none,4,1.0,0.02,7,dNone_g2_none_D4_R1.0_T0.02_H7,1306.3,-9.4,6.3,1871,57.1,59.67019915951033,-1.0,2.3999999999999986,-999.0
1027.8,-7.1,5.86,927.0,60.6,,-0.03,skip_30-55,4,1.0,0.02,7,dNone_g3_skip_30-55_D4_R1.0_T0.02_H7,835.9,-10.2,5.75,1411,59.2,38.18289786223278,-0.20000000000000107,4.5,-999.0
1106.0,-9.0,5.73,1073.0,57.9,-0.2,,skip_25-50,3,1.5,0.02,7,d20_gNone_skip_25-50_D3_R1.5_T0.02_H7,625.9,-7.1,5.58,1665,55.1,28.590352640233878,-3.3000000000000007,0.3999999999999986,-999.0
1986.6,-6.9,6.39,1150.0,59.5,,-0.05,skip_30-50,3,1.5,0.02,7,dNone_g5_skip_30-50_D3_R1.5_T0.02_H7,1095.8,-10.0,6.12,1785,56.2,50.05481454412571,-0.40000000000000036,1.5,-999.0
1919.5,-6.7,6.27,1120.0,59.6,,-0.05,skip_25-50,3,1.5,0.02,7,dNone_g5_skip_25-50_D3_R1.5_T0.02_H7,928.3,-9.4,5.9,1693,56.6,42.4036177599123,-1.0,1.8999999999999986,-999.0
1963.0,-5.4,6.37,1108.0,60.1,,-0.05,skip_30-55,3,1.5,0.02,7,dNone_g5_skip_30-55_D3_R1.5_T0.02_H7,1038.2,-5.5,6.09,1658,57.6,47.42371642609173,-4.9,2.8999999999999986,-999.0
1900.6,-5.3,6.25,1077.0,60.4,,-0.05,skip_25-55,3,1.5,0.02,7,dNone_g5_skip_25-55_D3_R1.5_T0.02_H7,878.8,-5.2,5.87,1566,58.0,40.142517814726844,-5.2,3.299999999999997,-999.0
1650.0,-5.3,5.65,886.0,60.7,,-0.05,only_bear<30,3,1.5,0.02,7,dNone_g5_only_bear<30_D3_R1.5_T0.02_H7,334.9,-5.2,4.77,991,59.2,15.297825689749681,-5.2,4.5,-999.0
1631.2,-5.3,5.49,855.0,61.4,,-0.05,only_bear<25,3,1.5,0.02,7,dNone_g5_only_bear<25_D3_R1.5_T0.02_H7,274.0,-5.2,4.51,899,60.2,12.51598757537,-5.2,5.5,-999.0
1776.9,-6.4,5.89,1023.0,58.9,,-0.05,only_broad>50,3,1.5,0.02,7,dNone_g5_only_broad>50_D3_R1.5_T0.02_H7,513.4,-8.4,5.23,1403,55.9,23.45148912844875,-2.0,1.1999999999999957,-999.0
1341.1,-10.0,6.06,1243.0,57.4,-0.2,,none,3,1.5,0.02,7,d20_gNone_none_D3_R1.5_T0.02_H7,1139.3,-10.0,6.19,2175,53.7,52.04184176868263,-0.40000000000000036,-1.0,-999.0
