avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,bucket,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr
1695.5,-16.8,5.12,1292.0,53.0,max_25%,3,1.5,0.03,10,max_25%_D3_R1.5_T0.03_H10,1160.0,-16.7,4.7,2241,50.6
510.9,-6.9,4.62,486.0,65.4,min_10%,4,2.0,0.02,5,min_10%_D4_R2.0_T0.02_H5,526.9,-8.6,4.7,815,62.1
1223.4,-6.2,5.14,778.0,61.7,min_5%,5,1.0,0.02,7,min_5%_D5_R1.0_T0.02_H7,1242.3,-8.0,4.7,1350,56.7
540.3,-8.1,4.8,755.0,59.3,10-15%,3,1.0,0.02,5,10-15%_D3_R1.0_T0.02_H5,481.3,-10.7,4.69,1295,55.1
315.9,-9.7,4.27,691.0,55.6,max_15%,4,1.5,0.02,7,max_15%_D4_R1.5_T0.02_H7,418.0,-9.1,4.68,1289,53.3
618.8,-13.9,5.07,1264.0,53.3,max_10%,3,1.0,0.02,7,max_10%_D3_R1.0_T0.02_H7,636.7,-15.1,4.68,2237,50.2
1680.7,-15.1,5.02,1110.0,54.0,min_5%,4,1.0,0.03,7,min_5%_D4_R1.0_T0.03_H7,1043.1,-15.4,4.67,1866,51.0
650.1,-5.3,4.61,595.0,63.0,no_filter,5,1.5,0.02,5,no_filter_D5_R1.5_T0.02_H5,715.3,-5.6,4.67,1064,58.9
944.4,-16.1,4.94,1292.0,52.5,max_25%,3,1.5,0.03,5,max_25%_D3_R1.5_T0.03_H5,690.3,-14.7,4.67,2241,49.9
415.1,-9.8,4.61,846.0,55.3,max_15%,3,2.0,0.02,5,max_15%_D3_R2.0_T0.02_H5,464.6,-10.5,4.65,1578,51.5
1129.2,-13.6,4.96,1052.0,53.5,no_filter,3,2.0,0.03,7,no_filter_D3_R2.0_T0.03_H7,812.2,-18.2,4.65,1846,51.1
944.3,-17.5,4.57,1086.0,51.6,max_20%,4,1.0,0.03,7,max_20%_D4_R1.0_T0.03_H7,684.0,-18.1,4.64,1916,49.7
723.6,-14.0,4.65,852.0,53.9,max_25%,4,1.5,0.03,10,max_25%_D4_R1.5_T0.03_H10,637.9,-12.7,4.64,1525,52.1
623.0,-6.6,4.74,403.0,71.4,min_15%,4,1.5,0.02,5,min_15%_D4_R1.5_T0.02_H5,500.0,-7.2,4.63,640,70.8
914.1,-11.7,4.46,637.0,58.5,min_10%,4,1.5,0.03,10,min_10%_D4_R1.5_T0.03_H10,911.8,-13.3,4.62,1061,55.7
1224.4,-12.5,4.73,963.0,53.6,min_5%,3,2.0,0.03,10,min_5%_D3_R2.0_T0.03_H10,928.4,-19.5,4.61,1690,51.0
960.3,-14.8,4.74,997.0,52.8,max_25%,3,2.0,0.03,10,max_25%_D3_R2.0_T0.03_H10,758.2,-15.7,4.59,1800,51.0
854.7,-15.4,4.74,1138.0,53.2,max_25%,4,1.0,0.03,5,max_25%_D4_R1.0_T0.03_H5,631.4,-19.1,4.58,1980,50.5
1147.7,-19.0,4.75,1243.0,52.3,max_20%,3,1.5,0.03,7,max_20%_D3_R1.5_T0.03_H7,787.7,-16.2,4.57,2175,50.0
615.4,-5.0,4.54,580.0,63.3,min_5%,5,1.5,0.02,5,min_5%_D5_R1.5_T0.02_H5,669.0,-4.8,4.56,1034,58.9
1251.0,-15.2,4.97,1110.0,54.5,min_5%,4,1.0,0.03,5,min_5%_D4_R1.0_T0.03_H5,806.7,-16.4,4.55,1866,51.0
1073.9,-10.2,4.86,651.0,61.5,min_15%,3,1.0,0.03,5,min_15%_D3_R1.0_T0.03_H5,841.9,-15.3,4.55,1000,58.4
282.0,-9.7,4.18,691.0,55.6,max_15%,4,1.5,0.02,5,max_15%_D4_R1.5_T0.02_H5,361.6,-9.1,4.54,1289,53.1
318.3,-6.5,4.04,498.0,61.8,max_20%,5,1.5,0.02,5,max_20%_D5_R1.5_T0.02_H5,400.4,-7.4,4.54,946,57.6
337.6,-8.3,4.06,552.0,58.7,10-15%,3,1.5,0.02,10,10-15%_D3_R1.5_T0.02_H10,449.5,-8.7,4.54,990,55.9
619.2,-14.4,4.49,852.0,53.8,max_25%,4,1.5,0.03,7,max_25%_D4_R1.5_T0.03_H7,557.7,-13.2,4.54,1525,51.9
307.0,-8.3,4.12,552.0,58.7,10-15%,3,1.5,0.02,7,10-15%_D3_R1.5_T0.02_H7,417.3,-8.7,4.53,990,55.9
1133.2,-11.4,4.62,850.0,55.1,min_5%,4,1.5,0.03,10,min_5%_D4_R1.5_T0.03_H10,829.3,-13.0,4.51,1463,52.4
1531.2,-19.1,4.89,1243.0,52.4,max_20%,3,1.5,0.03,10,max_20%_D3_R1.5_T0.03_H10,981.0,-16.4,4.5,2175,50.1
765.7,-11.7,4.42,637.0,58.6,min_10%,4,1.5,0.03,7,min_10%_D4_R1.5_T0.03_H7,739.3,-13.3,4.5,1061,55.5
522.1,-14.0,4.91,1264.0,53.5,max_10%,3,1.0,0.02,5,max_10%_D3_R1.0_T0.02_H5,487.9,-15.1,4.5,2237,50.2
772.3,-12.0,4.64,905.0,54.8,no_filter,4,1.5,0.03,5,no_filter_D4_R1.5_T0.03_H5,557.2,-12.7,4.5,1569,51.7
1068.3,-6.0,4.84,597.0,65.5,min_10%,5,1.0,0.02,7,min_10%_D5_R1.0_T0.02_H7,1089.2,-6.2,4.5,986,61.7
1145.4,-6.0,4.85,597.0,65.5,min_10%,5,1.0,0.02,10,min_10%_D5_R1.0_T0.02_H10,1193.1,-6.2,4.49,986,61.7
311.0,-5.7,4.18,340.0,68.9,15-20%,3,1.5,0.02,10,15-20%_D3_R1.5_T0.02_H10,295.6,-6.0,4.49,578,66.1
311.9,-5.7,4.16,340.0,68.9,15-20%,3,1.5,0.02,7,15-20%_D3_R1.5_T0.02_H7,295.1,-6.0,4.49,578,66.1
667.1,-6.6,4.62,403.0,71.2,min_15%,4,1.5,0.02,7,min_15%_D4_R1.5_T0.02_H7,535.4,-7.2,4.48,640,70.5
926.6,-12.6,4.69,963.0,53.4,min_5%,3,2.0,0.03,7,min_5%_D3_R2.0_T0.03_H7,743.5,-19.4,4.48,1690,50.8
294.5,-8.3,4.11,552.0,58.4,10-15%,3,1.5,0.02,5,10-15%_D3_R1.5_T0.02_H5,398.2,-8.7,4.48,990,55.3
372.9,-6.5,3.95,498.0,61.3,max_20%,5,1.5,0.02,10,max_20%_D5_R1.5_T0.02_H10,477.9,-7.4,4.47,946,57.1
1008.7,-13.3,4.49,673.0,56.6,min_10%,3,2.0,0.03,10,min_10%_D3_R2.0_T0.03_H10,819.1,-19.9,4.47,1125,53.2
352.1,-6.5,3.92,498.0,61.3,max_20%,5,1.5,0.02,7,max_20%_D5_R1.5_T0.02_H7,440.9,-7.4,4.47,946,57.1
1253.5,-10.2,4.76,651.0,61.4,min_15%,3,1.0,0.03,7,min_15%_D3_R1.0_T0.03_H7,1013.5,-15.3,4.46,1000,58.4
412.8,-5.2,4.26,545.0,62.6,max_25%,5,1.5,0.02,5,max_25%_D5_R1.5_T0.02_H5,490.8,-5.6,4.46,1012,58.7
298.8,-5.7,4.23,340.0,68.9,15-20%,3,1.5,0.02,5,15-20%_D3_R1.5_T0.02_H5,286.4,-6.0,4.46,578,66.1
662.6,-11.7,4.44,637.0,58.4,min_10%,4,1.5,0.03,5,min_10%_D4_R1.5_T0.03_H5,627.4,-13.3,4.46,1061,54.9
759.0,-7.0,4.88,760.0,61.4,max_25%,5,1.0,0.02,10,max_25%_D5_R1.0_T0.02_H10,843.6,-9.2,4.45,1364,56.4
731.6,-10.4,4.32,696.0,56.1,no_filter,4,2.0,0.03,10,no_filter_D4_R2.0_T0.03_H10,624.1,-11.6,4.44,1254,53.4
724.4,-15.2,4.57,997.0,52.6,max_25%,3,2.0,0.03,7,max_25%_D3_R2.0_T0.03_H7,617.2,-15.6,4.43,1800,50.8
716.6,-7.1,4.85,760.0,61.3,max_25%,5,1.0,0.02,7,max_25%_D5_R1.0_T0.02_H7,787.7,-9.2,4.43,1364,56.2
585.0,-15.1,4.29,798.0,52.7,max_20%,4,1.5,0.03,10,max_20%_D4_R1.5_T0.03_H10,517.0,-17.5,4.42,1454,51.0
586.8,-10.4,4.33,696.0,55.9,no_filter,4,2.0,0.03,7,no_filter_D4_R2.0_T0.03_H7,526.9,-11.6,4.42,1254,53.3
805.8,-19.4,4.63,1243.0,51.9,max_20%,3,1.5,0.03,5,max_20%_D3_R1.5_T0.03_H5,564.1,-16.7,4.41,2175,49.3
682.2,-6.6,4.6,403.0,71.2,min_15%,4,1.5,0.02,10,min_15%_D4_R1.5_T0.02_H10,565.3,-7.2,4.4,640,70.5
848.1,-17.5,4.49,956.0,51.9,max_20%,3,2.0,0.03,10,max_20%_D3_R2.0_T0.03_H10,646.9,-16.2,4.4,1745,50.1
838.9,-14.2,4.73,1052.0,52.8,no_filter,3,2.0,0.03,5,no_filter_D3_R2.0_T0.03_H5,633.7,-19.0,4.39,1846,50.1
929.5,-11.3,4.55,850.0,55.0,min_5%,4,1.5,0.03,7,min_5%_D4_R1.5_T0.03_H7,689.7,-12.9,4.39,1463,51.9
358.0,-7.4,3.95,531.0,60.5,10-15%,4,1.0,0.02,10,10-15%_D4_R1.0_T0.02_H10,389.4,-7.0,4.39,941,57.1
332.2,-7.4,3.98,531.0,60.5,10-15%,4,1.0,0.02,7,10-15%_D4_R1.0_T0.02_H7,374.0,-7.0,4.38,941,57.1
729.4,-12.4,4.58,963.0,53.0,min_5%,3,2.0,0.03,5,min_5%_D3_R2.0_T0.03_H5,628.2,-18.7,4.37,1690,50.3
1426.3,-10.2,4.76,651.0,61.4,min_15%,3,1.0,0.03,10,min_15%_D3_R1.0_T0.03_H10,1189.7,-15.3,4.37,1000,58.8
316.2,-6.7,4.27,341.0,71.2,15-20%,4,1.0,0.02,5,15-20%_D4_R1.0_T0.02_H5,279.5,-8.4,4.36,563,66.6
826.8,-5.6,4.47,595.0,62.7,no_filter,5,1.5,0.02,10,no_filter_D5_R1.5_T0.02_H10,934.5,-5.8,4.35,1064,58.5
367.4,-11.8,4.46,868.0,53.9,max_10%,3,1.5,0.02,10,max_10%_D3_R1.5_T0.02_H10,353.5,-11.4,4.35,1585,50.0
327.8,-6.0,4.23,450.0,62.3,no_filter,5,2.0,0.02,7,no_filter_D5_R2.0_T0.02_H7,361.2,-7.2,4.35,819,57.5
307.3,-6.0,4.19,450.0,62.4,no_filter,5,2.0,0.02,5,no_filter_D5_R2.0_T0.02_H5,336.6,-7.2,4.34,819,57.8
306.5,-7.6,4.03,531.0,60.2,10-15%,4,1.0,0.02,5,10-15%_D4_R1.0_T0.02_H5,349.7,-7.3,4.34,941,56.4
851.7,-18.3,4.51,1513.0,49.9,max_15%,3,1.0,0.03,5,max_15%_D3_R1.0_T0.03_H5,598.7,-16.5,4.34,2587,48.2
330.9,-6.7,4.18,341.0,71.0,15-20%,4,1.0,0.02,7,15-20%_D4_R1.0_T0.02_H7,285.9,-8.4,4.34,563,66.3
693.9,-17.4,4.38,1086.0,52.2,max_20%,4,1.0,0.03,5,max_20%_D4_R1.0_T0.03_H5,511.1,-17.1,4.33,1916,49.4
753.6,-5.6,4.44,595.0,62.7,no_filter,5,1.5,0.02,7,no_filter_D5_R1.5_T0.02_H7,832.0,-5.8,4.33,1064,58.5
736.5,-11.2,4.55,850.0,55.5,min_5%,4,1.5,0.03,5,min_5%_D4_R1.5_T0.03_H5,545.8,-12.4,4.33,1463,52.0
330.1,-6.7,4.2,341.0,71.0,15-20%,4,1.0,0.02,10,15-20%_D4_R1.0_T0.02_H10,287.4,-8.4,4.32,563,66.3
272.5,-9.5,4.0,607.0,56.6,max_15%,5,1.0,0.02,10,max_15%_D5_R1.0_T0.02_H10,367.5,-13.1,4.32,1143,52.4
457.2,-13.8,4.57,986.0,54.8,5-10%,3,1.0,0.02,10,5-10%_D3_R1.0_T0.02_H10,519.2,-15.6,4.31,1751,50.5
1241.4,-15.3,4.52,812.0,55.4,no_filter,5,1.0,0.03,10,no_filter_D5_R1.0_T0.03_H10,1129.1,-18.6,4.31,1416,52.7
484.8,-13.8,4.36,852.0,54.2,max_25%,4,1.5,0.03,5,max_25%_D4_R1.5_T0.03_H5,428.9,-13.0,4.31,1525,51.7
354.7,-6.0,4.2,450.0,62.3,no_filter,5,2.0,0.02,10,no_filter_D5_R2.0_T0.02_H10,409.0,-7.2,4.3,819,57.5
344.1,-11.9,4.42,868.0,53.8,max_10%,3,1.5,0.02,7,max_10%_D3_R1.5_T0.02_H7,324.3,-11.8,4.3,1585,50.0
486.3,-14.7,4.13,798.0,52.6,max_20%,4,1.5,0.03,7,max_20%_D4_R1.5_T0.03_H7,442.6,-16.2,4.3,1454,50.8
774.8,-13.7,4.42,673.0,56.5,min_10%,3,2.0,0.03,7,min_10%_D3_R2.0_T0.03_H7,638.1,-20.9,4.29,1125,53.0
906.7,-21.2,4.5,1144.0,50.4,max_15%,3,1.5,0.03,10,max_15%_D3_R1.5_T0.03_H10,604.6,-19.9,4.28,2036,48.6
1182.4,-13.8,4.45,778.0,55.5,min_5%,5,1.0,0.03,10,min_5%_D5_R1.0_T0.03_H10,1097.7,-16.1,4.27,1350,52.7
255.0,-9.5,3.97,607.0,56.4,max_15%,5,1.0,0.02,7,max_15%_D5_R1.0_T0.02_H7,340.2,-13.2,4.26,1143,52.1
237.5,-9.2,3.95,607.0,56.9,max_15%,5,1.0,0.02,5,max_15%_D5_R1.0_T0.02_H5,318.1,-12.5,4.26,1143,52.8
569.7,-21.2,3.9,982.0,48.9,max_15%,4,1.0,0.03,10,max_15%_D4_R1.0_T0.03_H10,610.3,-20.5,4.26,1770,48.2
821.2,-14.7,4.55,812.0,55.7,no_filter,5,1.0,0.03,5,no_filter_D5_R1.0_T0.03_H5,752.1,-17.0,4.25,1416,52.3
445.4,-12.8,4.22,646.0,55.5,max_25%,4,2.0,0.03,10,max_25%_D4_R2.0_T0.03_H10,447.7,-11.3,4.25,1206,53.4
532.0,-6.1,4.36,447.0,66.0,min_10%,5,1.5,0.02,5,min_10%_D5_R1.5_T0.02_H5,551.9,-7.1,4.25,749,62.2
804.7,-13.0,4.51,778.0,55.9,min_5%,5,1.0,0.03,5,min_5%_D5_R1.0_T0.03_H5,745.2,-14.4,4.25,1350,52.3
808.5,-11.8,4.36,597.0,57.4,min_10%,5,1.0,0.03,5,min_10%_D5_R1.0_T0.03_H5,765.3,-12.3,4.25,986,55.6
438.6,-13.7,4.55,986.0,54.7,5-10%,3,1.0,0.02,7,5-10%_D3_R1.0_T0.02_H7,480.4,-15.6,4.25,1751,50.3
410.7,-9.9,4.19,450.0,61.8,15-20%,3,1.0,0.03,5,15-20%_D3_R1.0_T0.03_H5,377.4,-11.2,4.25,724,58.7
773.9,-5.3,4.39,580.0,62.9,min_5%,5,1.5,0.02,10,min_5%_D5_R1.5_T0.02_H10,868.5,-5.8,4.24,1034,58.4
708.8,-5.3,4.36,580.0,62.9,min_5%,5,1.5,0.02,7,min_5%_D5_R1.5_T0.02_H7,775.5,-5.8,4.23,1034,58.4
500.2,-15.8,4.2,709.0,53.9,max_20%,5,1.0,0.03,10,max_20%_D5_R1.0_T0.03_H10,570.3,-20.1,4.23,1297,52.4
424.7,-4.9,4.44,397.0,68.8,min_15%,3,2.0,0.02,5,min_15%_D3_R2.0_T0.02_H5,350.9,-7.2,4.22,623,66.6
567.7,-11.1,3.99,486.0,59.2,min_10%,4,2.0,0.03,10,min_10%_D4_R2.0_T0.03_H10,587.0,-13.3,4.22,815,56.4
338.4,-5.8,4.1,304.0,70.7,min_15%,4,2.0,0.02,5,min_15%_D4_R2.0_T0.02_H5,324.8,-5.8,4.21,481,71.5
633.2,-13.8,4.41,673.0,56.0,min_10%,3,2.0,0.03,5,min_10%_D3_R2.0_T0.03_H5,558.6,-21.1,4.21,1125,52.2
372.9,-12.8,4.13,646.0,55.3,max_25%,4,2.0,0.03,7,max_25%_D4_R2.0_T0.03_H7,391.6,-11.5,4.2,1206,53.2
438.6,-4.9,4.43,397.0,68.8,min_15%,3,2.0,0.02,7,min_15%_D3_R2.0_T0.02_H7,363.8,-7.2,4.2,623,66.6
614.7,-18.0,4.27,956.0,51.6,max_20%,3,2.0,0.03,7,max_20%_D3_R2.0_T0.03_H7,512.5,-16.3,4.19,1745,49.9
386.9,-14.0,4.5,986.0,54.9,5-10%,3,1.0,0.02,5,5-10%_D3_R1.0_T0.02_H5,387.0,-15.6,4.19,1751,50.8
1090.7,-11.9,4.23,597.0,57.2,min_10%,5,1.0,0.03,10,min_10%_D5_R1.0_T0.03_H10,1047.2,-12.7,4.19,986,55.8
460.6,-10.0,4.17,696.0,55.8,no_filter,4,2.0,0.03,5,no_filter_D4_R2.0_T0.03_H5,424.0,-11.6,4.18,1254,52.7
629.5,-10.9,4.09,654.0,56.2,min_5%,4,2.0,0.03,10,min_5%_D4_R2.0_T0.03_H10,545.5,-11.6,4.17,1172,53.5
349.4,-5.8,4.08,304.0,70.6,min_15%,4,2.0,0.02,7,min_15%_D4_R2.0_T0.02_H7,334.5,-5.8,4.17,481,71.1
231.8,-14.5,3.72,719.0,52.1,max_10%,4,1.0,0.02,10,max_10%_D4_R1.0_T0.02_H10,349.3,-18.1,4.16,1359,50.4
551.7,-15.9,4.34,997.0,51.8,max_25%,3,2.0,0.03,5,max_25%_D3_R2.0_T0.03_H5,486.0,-16.0,4.16,1800,49.8
297.0,-7.0,4.08,437.0,62.1,min_5%,5,2.0,0.02,7,min_5%_D5_R2.0_T0.02_H7,319.8,-9.1,4.16,793,57.3
280.8,-7.0,4.05,437.0,62.2,min_5%,5,2.0,0.02,5,min_5%_D5_R2.0_T0.02_H5,300.1,-9.1,4.15,793,57.5
507.4,-10.9,4.09,654.0,56.0,min_5%,4,2.0,0.03,7,min_5%_D4_R2.0_T0.03_H7,463.5,-11.6,4.14,1172,53.2
1010.9,-15.0,4.5,812.0,55.0,no_filter,5,1.0,0.03,7,no_filter_D5_R1.0_T0.03_H7,932.1,-17.8,4.14,1416,52.2
912.1,-11.9,4.33,515.0,61.8,min_15%,4,1.0,0.03,10,min_15%_D4_R1.0_T0.03_H10,673.8,-12.7,4.14,788,58.6
459.6,-11.5,3.99,486.0,59.4,min_10%,4,2.0,0.03,7,min_10%_D4_R2.0_T0.03_H7,471.7,-14.3,4.13,815,56.4
749.6,-11.9,4.44,515.0,61.9,min_15%,4,1.0,0.03,5,min_15%_D4_R1.0_T0.03_H5,567.3,-12.7,4.13,788,58.6
676.8,-20.9,4.31,1144.0,50.5,max_15%,3,1.5,0.03,7,max_15%_D3_R1.5_T0.03_H7,501.0,-19.0,4.12,2036,48.7
979.6,-13.3,4.45,778.0,55.3,min_5%,5,1.0,0.03,7,min_5%_D5_R1.0_T0.03_H7,918.9,-14.7,4.12,1350,52.1
319.3,-7.0,4.05,437.0,62.1,min_5%,5,2.0,0.02,10,min_5%_D5_R2.0_T0.02_H10,360.8,-9.1,4.11,793,57.3
449.0,-4.9,4.4,397.0,68.8,min_15%,3,2.0,0.02,10,min_15%_D3_R2.0_T0.02_H10,383.2,-7.2,4.11,623,66.6
5875.3,-38.0,4.47,1682.0,48.2,no_filter,3,1.0,0.05,10,no_filter_D3_R1.0_T0.05_H10,1530.1,-43.3,4.09,2758,47.6
216.2,-14.3,3.65,719.0,52.0,max_10%,4,1.0,0.02,7,max_10%_D4_R1.0_T0.02_H7,320.3,-17.5,4.09,1359,50.2
451.2,-21.3,3.72,982.0,48.5,max_15%,4,1.0,0.03,7,max_15%_D4_R1.0_T0.03_H7,499.9,-20.2,4.09,1770,48.1
837.2,-11.9,4.36,515.0,61.9,min_15%,4,1.0,0.03,7,min_15%_D4_R1.0_T0.03_H7,616.0,-12.7,4.09,788,58.6
416.5,-15.3,4.05,709.0,53.4,max_20%,5,1.0,0.03,7,max_20%_D5_R1.0_T0.03_H7,472.3,-19.3,4.08,1297,51.9
359.7,-5.8,4.03,304.0,70.6,min_15%,4,2.0,0.02,10,min_15%_D4_R2.0_T0.02_H10,353.5,-5.8,4.07,481,71.1
217.8,-6.0,3.93,403.0,62.3,max_25%,5,2.0,0.02,10,max_25%_D5_R2.0_T0.02_H10,264.2,-7.1,4.07,770,57.3
500.1,-5.4,4.05,545.0,62.2,max_25%,5,1.5,0.02,10,max_25%_D5_R1.5_T0.02_H10,611.4,-5.6,4.06,1012,58.2
765.7,-11.6,4.01,595.0,56.5,no_filter,5,1.5,0.03,10,no_filter_D5_R1.5_T0.03_H10,828.9,-15.2,4.06,1064,54.6
522.2,-11.2,4.04,595.0,57.1,no_filter,5,1.5,0.03,5,no_filter_D5_R1.5_T0.03_H5,548.1,-13.9,4.05,1064,54.0
371.3,-14.4,3.98,798.0,53.0,max_20%,4,1.5,0.03,5,max_20%_D4_R1.5_T0.03_H5,340.4,-15.7,4.05,1454,50.6
474.2,-10.0,4.06,450.0,61.7,15-20%,3,1.0,0.03,7,15-20%_D3_R1.0_T0.03_H7,451.8,-11.5,4.05,724,58.7
183.0,-7.8,3.38,406.0,57.5,max_15%,5,1.5,0.02,10,max_15%_D5_R1.5_T0.02_H10,280.1,-9.6,4.05,805,54.0
207.8,-6.0,3.93,403.0,62.3,max_25%,5,2.0,0.02,7,max_25%_D5_R2.0_T0.02_H7,243.8,-7.1,4.05,770,57.3
363.1,-14.7,3.99,709.0,54.4,max_20%,5,1.0,0.03,5,max_20%_D5_R1.0_T0.03_H5,411.4,-18.6,4.04,1297,52.0
292.4,-13.2,4.26,868.0,53.7,max_10%,3,1.5,0.02,5,max_10%_D3_R1.5_T0.02_H5,254.5,-13.4,4.04,1585,49.9
423.3,-10.8,4.03,654.0,56.3,min_5%,4,2.0,0.03,5,min_5%_D4_R2.0_T0.03_H5,402.8,-11.6,4.04,1172,53.2
475.0,-5.4,4.02,545.0,62.2,max_25%,5,1.5,0.02,7,max_25%_D5_R1.5_T0.02_H7,567.9,-5.6,4.03,1012,58.2
195.9,-6.0,3.9,403.0,62.4,max_25%,5,2.0,0.02,5,max_25%_D5_R2.0_T0.02_H5,230.2,-7.1,4.03,770,57.5
926.2,-11.9,4.2,597.0,57.2,min_10%,5,1.0,0.03,7,min_10%_D5_R1.0_T0.03_H7,858.4,-12.7,4.03,986,55.4
475.6,-14.1,4.24,760.0,55.5,max_25%,5,1.0,0.03,5,max_25%_D5_R1.0_T0.03_H5,487.1,-16.5,4.02,1364,52.3
404.1,-11.5,3.96,486.0,59.2,min_10%,4,2.0,0.03,5,min_10%_D4_R2.0_T0.03_H5,408.8,-14.5,4.01,815,56.1
236.7,-7.9,3.59,403.0,58.2,10-15%,3,2.0,0.02,10,10-15%_D3_R2.0_T0.02_H10,299.3,-8.3,4.01,744,55.5
592.7,-10.2,4.35,516.0,62.0,min_15%,3,1.5,0.03,5,min_15%_D3_R1.5_T0.03_H5,453.9,-15.3,4.01,816,58.1
696.0,-27.4,4.27,1264.0,49.9,max_10%,3,1.0,0.03,10,max_10%_D3_R1.0_T0.03_H10,576.5,-26.6,4.0,2237,48.6
221.3,-5.3,3.78,251.0,73.5,15-20%,4,1.5,0.02,5,15-20%_D4_R1.5_T0.02_H5,204.4,-5.4,4.0,445,69.0
675.5,-14.9,4.37,760.0,55.1,max_25%,5,1.0,0.03,10,max_25%_D5_R1.0_T0.03_H10,711.9,-18.1,4.0,1364,52.7
215.4,-7.9,3.63,403.0,58.2,10-15%,3,2.0,0.02,7,10-15%_D3_R2.0_T0.02_H7,274.6,-8.3,3.99,744,55.5
171.4,-7.8,3.36,406.0,57.4,max_15%,5,1.5,0.02,7,max_15%_D5_R1.5_T0.02_H7,257.0,-9.6,3.99,805,53.9
208.8,-10.3,3.64,488.0,57.2,max_15%,4,2.0,0.02,10,max_15%_D4_R2.0_T0.02_H10,276.0,-10.1,3.98,960,53.4
337.3,-11.7,3.57,498.0,53.7,max_20%,5,1.5,0.03,10,max_20%_D5_R1.5_T0.03_H10,433.1,-15.0,3.98,946,54.0
189.3,-10.3,3.66,488.0,57.2,max_15%,4,2.0,0.02,7,max_15%_D4_R2.0_T0.02_H7,247.9,-10.1,3.98,960,53.4
489.9,-11.3,4.11,403.0,64.6,min_15%,4,1.5,0.03,5,min_15%_D4_R1.5_T0.03_H5,377.3,-12.7,3.97,640,61.6
231.4,-5.3,3.69,251.0,73.3,15-20%,4,1.5,0.02,7,15-20%_D4_R1.5_T0.02_H7,209.8,-5.4,3.97,445,68.5
600.5,-11.3,4.0,403.0,64.6,min_15%,4,1.5,0.03,10,min_15%_D4_R1.5_T0.03_H10,466.0,-12.7,3.96,640,61.6
157.8,-7.5,3.34,406.0,58.0,max_15%,5,1.5,0.02,5,max_15%_D5_R1.5_T0.02_H5,235.5,-8.7,3.96,805,54.4
300.8,-12.3,3.92,646.0,55.4,max_25%,4,2.0,0.03,5,max_25%_D4_R2.0_T0.03_H5,316.8,-11.3,3.95,1206,52.7
231.0,-5.3,3.7,251.0,73.3,15-20%,4,1.5,0.02,10,15-20%_D4_R1.5_T0.02_H10,211.0,-5.4,3.95,445,68.5
497.2,-10.9,3.97,580.0,57.1,min_5%,5,1.5,0.03,5,min_5%_D5_R1.5_T0.03_H5,513.7,-13.9,3.95,1034,53.8
586.6,-5.6,4.4,377.0,70.3,min_15%,5,1.0,0.02,5,min_15%_D5_R1.0_T0.02_H5,495.4,-5.0,3.95,576,67.5
385.9,-15.3,3.87,602.0,53.9,max_20%,4,2.0,0.03,10,max_20%_D4_R2.0_T0.03_H10,384.5,-14.2,3.95,1147,51.7
719.5,-11.4,3.93,580.0,56.4,min_5%,5,1.5,0.03,10,min_5%_D5_R1.5_T0.03_H10,769.0,-15.2,3.94,1034,54.2
174.5,-6.2,3.38,358.0,59.0,10-15%,5,1.0,0.02,10,10-15%_D5_R1.0_T0.02_H10,260.3,-6.4,3.93,650,55.8
200.9,-6.6,3.73,369.0,61.4,max_20%,5,2.0,0.02,10,max_20%_D5_R2.0_T0.02_H10,253.3,-8.9,3.93,717,55.8
625.4,-6.1,4.19,447.0,65.8,min_10%,5,1.5,0.02,10,min_10%_D5_R1.5_T0.02_H10,683.9,-7.1,3.93,749,61.9
189.7,-7.5,3.35,371.0,60.2,10-15%,4,1.5,0.02,10,10-15%_D4_R1.5_T0.02_H10,275.8,-7.8,3.93,682,56.9
177.2,-7.5,3.43,371.0,60.2,10-15%,4,1.5,0.02,7,10-15%_D4_R1.5_T0.02_H7,261.7,-7.8,3.92,682,56.9
640.8,-11.7,3.94,595.0,56.3,no_filter,5,1.5,0.03,7,no_filter_D5_R1.5_T0.03_H7,693.5,-15.3,3.92,1064,54.0
377.7,-16.3,3.39,552.0,51.6,10-15%,3,1.5,0.03,10,10-15%_D3_R1.5_T0.03_H10,452.1,-15.4,3.92,990,50.6
588.5,-6.1,4.18,447.0,65.8,min_10%,5,1.5,0.02,7,min_10%_D5_R1.5_T0.02_H7,619.4,-7.1,3.92,749,61.9
550.0,-11.3,4.03,403.0,64.6,min_15%,4,1.5,0.03,7,min_15%_D4_R1.5_T0.03_H7,418.4,-12.7,3.92,640,61.6
205.4,-7.9,3.6,403.0,57.9,10-15%,3,2.0,0.02,5,10-15%_D3_R2.0_T0.02_H5,259.6,-8.3,3.92,744,55.0
168.1,-6.2,3.42,358.0,59.0,10-15%,5,1.0,0.02,7,10-15%_D5_R1.0_T0.02_H7,248.3,-6.4,3.91,650,55.8
696.8,-10.2,4.24,516.0,61.8,min_15%,3,1.5,0.03,7,min_15%_D3_R1.5_T0.03_H7,557.9,-15.3,3.91,816,58.1
190.7,-6.6,3.72,369.0,61.4,max_20%,5,2.0,0.02,7,max_20%_D5_R2.0_T0.02_H7,232.7,-8.9,3.9,717,55.8
