avg_xirr,avg_dd,avg_sharpe,avg_trades,avg_win_rate,bucket,down_days,rvol,trail,hold,label,holdout_xirr,holdout_dd,holdout_sharpe,holdout_trades,holdout_wr
458.7,-18.9,4.02,956.0,50.9,max_20%,3,2.0,0.03,5,max_20%_D3_R2.0_T0.03_H5,396.0,-16.9,3.89,1745,48.8
286.6,-11.8,3.41,498.0,53.5,max_20%,5,1.5,0.03,7,max_20%_D5_R1.5_T0.03_H7,368.7,-15.3,3.88,946,53.4
313.0,-14.7,3.77,602.0,53.7,max_20%,4,2.0,0.03,7,max_20%_D4_R2.0_T0.03_H7,327.7,-12.2,3.88,1147,51.5
179.4,-6.6,3.69,369.0,61.5,max_20%,5,2.0,0.02,5,max_20%_D5_R2.0_T0.02_H5,219.4,-8.9,3.88,717,56.1
4204.7,-39.4,4.14,1635.0,47.8,max_25%,3,1.0,0.05,10,max_25%_D3_R1.0_T0.05_H10,1135.0,-38.3,3.87,2727,47.6
4117.5,-40.4,4.13,1498.0,47.9,min_5%,3,1.0,0.05,10,min_5%_D3_R1.0_T0.05_H10,1490.6,-45.2,3.87,2440,47.0
162.0,-6.2,3.4,358.0,59.0,10-15%,5,1.0,0.02,5,10-15%_D5_R1.0_T0.02_H5,238.0,-6.4,3.87,650,55.8
525.6,-9.8,4.05,450.0,61.8,15-20%,3,1.0,0.03,10,15-20%_D3_R1.0_T0.03_H10,525.0,-11.1,3.87,724,59.3
603.2,-16.3,3.83,755.0,51.4,10-15%,3,1.0,0.03,10,10-15%_D3_R1.0_T0.03_H10,461.0,-18.3,3.87,1295,49.7
171.1,-7.5,3.42,371.0,59.9,10-15%,4,1.5,0.02,5,10-15%_D4_R1.5_T0.02_H5,248.9,-7.8,3.86,682,56.0
184.8,-15.0,3.54,719.0,52.4,max_10%,4,1.0,0.02,5,max_10%_D4_R1.0_T0.02_H5,253.8,-18.0,3.86,1359,50.3
587.8,-20.2,3.94,846.0,49.7,max_15%,3,2.0,0.03,10,max_15%_D3_R2.0_T0.03_H10,450.8,-21.4,3.85,1578,48.6
260.8,-11.9,4.0,679.0,54.8,5-10%,3,1.5,0.02,10,5-10%_D3_R1.5_T0.02_H10,264.6,-12.9,3.84,1248,50.1
373.2,-10.4,3.61,450.0,57.0,no_filter,5,2.0,0.03,10,no_filter_D5_R2.0_T0.03_H10,377.8,-12.5,3.84,819,54.5
2557.5,-33.4,4.06,1070.0,49.6,min_10%,3,1.0,0.05,10,min_10%_D3_R1.0_T0.05_H10,1227.4,-43.1,3.84,1705,48.7
3402.5,-44.7,4.08,1598.0,47.9,max_20%,3,1.0,0.05,10,max_20%_D3_R1.0_T0.05_H10,1077.5,-46.7,3.83,2680,47.9
573.9,-14.6,4.21,760.0,54.6,max_25%,5,1.0,0.03,7,max_25%_D5_R1.0_T0.03_H7,602.7,-17.3,3.83,1364,52.2
471.4,-10.9,3.87,447.0,58.9,min_10%,5,1.5,0.03,5,min_10%_D5_R1.5_T0.03_H5,474.3,-11.2,3.83,749,56.2
792.4,-10.2,4.25,516.0,62.0,min_15%,3,1.5,0.03,10,min_15%_D3_R1.5_T0.03_H10,666.7,-15.3,3.82,816,58.6
265.6,-10.4,3.75,341.0,62.1,15-20%,4,1.0,0.03,5,15-20%_D4_R1.0_T0.03_H5,253.8,-10.9,3.82,563,57.5
249.2,-10.9,3.43,498.0,54.7,max_20%,5,1.5,0.03,5,max_20%_D5_R1.5_T0.03_H5,314.7,-13.7,3.82,946,53.4
606.6,-11.4,3.87,580.0,56.2,min_5%,5,1.5,0.03,7,min_5%_D5_R1.5_T0.03_H7,650.9,-15.3,3.82,1034,53.6
169.5,-10.2,3.54,488.0,56.6,max_15%,4,2.0,0.02,5,max_15%_D4_R2.0_T0.02_H5,216.1,-9.8,3.81,960,52.6
308.1,-10.3,3.64,450.0,56.9,no_filter,5,2.0,0.03,7,no_filter_D5_R2.0_T0.03_H7,318.2,-12.1,3.81,819,54.5
290.7,-15.8,3.3,552.0,51.8,10-15%,3,1.5,0.03,7,10-15%_D3_R1.5_T0.03_H7,372.1,-14.0,3.8,990,50.6
284.3,-10.4,3.69,341.0,62.1,15-20%,4,1.0,0.03,7,15-20%_D4_R1.0_T0.03_H7,262.5,-10.9,3.8,563,57.5
328.0,-11.2,3.69,545.0,56.2,max_25%,5,1.5,0.03,5,max_25%_D5_R1.5_T0.03_H5,382.6,-13.6,3.8,1012,54.0
300.8,-10.4,3.73,341.0,61.9,15-20%,4,1.0,0.03,10,15-20%_D4_R1.0_T0.03_H10,284.7,-10.9,3.8,563,57.5
653.9,-10.9,3.78,447.0,58.9,min_10%,5,1.5,0.03,10,min_10%_D5_R1.5_T0.03_H10,675.0,-11.2,3.79,749,56.5
1141.5,-35.2,3.53,827.0,49.3,min_10%,4,1.0,0.05,10,min_10%_D4_R1.0_T0.05_H10,904.5,-42.9,3.79,1347,50.2
216.7,-13.3,3.77,588.0,54.6,max_10%,3,2.0,0.02,10,max_10%_D3_R2.0_T0.02_H10,252.6,-18.7,3.79,1138,50.2
248.3,-12.0,3.97,679.0,54.8,5-10%,3,1.5,0.02,7,5-10%_D3_R1.5_T0.02_H7,243.7,-13.4,3.79,1248,50.0
168.3,-5.5,3.55,251.0,68.2,15-20%,3,2.0,0.02,5,15-20%_D3_R2.0_T0.02_H5,169.6,-5.4,3.77,423,66.2
172.8,-5.5,3.56,251.0,68.2,15-20%,3,2.0,0.02,7,15-20%_D3_R2.0_T0.02_H7,173.4,-5.4,3.77,423,66.2
172.6,-5.5,3.56,251.0,68.2,15-20%,3,2.0,0.02,10,15-20%_D3_R2.0_T0.02_H10,173.1,-5.4,3.77,423,66.2
318.7,-19.8,3.45,691.0,48.9,max_15%,4,1.5,0.03,10,max_15%_D4_R1.5_T0.03_H10,382.0,-22.3,3.77,1289,49.3
200.4,-13.3,3.73,588.0,54.6,max_10%,3,2.0,0.02,7,max_10%_D3_R2.0_T0.02_H7,229.2,-18.7,3.76,1138,50.2
457.1,-11.9,3.76,545.0,55.3,max_25%,5,1.5,0.03,10,max_25%_D5_R1.5_T0.03_H10,561.8,-14.9,3.76,1012,54.5
521.5,-27.3,3.99,1264.0,49.5,max_10%,3,1.0,0.03,7,max_10%_D3_R1.0_T0.03_H7,470.1,-26.6,3.76,2237,48.5
477.3,-21.0,4.04,1144.0,49.9,max_15%,3,1.5,0.03,5,max_15%_D3_R1.5_T0.03_H5,359.8,-19.2,3.76,2036,48.0
318.5,-15.8,3.22,531.0,52.2,10-15%,4,1.0,0.03,10,10-15%_D4_R1.0_T0.03_H10,363.6,-15.5,3.74,941,52.6
228.8,-9.3,3.59,624.0,50.7,0-5%,3,1.0,0.02,10,0-5%_D3_R1.0_T0.02_H10,220.0,-9.9,3.73,1189,47.9
272.2,-9.6,3.64,450.0,57.3,no_filter,5,2.0,0.03,5,no_filter_D5_R2.0_T0.03_H5,287.2,-11.4,3.73,819,54.5
2327.4,-34.1,4.07,1682.0,49.0,no_filter,3,1.0,0.05,7,no_filter_D3_R1.0_T0.05_H7,803.1,-40.4,3.72,2758,49.1
242.6,-7.2,3.76,328.0,64.5,min_10%,5,2.0,0.02,7,min_10%_D5_R2.0_T0.02_H7,237.5,-9.9,3.71,558,60.4
481.6,-16.0,3.7,755.0,51.4,10-15%,3,1.0,0.03,7,10-15%_D3_R1.0_T0.03_H7,387.7,-17.5,3.71,1295,49.5
1579.6,-36.5,3.71,1193.0,48.2,no_filter,4,1.0,0.05,10,no_filter_D4_R1.0_T0.05_H10,1122.7,-40.4,3.7,2024,48.5
232.4,-7.2,3.75,328.0,64.6,min_10%,5,2.0,0.02,5,min_10%_D5_R2.0_T0.02_H5,223.2,-9.9,3.7,558,60.8
321.8,-20.5,3.44,982.0,49.1,max_15%,4,1.0,0.03,5,max_15%_D4_R1.0_T0.03_H5,352.6,-19.0,3.69,1770,48.0
209.0,-9.8,3.51,624.0,50.7,0-5%,3,1.0,0.02,7,0-5%_D3_R1.0_T0.02_H7,202.5,-9.7,3.68,1189,48.1
255.3,-19.5,3.32,691.0,49.0,max_15%,4,1.5,0.03,7,max_15%_D4_R1.5_T0.03_H7,321.9,-21.8,3.67,1289,49.2
1640.8,-44.2,3.73,1513.0,47.2,max_15%,3,1.0,0.05,10,max_15%_D3_R1.0_T0.05_H10,790.7,-35.2,3.67,2587,47.7
428.3,-20.3,3.75,846.0,49.4,max_15%,3,2.0,0.03,7,max_15%_D3_R2.0_T0.03_H7,362.0,-21.6,3.67,1578,48.5
256.1,-7.2,3.74,328.0,64.5,min_10%,5,2.0,0.02,10,min_10%_D5_R2.0_T0.02_H10,264.2,-9.9,3.66,558,60.4
306.1,-8.9,3.54,304.0,64.9,min_15%,4,2.0,0.03,7,min_15%_D4_R2.0_T0.03_H7,278.5,-9.1,3.66,481,63.8
639.6,-5.6,4.23,377.0,70.1,min_15%,5,1.0,0.02,7,min_15%_D5_R1.0_T0.02_H7,546.3,-5.0,3.66,576,67.2
221.0,-12.3,3.91,679.0,54.9,5-10%,3,1.5,0.02,5,5-10%_D3_R1.5_T0.02_H5,198.5,-13.4,3.66,1248,50.4
209.4,-6.7,3.57,233.0,71.9,15-20%,5,1.0,0.02,5,15-20%_D5_R1.0_T0.02_H5,214.9,-7.8,3.65,392,66.3
337.3,-8.9,3.47,304.0,64.9,min_15%,4,2.0,0.03,10,min_15%_D4_R2.0_T0.03_H10,306.5,-9.1,3.65,481,63.8
281.2,-8.9,3.55,304.0,64.9,min_15%,4,2.0,0.03,5,min_15%_D4_R2.0_T0.03_H5,262.8,-9.1,3.64,481,63.8
661.1,-5.6,4.25,377.0,70.1,min_15%,5,1.0,0.02,10,min_15%_D5_R1.0_T0.02_H10,579.9,-5.0,3.64,576,67.2
1577.1,-36.2,3.66,1110.0,48.5,min_5%,4,1.0,0.05,10,min_5%_D4_R1.0_T0.05_H10,1223.4,-43.4,3.64,1866,48.4
238.5,-11.7,3.51,340.0,62.0,15-20%,3,1.5,0.03,5,15-20%_D3_R1.5_T0.03_H5,247.8,-11.1,3.63,578,58.7
339.7,-11.1,3.48,437.0,56.8,min_5%,5,2.0,0.03,10,min_5%_D5_R2.0_T0.03_H10,328.7,-13.2,3.63,793,54.0
551.0,-10.9,3.75,447.0,58.8,min_10%,5,1.5,0.03,7,min_10%_D5_R1.5_T0.03_H7,552.7,-11.2,3.63,749,55.9
250.8,-18.8,3.43,607.0,51.7,max_15%,5,1.0,0.03,10,max_15%_D5_R1.0_T0.03_H10,314.4,-21.3,3.62,1143,50.7
245.3,-14.4,3.57,602.0,53.7,max_20%,4,2.0,0.03,5,max_20%_D4_R2.0_T0.03_H5,260.1,-11.8,3.62,1147,51.0
397.2,-11.9,3.59,545.0,55.1,max_25%,5,1.5,0.03,7,max_25%_D5_R1.5_T0.03_H7,485.1,-15.0,3.61,1012,54.0
236.6,-15.5,3.2,552.0,50.9,10-15%,3,1.5,0.03,5,10-15%_D3_R1.5_T0.03_H5,305.1,-15.1,3.61,990,49.3
268.9,-15.8,3.09,531.0,52.4,10-15%,4,1.0,0.03,7,10-15%_D4_R1.0_T0.03_H7,307.3,-16.0,3.6,941,52.4
281.1,-11.6,3.51,437.0,56.6,min_5%,5,2.0,0.03,7,min_5%_D5_R2.0_T0.03_H7,278.8,-14.8,3.6,793,53.7
169.1,-15.9,3.41,607.0,52.5,5-10%,4,1.0,0.02,10,5-10%_D4_R1.0_T0.02_H10,226.1,-20.9,3.59,1147,49.5
1121.4,-33.6,3.55,851.0,49.7,min_10%,3,1.5,0.05,10,min_10%_D3_R1.5_T0.05_H10,857.4,-36.9,3.57,1398,49.2
224.5,-11.9,3.42,403.0,55.9,max_25%,5,2.0,0.03,10,max_25%_D5_R2.0_T0.03_H10,255.6,-12.1,3.55,770,54.2
220.7,-6.7,3.44,233.0,71.7,15-20%,5,1.0,0.02,7,15-20%_D5_R1.0_T0.02_H7,222.1,-7.8,3.55,392,65.8
174.6,-12.1,2.93,406.0,51.2,max_15%,5,1.5,0.03,10,max_15%_D5_R1.5_T0.03_H10,261.7,-18.0,3.55,805,52.5
250.6,-11.3,3.52,437.0,57.2,min_5%,5,2.0,0.03,5,min_5%_D5_R2.0_T0.03_H5,255.2,-14.1,3.55,793,54.0
445.7,-33.1,3.32,709.0,52.3,max_20%,5,1.0,0.05,10,max_20%_D5_R1.0_T0.05_H10,515.4,-35.3,3.55,1297,52.8
1084.2,-29.1,3.54,812.0,50.8,no_filter,5,1.0,0.05,10,no_filter_D5_R1.0_T0.05_H10,966.9,-37.6,3.54,1416,51.5
365.9,-6.1,3.88,286.0,71.1,min_15%,5,1.5,0.02,5,min_15%_D5_R1.5_T0.02_H5,311.6,-6.1,3.54,450,70.0
1720.0,-36.9,3.74,1498.0,48.5,min_5%,3,1.0,0.05,7,min_5%_D3_R1.0_T0.05_H7,781.3,-41.6,3.53,2440,48.3
816.2,-35.1,3.46,1193.0,48.8,no_filter,4,1.0,0.05,7,no_filter_D4_R1.0_T0.05_H7,595.9,-39.2,3.53,2024,50.1
159.8,-15.8,3.36,607.0,52.4,5-10%,4,1.0,0.02,7,5-10%_D4_R1.0_T0.02_H7,209.1,-20.3,3.53,1147,49.3
996.7,-28.0,3.48,778.0,50.7,min_5%,5,1.0,0.05,10,min_5%_D5_R1.0_T0.05_H10,940.8,-34.6,3.52,1350,51.4
381.7,-16.1,3.6,755.0,50.7,10-15%,3,1.0,0.03,5,10-15%_D3_R1.0_T0.03_H5,320.0,-18.1,3.5,1295,48.2
1059.0,-33.5,3.54,1138.0,48.3,max_25%,4,1.0,0.05,10,max_25%_D4_R1.0_T0.05_H10,861.7,-44.5,3.5,1980,48.3
281.0,-11.7,3.4,340.0,61.8,15-20%,3,1.5,0.03,7,15-20%_D3_R1.5_T0.03_H7,301.6,-11.1,3.49,578,58.7
286.1,-15.6,3.1,403.0,51.4,10-15%,3,2.0,0.03,10,10-15%_D3_R2.0_T0.03_H10,292.1,-19.2,3.49,744,49.2
221.5,-6.7,3.44,233.0,71.7,15-20%,5,1.0,0.02,10,15-20%_D5_R1.0_T0.02_H10,225.0,-7.8,3.49,392,65.8
1528.6,-32.6,3.66,1070.0,49.9,min_10%,3,1.0,0.05,7,min_10%_D3_R1.0_T0.05_H7,712.4,-41.0,3.49,1705,49.7
486.0,-11.7,3.88,377.0,61.5,min_15%,5,1.0,0.03,5,min_15%_D5_R1.0_T0.03_H5,399.1,-11.3,3.49,576,58.5
190.8,-11.7,3.36,403.0,55.8,max_25%,5,2.0,0.03,7,max_25%_D5_R2.0_T0.03_H7,222.1,-11.7,3.48,770,54.2
548.2,-31.6,3.18,637.0,49.4,min_10%,4,1.5,0.05,10,min_10%_D4_R1.5_T0.05_H10,589.1,-26.9,3.48,1061,50.5
735.7,-34.0,3.27,827.0,50.5,min_10%,4,1.0,0.05,7,min_10%_D4_R1.0_T0.05_H7,576.9,-40.7,3.47,1347,51.8
133.2,-11.9,3.15,449.0,53.2,max_10%,4,1.5,0.02,10,max_10%_D4_R1.5_T0.02_H10,179.2,-15.9,3.47,884,51.6
187.3,-9.0,3.3,251.0,65.2,15-20%,4,1.5,0.03,5,15-20%_D4_R1.5_T0.03_H5,187.8,-8.5,3.46,445,60.0
172.7,-13.7,3.53,588.0,53.8,max_10%,3,2.0,0.02,5,max_10%_D3_R2.0_T0.02_H5,182.7,-18.0,3.46,1138,49.2
394.6,-7.7,3.73,397.0,61.8,min_15%,3,2.0,0.03,10,min_15%_D3_R2.0_T0.03_H10,335.2,-10.1,3.46,623,59.2
236.0,-15.6,3.07,531.0,52.0,10-15%,4,1.0,0.03,5,10-15%_D4_R1.0_T0.03_H5,267.6,-14.7,3.46,941,51.5
886.6,-38.7,3.41,1086.0,48.4,max_20%,4,1.0,0.05,10,max_20%_D4_R1.0_T0.05_H10,792.8,-42.5,3.45,1916,48.5
198.8,-9.0,3.25,251.0,65.2,15-20%,4,1.5,0.03,7,15-20%_D4_R1.5_T0.03_H7,196.1,-8.5,3.45,445,60.0
207.6,-9.0,3.31,251.0,65.2,15-20%,4,1.5,0.03,10,15-20%_D4_R1.5_T0.03_H10,207.8,-8.5,3.44,445,60.0
1665.6,-36.8,3.67,1635.0,48.5,max_25%,3,1.0,0.05,7,max_25%_D3_R1.0_T0.05_H7,580.1,-36.3,3.44,2727,48.8
295.6,-10.9,3.29,328.0,59.0,min_10%,5,2.0,0.03,10,min_10%_D5_R2.0_T0.03_H10,278.2,-14.0,3.44,558,56.5
2228.0,-38.9,3.69,1209.0,48.3,min_5%,3,1.5,0.05,10,min_5%_D3_R1.5_T0.05_H10,939.5,-45.4,3.44,2049,47.0
119.1,-4.9,3.15,181.0,72.2,15-20%,4,2.0,0.02,5,15-20%_D4_R2.0_T0.02_H5,117.2,-5.4,3.44,314,69.4
3086.3,-39.3,3.97,1343.0,48.8,no_filter,3,1.5,0.05,10,no_filter_D3_R1.5_T0.05_H10,866.8,-45.9,3.44,2282,47.4
182.4,-16.7,2.78,371.0,52.1,10-15%,4,1.5,0.03,10,10-15%_D4_R1.5_T0.03_H10,282.8,-18.4,3.43,682,52.3
901.8,-30.5,3.53,1070.0,49.7,min_10%,3,1.0,0.05,5,min_10%_D3_R1.0_T0.05_H5,530.8,-34.9,3.42,1705,49.1
204.4,-19.1,3.28,607.0,51.2,max_15%,5,1.0,0.03,7,max_15%_D5_R1.0_T0.03_H7,255.4,-21.8,3.42,1143,50.3
799.8,-26.6,3.2,597.0,49.9,min_10%,5,1.0,0.05,10,min_10%_D5_R1.0_T0.05_H10,813.7,-28.9,3.42,986,51.8
141.5,-15.7,3.3,607.0,52.9,5-10%,4,1.0,0.02,5,5-10%_D4_R1.0_T0.02_H5,174.1,-20.2,3.42,1147,50.0
122.4,-4.9,3.16,181.0,71.9,15-20%,4,2.0,0.02,7,15-20%_D4_R2.0_T0.02_H7,119.3,-5.4,3.42,314,68.8
122.5,-4.9,3.16,181.0,71.9,15-20%,4,2.0,0.02,10,15-20%_D4_R2.0_T0.02_H10,119.5,-5.4,3.42,314,68.8
241.3,-5.3,3.53,242.0,72.8,20-25%,3,1.0,0.02,5,20-25%_D3_R1.0_T0.02_H5,253.5,-4.5,3.41,394,70.1
316.0,-7.7,3.71,397.0,61.7,min_15%,3,2.0,0.03,5,min_15%_D3_R2.0_T0.03_H5,262.3,-10.1,3.41,623,58.6
163.9,-12.0,3.4,469.0,55.7,5-10%,3,2.0,0.02,10,5-10%_D3_R2.0_T0.02_H10,190.1,-15.0,3.4,919,50.4
172.0,-11.3,3.29,403.0,56.4,max_25%,5,2.0,0.03,5,max_25%_D5_R2.0_T0.03_H5,202.7,-11.7,3.4,770,54.2
352.1,-27.0,3.62,1264.0,49.8,max_10%,3,1.0,0.03,5,max_10%_D3_R1.0_T0.03_H5,327.3,-26.6,3.4,2237,48.3
124.3,-11.9,3.1,449.0,53.1,max_10%,4,1.5,0.02,7,max_10%_D4_R1.5_T0.02_H7,161.5,-15.1,3.4,884,51.5
154.4,-12.0,3.37,469.0,55.7,5-10%,3,2.0,0.02,7,5-10%_D3_R2.0_T0.02_H7,176.1,-14.9,3.39,919,50.4
143.5,-12.2,2.79,406.0,50.9,max_15%,5,1.5,0.03,7,max_15%_D5_R1.5_T0.03_H7,218.9,-18.3,3.39,805,51.8
518.0,-31.5,3.14,827.0,50.3,min_10%,4,1.0,0.05,5,min_10%_D4_R1.0_T0.05_H5,449.8,-32.3,3.39,1347,51.4
812.2,-33.7,3.43,1110.0,49.4,min_5%,4,1.0,0.05,7,min_5%_D4_R1.0_T0.05_H7,586.3,-39.0,3.39,1866,49.9
202.9,-12.1,3.23,369.0,54.4,max_20%,5,2.0,0.03,10,max_20%_D5_R2.0_T0.03_H10,241.2,-16.5,3.39,717,53.0
354.4,-7.7,3.69,397.0,61.5,min_15%,3,2.0,0.03,7,min_15%_D3_R2.0_T0.03_H7,293.0,-10.1,3.39,623,58.6
387.3,-26.7,3.57,986.0,49.5,5-10%,3,1.0,0.03,10,5-10%_D3_R1.0_T0.03_H10,374.0,-32.5,3.38,1751,47.7
298.2,-26.1,2.95,498.0,52.9,max_20%,5,1.5,0.05,10,max_20%_D5_R1.5_T0.05_H10,391.3,-25.6,3.38,946,53.6
436.4,-23.6,2.96,597.0,51.5,min_10%,5,1.0,0.05,5,min_10%_D5_R1.0_T0.05_H5,464.7,-18.6,3.38,986,54.4
816.1,-37.2,3.33,905.0,48.9,no_filter,4,1.5,0.05,10,no_filter_D4_R1.5_T0.05_H10,562.7,-34.7,3.37,1569,48.9
1399.7,-43.8,3.54,1598.0,48.3,max_20%,3,1.0,0.05,7,max_20%_D3_R1.0_T0.05_H7,538.8,-44.0,3.37,2680,48.8
612.9,-11.7,3.73,377.0,61.1,min_15%,5,1.0,0.03,10,min_15%_D5_R1.0_T0.03_H10,502.4,-11.3,3.37,576,58.2
186.5,-18.7,3.08,691.0,49.5,max_15%,4,1.5,0.03,5,max_15%_D4_R1.5_T0.03_H5,234.9,-19.7,3.35,1289,49.0
218.9,-15.3,3.01,403.0,51.5,10-15%,3,2.0,0.03,7,10-15%_D3_R2.0_T0.03_H7,241.6,-17.9,3.34,744,49.5
317.5,-11.7,3.4,340.0,62.1,15-20%,3,1.5,0.03,10,15-20%_D3_R1.5_T0.03_H10,353.7,-11.1,3.34,578,59.3
171.0,-11.3,2.79,358.0,51.0,10-15%,5,1.0,0.03,10,10-15%_D5_R1.0_T0.03_H10,249.9,-11.8,3.34,650,53.4
192.0,-5.6,3.4,214.0,70.0,min_15%,5,2.0,0.02,5,min_15%_D5_R2.0_T0.02_H5,172.4,-6.5,3.34,337,69.4
598.7,-24.7,3.26,696.0,49.8,no_filter,4,2.0,0.05,10,no_filter_D4_R2.0_T0.05_H10,501.7,-23.6,3.34,1254,49.5
186.5,-10.9,3.17,233.0,61.0,15-20%,5,1.0,0.03,5,15-20%_D5_R1.0_T0.03_H5,204.7,-9.3,3.34,392,58.9
318.0,-20.2,3.47,846.0,48.5,max_15%,3,2.0,0.03,5,max_15%_D3_R2.0_T0.03_H5,277.3,-19.9,3.34,1578,47.3
175.5,-11.0,3.31,624.0,50.9,0-5%,3,1.0,0.02,5,0-5%_D3_R1.0_T0.02_H5,160.4,-11.5,3.33,1189,47.6
643.5,-26.7,3.14,595.0,51.2,no_filter,5,1.5,0.05,10,no_filter_D5_R1.5_T0.05_H10,722.4,-30.4,3.33,1064,52.3
241.8,-11.4,3.31,328.0,58.8,min_10%,5,2.0,0.03,7,min_10%_D5_R2.0_T0.03_H7,223.9,-15.5,3.33,558,56.1
247.6,-5.3,3.49,242.0,72.8,20-25%,3,1.0,0.02,7,20-25%_D3_R1.0_T0.02_H7,263.6,-4.5,3.33,394,70.1
247.4,-5.3,3.49,242.0,72.8,20-25%,3,1.0,0.02,10,20-25%_D3_R1.0_T0.02_H10,263.1,-4.5,3.32,394,70.1
198.4,-5.6,3.41,214.0,69.8,min_15%,5,2.0,0.02,7,min_15%_D5_R2.0_T0.02_H7,178.6,-6.5,3.32,337,68.8
148.4,-17.4,2.7,371.0,52.4,10-15%,4,1.5,0.03,7,10-15%_D4_R1.5_T0.03_H7,234.4,-17.3,3.32,682,52.1
169.6,-11.7,3.17,369.0,54.3,max_20%,5,2.0,0.03,7,max_20%_D5_R2.0_T0.03_H7,205.4,-15.3,3.32,717,53.0
534.1,-32.9,3.25,1138.0,48.8,max_25%,4,1.0,0.05,7,max_25%_D4_R1.0_T0.05_H7,441.7,-43.0,3.32,1980,49.9
561.7,-11.7,3.76,377.0,61.3,min_15%,5,1.0,0.03,7,min_15%_D5_R1.0_T0.03_H7,456.6,-11.3,3.31,576,58.2
794.3,-33.4,3.29,850.0,49.1,min_5%,4,1.5,0.05,10,min_5%_D4_R1.5_T0.05_H10,593.0,-36.6,3.31,1463,48.5
645.3,-26.8,3.25,812.0,51.0,no_filter,5,1.0,0.05,7,no_filter_D5_R1.0_T0.05_H7,605.9,-34.1,3.31,1416,52.4
100.7,-6.2,2.78,238.0,59.6,10-15%,5,1.5,0.02,10,10-15%_D5_R1.5_T0.02_H10,159.2,-7.9,3.31,455,55.4
605.2,-25.4,3.21,778.0,51.3,min_5%,5,1.0,0.05,7,min_5%_D5_R1.0_T0.05_H7,594.0,-30.5,3.31,1350,52.4
122.0,-9.1,2.88,254.0,60.3,10-15%,4,2.0,0.02,10,10-15%_D4_R2.0_T0.02_H10,159.0,-7.1,3.3,477,56.2
559.0,-26.2,3.02,597.0,51.1,min_10%,5,1.0,0.05,7,min_10%_D5_R1.0_T0.05_H7,581.6,-26.2,3.3,986,53.7
215.4,-11.2,3.31,328.0,58.9,min_10%,5,2.0,0.03,5,min_10%_D5_R2.0_T0.03_H5,205.1,-14.8,3.28,558,56.5
343.3,-34.8,2.72,552.0,48.9,10-15%,3,1.5,0.05,10,10-15%_D3_R1.5_T0.05_H10,423.4,-33.0,3.28,990,51.2
97.1,-6.2,2.78,238.0,59.6,10-15%,5,1.5,0.02,7,10-15%_D5_R1.5_T0.02_H7,149.4,-7.9,3.28,455,55.4
322.6,-16.8,3.21,624.0,49.8,0-5%,3,1.0,0.03,10,0-5%_D3_R1.0_T0.03_H10,250.6,-15.8,3.28,1189,47.1
111.1,-9.1,2.95,254.0,60.3,10-15%,4,2.0,0.02,7,10-15%_D4_R2.0_T0.02_H7,147.7,-7.1,3.27,477,56.2
462.7,-37.6,3.09,1086.0,48.9,max_20%,4,1.0,0.05,7,max_20%_D4_R1.0_T0.05_H7,404.6,-41.9,3.27,1916,50.1
153.5,-11.6,3.11,369.0,54.9,max_20%,5,2.0,0.03,5,max_20%_D5_R2.0_T0.03_H5,189.5,-15.0,3.26,717,53.0
141.4,-11.8,3.3,469.0,55.4,5-10%,3,2.0,0.02,5,5-10%_D3_R2.0_T0.02_H5,154.4,-14.3,3.26,919,50.3
304.8,-25.4,3.41,986.0,49.2,5-10%,3,1.0,0.03,7,5-10%_D3_R1.0_T0.03_H7,324.3,-31.0,3.26,1751,47.4
343.5,-20.9,3.02,450.0,51.8,no_filter,5,2.0,0.05,10,no_filter_D5_R2.0_T0.05_H10,354.3,-23.2,3.26,819,52.4
379.7,-22.8,2.91,486.0,49.0,min_10%,4,2.0,0.05,10,min_10%_D4_R2.0_T0.05_H10,428.1,-23.2,3.25,815,50.7
205.6,-5.6,3.38,214.0,69.8,min_15%,5,2.0,0.02,10,min_15%_D5_R2.0_T0.02_H10,190.9,-6.5,3.25,337,68.8
439.3,-25.1,2.96,595.0,51.8,no_filter,5,1.5,0.05,7,no_filter_D5_R1.5_T0.05_H7,507.1,-29.2,3.25,1064,53.6
200.4,-10.9,3.09,233.0,60.8,15-20%,5,1.0,0.03,7,15-20%_D5_R1.0_T0.03_H7,211.2,-9.3,3.25,392,58.4
176.2,-18.1,3.14,607.0,52.1,max_15%,5,1.0,0.03,5,max_15%_D5_R1.0_T0.03_H5,215.0,-20.2,3.25,1143,50.0
923.4,-35.5,3.5,1498.0,48.0,min_5%,3,1.0,0.05,5,min_5%_D3_R1.0_T0.05_H5,515.5,-36.0,3.25,2440,46.4
607.1,-26.2,3.1,580.0,51.2,min_5%,5,1.5,0.05,10,min_5%_D5_R1.5_T0.05_H10,672.5,-30.4,3.24,1034,51.8
94.5,-6.2,2.76,238.0,59.6,10-15%,5,1.5,0.02,5,10-15%_D5_R1.5_T0.02_H5,143.6,-7.9,3.24,455,55.4
1184.4,-31.7,3.66,1682.0,48.4,no_filter,3,1.0,0.05,5,no_filter_D3_R1.0_T0.05_H5,459.3,-35.8,3.23,2758,46.9
716.5,-33.1,3.25,851.0,50.3,min_10%,3,1.5,0.05,7,min_10%_D3_R1.5_T0.05_H7,513.8,-36.1,3.23,1398,50.5
